AA.DAfN,AW,DOI,F.FN
"SabancÄ± University","article;; dependency;; parsing;; scheme;; extended;; finite;; state;; approach;; parser;; augments;; input;; representation;; channels;; so;; links;; representing;; syntactic;; relations;; words;; accommodated;; iterates;; number;; times;; arrive;; fixed;; point;; intermediate;; configurations;; violating;; constraints;; projective;; representations;; crossing;; independent;; items;; except;; sentential;; head;; filtered;; via;; filters;; applied;; turkish","10.1162/089120103322753338","top down parsing;; parsing;; parser combinator;; natural language processing;; multivalued dependency;; join dependency;; dependency inversion principle;; dependency grammar;; computer science;; bottom up parsing;; artificial intelligence;; algorithm"
"","article;; describes;; three;; statistical;; models;; natural;; language;; parsing;; extend;; methods;; probabilistic;; context;; free;; grammars;; lexicalized;; leading;; approaches;; parse;; tree;; represented;; sequence;; decisions;; corresponding;; head;; centered;; top;; down;; derivation;; independence;; assumptions;; lead;; parameters;; encode;; x;; bar;; schema;; subcategorization;; ordering;; complements;; placement;; adjuncts;; bigram;; lexical;; dependencies;; wh;; movement;; preferences;; close;; attachment;; expressed;; probabilities;; conditioned;; heads;; penn;; wall;; street;; journal;; treebank;; showing;; accuracy;; competitive;; literature;; gain;; better;; understanding;; give;; different;; constituent;; types;; breakdown;; precision;; recall;; recovering;; analyze;; characteristics;; experiments;; collecting;; frequencies;; structures;; linguistically;; motivated;; examples;; finally;; compare;; others;; applied;; aiming;; explanation;; difference;; performance","10.1162/089120103322753356","treebank;; top down parsing;; statistical parsing;; s attributed grammar;; parsing;; parser combinator;; natural language processing;; data oriented parsing;; computer science;; bottom up parsing;; artificial intelligence"
"School of Informatics;; Rutgers University;; University of Pennsylvania;; University of Otago","argue;; article;; common;; adverbial;; phrases;; generally;; taken;; signal;; discourse;; relation;; syntactically;; connected;; units;; structure;; instead;; work;; anaphorically;; contribute;; relational;; meaning;; indirect;; dependence;; allows;; simpler;; provide;; scaffolding;; compositional;; semantics;; reveals;; multiple;; ways;; conveyed;; connectives;; interact;; conclude;; sketching;; lexicalized;; grammar;; facilitates;; interpretation;; product;; rules;; anaphor;; resolution;; inference","10.1162/089120103322753347","semantic interpretation;; principle of compositionality;; natural language processing;; linguistics;; lexical grammar;; grammar;; formal grammar;; discourse relation;; computer science;; cognitive science;; artificial intelligence;; adverbial clause;; adverbial"
"University of British Columbia","centering;; corpus;; japanese;; mail;; examined;; article;; relies;; heavily;; inclusion;; inferable;; centers;; utilizing;; type;; center;; high;; level;; indeterminacy;; labeling;; transitions;; characterizing;; coherence;; difficulty;; lies;; requirement;; identity;; discourse;; entities;; definitions;; transition;; states;; lexical;; cohesion;; defined;; notion;; replace;; intuitions;; captured;; two;; relatedness;; instead;; supplement;; standard;; more;; adequately;; characterize;; implications;; extensions;; proposal","10.1162/089120104323093267","natural language processing;; linguistics;; intuition;; inference;; corpus analysis;; computer science;; computational linguistics;; cohesion;; coherence;; artificial intelligence"
";; Sapienza University of Rome","tool;; ontolearn;; aimed;; extraction;; domain;; ontologies;; web;; sites;; more;; generally;; documents;; shared;; members;; virtual;; organizations;; first;; extracts;; terminology;; complex;; terms;; semantically;; interpreted;; arranged;; hierarchical;; fashion;; finally;; general;; purpose;; ontology;; wordnet;; trimmed;; enriched;; detected;; concepts;; major;; novel;; aspect;; approach;; semantic;; interpretation;; association;; concept;; term;; involves;; finding;; appropriate;; word;; terminological;; string;; conceptual;; relations;; hold;; components;; sense;; disambiguation;; algorithm;; called;; structural;; interconnections","10.1162/089120104323093276","wordnet;; the internet;; terminology;; semantic interpretation;; ontology;; ontology;; natural language processing;; knowledge acquisition;; computer science;; computational linguistics;; artificial intelligence"
";; RWTH Aachen University","statistical;; machine;; translation;; correspondences;; words;; source;; target;; language;; learned;; parallel;; corpora;; little;; linguistic;; knowledge;; structure;; underlying;; models;; existing;; systems;; treat;; different;; inflected;; forms;; same;; lemma;; if;; independent;; one;; another;; bilingual;; training;; data;; better;; exploited;; explicitly;; taking;; account;; interdependencies;; propose;; construction;; hierarchical;; lexicon;; basis;; equivalence;; classes;; addition;; introduce;; sentence;; level;; restructuring;; transformations;; aim;; assimilation;; word;; order;; sentences;; systematically;; investigated;; amount;; maintain;; acceptable;; quality;; combination;; suggested;; methods;; improving;; frameworks;; scarce;; resources;; successfully;; tested;; able;; reduce;; less;; 10p;; original;; corpus;; losing;; 1;; 6p;; improvement;; two;; german;; english;; taken;; verbmobil;; task;; nespole","10.1162/089120104323093285","transfer based machine translation;; rule based machine translation;; natural language processing;; machine translation software usability;; machine translation;; lexicon;; example based machine translation;; evaluation of machine translation;; dynamic and formal equivalence;; computer science;; artificial intelligence"
"","article;; carrasco;; forcada;; june;; 2002;; presented;; two;; algorithms;; one;; incremental;; addition;; strings;; language;; minimal;; deterministic;; cyclic;; automaton;; removal;; first;; algorithm;; generalization;; unsorted;; data;; second;; construction;; acyclic;; automata;; daciuk;; al;; 2000;; show;; older;; sorted;; generalized;; similar;; way;; faster;; handles;; state;; once","10.1162/089120104323093302","theoretical computer science;; natural language processing;; finite state machine;; computer science;; computational linguistics;; automaton;; artificial intelligence"
"University of Haifa","","10.1162/089120104323093311","finite state;; computer science;; cognitive science"
"University of Wolverhampton;; King's College London;; IBM","anaphora;; accounts;; cohesion;; texts;; phenomenon;; active;; formal;; computational;; linguistics;; alike;; correct;; interpretation;; vital;; natural;; language;; processing;; nlp;; example;; resolution;; key;; task;; interfaces;; machine;; translation;; text;; summarization;; information;; extraction;; question;; answering;; number;; applications;; considerable;; initial;; research;; followed;; years;; relative;; silence;; early;; 1980s;; attracted;; attention;; researchers;; last;; 10;; great;; deal;; successful;; work;; topic;; carried;; discourseoriented;; theories;; formalisms;; discourse;; representation;; theory;; centering;; inspired;; treatment;; drive;; toward;; corpus;; robust;; solutions;; stimulated;; interest;; alternative;; data;; enriched;; approaches;; least;; application;; driven;; areas;; automatic;; abstracting;; independently;; highlighted;; importance;; coreference;; boosting;; area;; earlier;; heavily;; exploited;; domain;; linguistic;; knowledge;; sidner;; 1979;; carter;; 1987;; rich;; luperfoy;; 1988;; carbonell;; brown;; difficult;; both;; represent;; process;; human;; input;; pressing;; development;; inexpensive;; meet;; demands;; practical;; systems;; encouraged;; move;; away;; extensive;; embark;; instead;; upon;; poor;; strategies;; proposals;; 1990s;; deliberately;; limited;; extent;; relied;; promising;; operational;; environments;; dagan;; itai;; 1990;; 1991;; lappin;; leass;; 1994;; nasukawa;; kennedy;; boguraev;; 1996;; williams;; harvey;; preston;; baldwin;; 1997;; mitkov;; 1998b;; motivated;; emergence;; cheaper;; more;; reliable;; tools;; partof;; speech;; taggers;; shallow;; parsers;; alongside;; increasing;; availability;; corpora;; resources;; g;; ontologies;; fact;; raw;; annotated;; coreferential;; links;; strong;; impetus;; resolu","10.1162/089120101753342626","question answering;; natural language processing;; natural language;; machine translation;; information extraction;; discourse representation theory;; coreference;; computer science;; computational linguistics;; automatic summarization;; artificial intelligence"
"University of Oxford","paper;; describes;; formalism;; implementation;; interpretation;; generation;; sentences;; containing;; context;; dependent;; constructs;; determiners;; pronouns;; focus;; ellipsis;; variant;; quasi;; logical;; form;; underspecified;; meaning;; representation;; resolved;; forms;; via;; conditional;; equivalences;; define;; contextually;; respect;; higher;; order;; unification;; abduction;; relating;; expressions;; contexts;; unchanged;; both;; direction","10.1162/089120100750105939","unification;; theoretical linguistics;; semantic interpretation;; natural language processing;; linguistics;; linguistic context;; formalism;; expression;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics"
"Columbia University;; Columbia University","aspectual;; classification;; maps;; verbs;; small;; set;; primitive;; categories;; order;; reason;; time;; necessary;; interpreting;; temporal;; modifiers;; assessing;; relationships;; component;; natural;; language;; applications;; verb;; category;; predicted;; co;; occurrence;; frequencies;; certain;; linguistic;; frequency;; measures;; called;; indicators;; chosen;; insights;; isolation;; predictively;; incomplete;; insufficient;; individually;; article;; compare;; three;; supervised;; machine;; learning;; methods;; combining;; multiple;; decision;; trees;; genetic;; programming;; logistic;; regression;; 14;; combined;; according;; two;; distinctions;; approach;; improves;; performance;; both;; over;; unrestricted;; sets;; occurring;; across;; corpora;; demonstrates;; effectiveness;; needed;; full;; scale;; automatic;; moreover;; models;; resulting;; reveal;; several;; relevant;; unsupervised;; task","10.1162/089120100750105957","verb;; supervised learning;; small set;; natural language processing;; natural language;; linguistics;; genetic programming;; decision tree;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics"
"","","10.1162/089120100750105975","saddle;; natural language processing;; computer science;; computational linguistics;; artificial intelligence"
"Universidade do Vale do Rio dos Sinos;; University of Edinburgh","implemented;; system;; processing;; definite;; descriptions;; arbitrary;; domains;; design;; corpus;; previously;; highlighted;; prevalence;; discourse;; newspaper;; corpora;; annotated;; extensively;; evaluate;; techniques;; matching;; antecedents;; segmentation;; recognizing;; suggesting;; anchors;; bridging","10.1162/089120100750105948","segmentation;; newspaper;; natural language processing;; linguistics;; empiricism;; definite description;; corpus analysis;; computer science;; computational linguistics;; bridging;; artificial intelligence;; applied linguistics"
"University of Brighton;; Goldsmiths, University of London","paper;; argued;; coreference;; annotations;; performed;; muc;; community;; example;; go;; beyond;; annotation;; relation;; proper;; always;; clear;; semantic;; encoding;; discusses;; number;; problems;; concludes;; rethinking;; task;; needed;; expanded;; suggests;; division;; labor;; whereby;; separated;; tasks;; bound;; anaphora;; subject;; predicative;; np","10.1162/089120100750105966","semantic relation;; predicative expression;; natural language processing;; linguistics;; encoding;; coreference;; computer science;; computational linguistics;; comprehension;; artificial intelligence;; applied linguistics;; annotation"
";; ;; ","","10.1162/089120100750105984","picture language;; object language;; natural language processing;; natural language;; linguistics;; computer science;; cognitive science;; artificial intelligence"
"SRI International","statistical;; model;; segmentation;; word;; discovery;; continuous;; speech;; presented;; incremental;; unsupervised;; learning;; algorithm;; infer;; boundaries;; empirical;; tests;; showing;; competitive;; models;; similar;; tasks","10.1162/089120101317066113","unsupervised learning algorithm;; statistical model;; spoken language;; speech recognition;; speech processing;; segmentation;; natural language processing;; factored language model;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics"
"University of Geneva;; University of Toronto","automatic;; acquisition;; lexical;; knowledge;; critical;; wide;; range;; natural;; language;; processing;; tasks;; especially;; important;; verbs;; primary;; source;; relational;; information;; sentence;; predicate;; argument;; structure;; relates;; action;; state;; participants;; whom;; work;; supervised;; learning;; experiments;; automatically;; classify;; three;; major;; types;; english;; specifically;; thematic;; roles;; assign;; linguistically;; motivated;; statistical;; indicators;; extracted;; large;; annotated;; corpora;; train;; classifier;; achieving;; 69;; 8;; accuracy;; task;; whose;; baseline;; 34;; expert;; upper;; bound;; calculate;; 86;; 5;; detailed;; performance;; algorithm;; errors;; confirms;; features;; capture;; properties;; validate;; hypotheses;; relations;; crucial;; verb;; classification;; gleaned;; corpus;; means;; effective;; combination;; deeper;; linguistic;; robustness;; scalability;; techniques","10.1162/089120101317066122","verb;; thematic relation;; supervised learning;; statistical model;; natural language processing;; lexicon;; knowledge acquisition;; english verbs;; computer science;; computational linguistics;; artificial intelligence"
"University of Bremen;; GMD-IPSI, Darmstad#TAB#;; Intelligent Views, Darmstadt#TAB#;; Intelligent Views, Darmstadt#TAB#","combining;; elements;; appropriately;; coherent;; page;; layout;; recognized;; crucial;; aspect;; sophisticated;; information;; presentation;; precise;; function;; nature;; sufficiently;; addressed;; computational;; approaches;; attention;; restricted;; relatively;; local;; issues;; typography;; text;; formatting;; leaving;; broader;; unaddressed;; paper;; focus;; selection;; pages;; combine;; textual;; graphical;; representation;; styles;; yield;; designs;; offers;; rich;; resource;; achieving;; presentational;; coherence;; alongside;; more;; traditional;; resources;; internal;; marking;; discourse;; connections;; introduce;; integrated;; approach;; diagram;; generation;; developed;; basis;; preliminary;; empirical;; investigation;; professionally;; layouts;; followed;; implementation;; prototype;; system;; area;; art;; history","10.1162/089120101317066131","typography;; presentational and representational acting;; page layout;; natural language processing;; layout;; information system;; document layout analysis;; constructive;; computer science;; comprehensive layout;; artificial intelligence"
"University of Sheffield;; University of Sheffield","word;; sense;; disambiguation;; wsd;; computational;; linguistics;; task;; likely;; benefit;; tradition;; combining;; different;; knowledge;; sources;; artificial;; telligence;; research;; important;; step;; exploration;; hypothesis;; determine;; linguistic;; useful;; combination;; leads;; tagger;; uses;; several;; tested;; accuracy;; exceeds;; 94;; evaluation;; corpus;; system;; attempts;; disambiguate;; content;; words;; running;; text;; rather;; limiting;; itself;; treating;; restricted;; vocabulary;; argued;; approach;; more;; assist;; creation;; practical;; systems","10.1162/089120101317066104","word sense disambiguation;; vocabulary;; part of speech;; natural language processing;; linguistics;; limiting;; lexical definition;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics"
"","","10.1162/089120101750300544","knowledge representation and reasoning;; computer science;; cognitive science;; art history"
"University of London","standard;; preference;; ordering;; centering;; transitions;; continue;; retain;; shift;; argued;; unmotivated;; partial;; context;; dependent;; emerges;; interaction;; principles;; dubbed;; cohesion;; maintaining;; same;; center;; attention;; salience;; realizing;; prominent;; np;; formulation;; rule;; 2;; theory;; incorporates;; streamlined;; version;; strube;; hahn;; 1999;; notion;; cheapness;; natural;; way;; handle;; topic;; switches;; appear;; violate;; canonical","10.1162/089120101753342680","theoretical linguistics;; thematic structure;; salience;; discourse structure;; computer science;; cohesion;; cognitive science"
"University of Alicante;; Valencia University of Technology#TAB#;; University of Alicante;; University of Alicante;; University of Alicante;; University of Alicante;; University of Alicante","paper;; algorithm;; identifying;; noun;; phrase;; antecedents;; third;; person;; personal;; pronouns;; demonstrative;; reflexive;; omitted;; zero;; unrestricted;; spanish;; texts;; define;; list;; constraints;; preferences;; different;; types;; pronominal;; expressions;; document;; detail;; importance;; kind;; knowledge;; lexical;; morphological;; syntactic;; statistical;; anaphora;; resolution;; definition;; conditions;; np;; pronoun;; noncoreference;; partial;; parsing;; corpus;; 1;; 677;; achieved;; success;; rate;; 76;; 8;; implemented;; four;; competitive;; algorithms;; tested;; performance;; blind;; evaluation;; same;; test;; approach;; easily;; extended;; languages;; english;; portuguese;; italian;; japanese","10.1162/089120101753342662","syntax;; reflexive pronoun;; personal pronoun;; parsing;; noun phrase;; natural language processing;; natural language;; linguistics;; english grammar;; demonstrative;; computer science;; artificial intelligence;; algorithm"
"Knowbotic Systems GmbH & Co. KG#TAB#","syntactic;; coindexing;; restrictions;; now;; central;; importance;; practical;; anaphor;; resolution;; approaches;; structural;; ambiguity;; assumption;; availability;; unique;; reading;; proves;; unrealistic;; robust;; relies;; techniques;; overcome;; deficiency;; paper;; describes;; rosana;; approach;; generalizes;; verification;; order;; make;; applicable;; deficient;; descriptions;; state;; art;; parser;; formal;; evaluation;; two;; corpora;; differ;; respect;; text;; genre;; domain;; shown;; achieves;; high;; quality;; coreference;; moreover;; depth;; proven;; implementation;; disjoint;; reference;; nearly;; optimal;; reveals;; rely;; shallow;; preprocessing;; largely;; nonheuristic;; algorithmization;; opens;; possibility;; slight;; improvement;; furthermore;; more;; significant;; gains;; expected;; elsewhere;; particularly;; specific;; choice;; preference;; strategies;; performance;; system;; crucially;; rests;; enhanced;; methodology;; systems;; development;; constitutes;; second;; major;; contribution;; supplement;; model;; theoretic;; scoring;; scheme;; developed;; message;; understanding;; conference;; muc;; evaluations;; additional;; measures;; defined;; one;; hand;; support;; developer;; shed;; light;; application;; aspects;; pronoun;; interpretation","10.1162/089120101753342635","syntax;; semantic interpretation;; preprocessor;; parsing;; natural language processing;; message understanding conference;; coreference;; computer science;; computational linguistics;; artificial intelligence;; ambiguity"
"University of Rochester","paper;; compare;; pronoun;; resolution;; algorithms;; introduce;; centering;; algorithm;; left;; right;; adheres;; constraints;; rules;; theory;; alternative;; brennan;; friedman;; pollard;; 1987;; see;; if;; two;; psycholinguistic;; claims;; cf;; list;; ranking;; actually;; accuracy;; investigation;; lead;; development;; syntax;; corpus;; evidence;; contradicts","10.1162/089120101753342644","syntax;; semantic interpretation;; ranking;; psycholinguistics;; pronoun resolution;; natural language processing;; linguistics;; corpus analysis;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics"
"","","10.1162/089120101753342699","computer science;; cognitive science;; art history"
";; ;; ","","10.1162/089120101753342707","computer science;; cognitive science"
"University of Rochester","pronoun;; resolution;; studies;; compute;; performance;; inconsistently;; describe;; incompletely;; propose;; reporting;; standard;; improves;; exposition;; individual;; possibility;; readers;; compare;; techniques;; across;; informative;; metric;; rate;; addition;; precision;; recall","10.1162/089120101753342671","syntax;; semantic interpretation;; pronoun resolution;; precision and recall;; performance metric;; natural language processing;; fraction;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics"
"University of California, San Diego;; Artificial Intelligence Center;; Artificial Intelligence Center","evaluations;; computational;; linguistics;; technology;; progress;; toward;; higher;; level;; interpretation;; tasks;; problem;; determining;; alignments;; system;; responses;; answer;; key;; entries;; may;; become;; less;; straightforward;; extensive;; alignment;; procedure;; muc;; 6;; evaluation;; information;; extraction;; reveals;; effects;; interfere;; stated;; goals;; shown;; pervasive;; enough;; potential;; adversely;; impact;; development;; process;; argue;; strongly;; accurate;; criteria;; natural;; language;; maintaining;; independence;; mechanisms;; calculate;; scores","10.1162/089120101750300517","technology development;; system evaluation;; natural language processing;; natural language;; information extraction;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics"
"DePaul University;; DePaul University","shieber;; parsing;; algorithm;; 1992;; unification;; grammars;; extension;; earley;; 1970;; context;; free;; feature;; structures;; paper;; show;; certain;; conditions;; produces;; call;; nonminimal;; derivation;; parse;; tree;; contains;; additional;; features;; licensing;; productions;; definition;; allows;; derivations;; claim;; viewed;; invalid;; describe;; sources;; problem;; propose;; precise;; minimal;; modification;; ensures;; minimality;; computational;; cost","10.1162/089120101750300535","unification;; rule based machine translation;; parsing;; parse tree;; natural language processing;; formal language;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics"
"AT&T Labs;; University of Sussex;; University of Delaware","considerable;; interest;; computational;; linguists;; lexicalized;; grammatical;; frame;; works;; tree;; adjoining;; grammar;; ltag;; one;; widely;; studied;; example;; paper;; investigate;; derivations;; viewed;; manipulations;; trees;; descriptions;; changing;; way;; formalism;; raises;; questions;; desirability;; certain;; aspects;; d;; substitution;; dsg;; involve;; composition;; special;; kinds;; read;; off;; derived;; show;; designed;; inherit;; characterestics;; express;; variety;; linguistic;; analyses","10.1162/089120101300346813","tree adjoining grammar;; rule based machine translation;; natural language processing;; lexical grammar;; grammar;; formalism;; formal grammar;; computer science;; computational linguistics;; artificial intelligence;; adjunction"
"AnswerLogic, Inc., Washington, DC#TAB#","natural;; language;; generation;; usually;; divided;; separate;; text;; planning;; linguistic;; components;; division;; though;; assumes;; two;; operate;; independently;; always;; true;; igen;; generator;; eliminates;; assumption;; handles;; interactions;; without;; sacrificing;; advantages;; modularity;; accomplishes;; means;; annotations;; component;; places;; structures;; builds;; provide;; description;; effects;; choices;; allowing;; planner;; evaluate;; needing;; knowledge;; approach;; allows;; vary;; work;; done;; even;; final;; output;; depends;; addition;; explicitly;; models;; gracefully;; handle;; situations;; time;; resources;; limited","10.1162/089120100561656","planner;; natural language processing;; natural language generation;; modularity;; linguistics;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics;; always true"
"","","10.1162/089120100561700","research centre;; research center;; media studies;; grammar;; computer science;; cognitive science;; art history"
"University of Aberdeen","types;; documents;; meet;; size;; constraints;; fitting;; limited;; number;; pages;; difficult;; constraint;; enforce;; pipelined;; natural;; language;; generation;; nlg;; system;; mostly;; determined;; content;; decisions;; usually;; beginning;; pipeline;; cannot;; accurately;; measured;; until;; document;; completely;; processed;; experimental;; data;; performance;; single;; solution;; multiple;; revision;; variants;; stop;; produces;; personalized;; smoking;; cessation;; leaflets;; meeting;; shows;; better;; best","10.1162/089120100561692","pipeline transport;; natural language processing;; natural language generation;; experimental data;; computer science;; computer engineering;; artificial intelligence;; algorithm"
"West","parallel;; texts;; bitexts;; properties;; distinguish;; kinds;; data;; first;; words;; translate;; one;; word;; second;; bitext;; correspondence;; typically;; partial;; text;; clear;; equivalent;; article;; methods;; biasing;; statistical;; translation;; models;; reflect;; evaluation;; respect;; independent;; human;; judgments;; confirmed;; biased;; fashion;; significantly;; more;; accurate;; baseline;; knowledge;; free;; model;; shows;; take;; advantage;; preexisting;; might;; language;; pairs;; even;; simplest;; specific;; distinction;; content;; function;; shown;; reliably;; boost;; performance;; tasks;; domain;; combine;; best;; both;; rationalist;; empiricist;; paradigms","10.1162/089120100561683","statistical model;; natural language processing;; natural language;; model domain;; equivalence;; content word;; computer science;; computational linguistics;; artificial intelligence;; applied linguistics"
"University of Southampton;; University of Southampton","pronunciation;; analogy;; pba;; data;; driven;; relating;; letters;; sound;; potential;; application;; next;; generation;; text;; speech;; systems;; paper;; extends;; previous;; work;; several;; directions;; first;; included;; full;; pattern;; matching;; input;; letter;; string;; dictionary;; entries;; lexical;; stress;; phoneme;; conversion;; second;; extended;; third;; important;; experimented;; multiple;; different;; strategies;; scoring;; candidate;; pronunciations;; individual;; scores;; strategy;; basis;; rank;; multiplied;; summed;; produce;; final;; overall;; score;; five;; studied;; 31;; combinations;; two;; combination;; methods;; perform;; comparably;; product;; rule;; marginally;; superior;; sum;; nonparametric;; statistical;; reveals;; performance;; improves;; more;; trend;; highly;; significant;; p;; 0;; 0005;; accordingly;; best;; combined;; word;; accuracy;; raised;; 65;; 5;; relative;; 61;; 7;; 63;; performing;; single;; improvements;; 00011;; respectively;; similar;; found;; former;; easier;; problem;; latter;; harder;; main;; sources;; error;; multistrategy;; approach;; mostly;; involve;; vowel;; phonemes","10.1162/089120100561674","vowel;; sum rule in quantum mechanics;; pronunciation;; product rule;; pattern matching;; nonparametric statistics;; natural language processing;; computer science;; computational linguistics;; artificial intelligence;; analogy"
