AA.DAfN,AW,DOI,F.FN
"University of Cape Town;; University of the Western Cape","connecting;; people;; across;; digital;; divide;; social;; effort;; technological;; one;; developing;; community;; centred;; approach;; learn;; interaction;; techniques;; compensate;; poor;; communication;; incorporated;; lessons;; learned;; regarding;; intelligence;; design;; abstraction;; device;; called;; softbridge;; allows;; flow;; endpoints;; adapters;; getting;; converted;; if;; necessary;; destination;; field;; trials;; underway;; two;; communities;; south;; africa;; disadvantaged;; deaf;; users;; isolated;; rural;; initial;; show;; user;; interfaces;; allow;; understand;; cope;; delay;; concerns;; more;; important;; technical;; issues;; designing;; systems","10.1007/s00146-005-0018-1","user interface;; user centred design;; social intelligence;; rural community;; multimedia;; information society;; disadvantaged;; digital divide;; computer science;; abstraction"
"University of Twente;; University of Twente","article;; reports;; empirical;; investigation;; long;; term;; groupware;; system;; spatially;; massively;; distributed;; network;; educators;; case;; aimed;; understanding;; impacts;; collaboration;; technology;; supporting;; social;; interaction;; paradigm;; constructivism;; perspective;; structuration;; frameworks;; mediating;; utilizing;; perspectives;; serve;; change;; agent;; transforming;; culture;; structure;; enacted;; two;; ways;; meanings;; people;; construct;; interacting;; benefiting;; structural;; properties;; technical;; affordances","10.1007/s00146-005-0015-4","social relation;; social constructivism;; performing arts;; knowledge management;; first class;; computer science;; collaborative software;; affordance"
"Agder University College;; Agder University College;; Agder University College;; Agder University College;; Agder University College;; Agder University College","article;; introduces;; work;; research;; team;; agder;; providing;; context;; seven;; following;; articles;; writers;; personally;; engaged;; processes;; describe;; seek;; draw;; general;; conclusions;; experience;; prosperous;; region;; experienced;; crisis;; able;; devote;; considerable;; resources;; regional;; development","10.1007/s00146-005-0325-6","value creation;; regional development;; knowledge management;; computer science;; action research"
"National Institute of Information and Communications Technology;; Kyoto University;; Kyoto University","developed;; broadcasting;; agent;; system;; public;; opinion;; channel;; poc;; caster;; generates;; understandable;; conversational;; form;; text;; documents;; circulates;; opinions;; community;; members;; internet;; transformation;; rules;; two;; experiments;; experiment;; 1;; examined;; relation;; sentence;; length;; twenty;; four;; participants;; listened;; types;; long;; sentences;; short;; single;; speech;; 2;; investigated;; relationship;; user;; knowledge;; level;; forty;; 21;; high;; low;; selected;; task;; kinds;; topic;; unfamiliar;; indicate;; aided;; comprehension;; especially;; users;; little;; explore;; explanations;; implications;; regard;; human;; cognition","10.1007/s00146-005-0011-8","the internet;; text comprehension;; sentence;; natural language processing;; knowledge level;; computer science;; comprehension;; cognition;; broadcasting system;; broadcasting;; artificial intelligence"
"University of New England (United States)","remakes;; popular;; novels;; films;; indicate;; animals;; become;; primary;; means;; representing;; rapid;; development;; proliferation;; genetically;; modified;; organisms;; plant;; form;; interplay;; aesthetics;; scientific;; technologies;; post;; darwinian;; emphasis;; species;; social;; vivisection;; worked;; 1896;; novel;; island;; dr;; moreau;; mechanism;; dominance;; ensuing;; versions;; story;; over;; past;; 100;; years;; come;; position;; eugenic;; breeding;; recently;; transgenic;; splicing;; trope;; playing;; central;; cultural;; work;; ordering;; distinction;; human;; contradictions;; open;; possibilities;; genetic;; especially;; 1996;; film;; remake;; isolation;; successful;; animal;; akin;; artist;; eduardo;; kac;; calls;; beautiful;; chimera;; her;; alignment;; conditions;; possibility;; theriocentric;; nonhuman;; centered;; community;; transgenics;; emerges;; opposition;; aesthetic;; remain;; medium;; struggles;; re;; enacted;; forms;; enable;; investigation;; why;; increasingly;; defined;; 0;; 1;; removed","10.1007/s00146-005-0007-4","vivisection;; sociology;; performing arts;; opposition;; human species;; genetically modified organism;; eugenics;; cultural work;; aesthetics"
"Telematica Instituut, P.O. Box 589, 7500 AN, Enschede, The Netherlands#TAB#;; Telematica Instituut, P.O. Box 589, 7500 AN, Enschede, The Netherlands#TAB#;; Telematica Instituut, P.O. Box 589, 7500 AN, Enschede, The Netherlands#TAB#","presence;; instant;; messaging;; pim;; applications;; grown;; rapidly;; recently;; home;; work;; early;; studies;; workplace;; indicate;; adapted;; towards;; context;; research;; explore;; adaptations;; place;; systems;; able;; answer;; people;; oriented;; queries;; online;; next;; article;; describe;; design;; space;; identify;; important;; aspects;; options;; designers;; consider;; exploratory;; comprising;; two;; cycles;; designing;; implementing;; evaluating;; prototypes;; conclude;; lessons;; learned;; future","10.1007/s00146-005-0013-6","workplace context;; knowledge management;; instant messaging;; exploratory research;; design space;; computer science"
"Queen's University;; Queen's University;; Queen's University","emerging;; technologies;; support;; ways;; people;; relate;; ethical;; discourse;; important;; help;; guide;; designers;; article;; endeavors;; just;; presenting;; design;; technology;; intended;; gather;; act;; upon;; information;; behalf;; users;; elaborates;; socio;; technological;; factors;; affect;; development;; action;; research;; practice;; implications;; outlined","10.1007/s00146-005-0336-3","systems design;; social contract;; performing arts;; management science;; knowledge management;; ethical discourse;; ethical analysis;; emerging technologies;; computer science"
"University of Gothenburg;; Yeungnam University","","10.1007/s00146-005-0335-4","regional innovation system;; performing arts;; knowledge management;; innovation system;; computer science"
"Agder Research","article;; locates;; work;; regional;; development;; action;; research;; context;; debates;; neo;; liberalism;; democracy;; learning;; regions;; approach;; explored;; scale;; challenges;; overcome;; emphasised","10.1007/s00146-005-0322-9","social science;; regional development;; performing arts;; neoliberalism;; knowledge management;; engineering ethics;; democracy;; critical assessment;; computer science;; action research"
"Agder Research","article;; applies;; reflexive;; dialogue;; oriented;; approaches;; municipal;; planning;; experience;; dialogical;; development;; process;; vennesla;; highlighting;; potential;; collaborative;; work;; coalition;; democracy;; emphasising;; social;; construction;; meaning;; knowledge","10.1007/s00146-005-0333-6","social constructionism;; reflexivity;; performing arts;; municipal planning;; knowledge management;; dialogical self;; democracy;; computer science;; action research"
"Rogaland Research","innovation;; plays;; central;; role;; economic;; development;; regional;; national;; level;; paper;; takes;; practical;; approach;; support;; entrepreneurship;; experience;; facilitating;; two;; contrasting;; networks;; enterprises;; action;; research;; seen;; different;; approaches;; according;; process;; concerned;; part","10.1007/s00146-005-0327-4","management science;; knowledge management;; innovation process;; innovation management;; entrepreneurship;; computer science;; action research"
"Agder University College","article;; reflects;; experience;; action;; research;; context;; regional;; development;; pressure;; produce;; practical;; epistemological;; status;; explored;; contrast;; conventional;; social;; science;; concludes;; ongoing;; relationship;; necessary","10.1007/s00146-005-0320-y","sociology;; social science research;; social science;; social research;; regional development;; knowledge management;; knowledge generation;; engineering ethics;; action research"
"Agder University College;; Agder University College","2002;; part;; urban;; policy;; city;; kristiansand;; set;; giant;; foundation;; purpose;; soliciting;; projects;; talents;; strategies;; growth;; cultural;; economy;; conflict;; over;; core;; values;; promotion;; culture;; heritage;; discussion;; transformation;; power;; democracy;; article;; assesses;; challenges;; facing;; cultiva;; institutional;; ramifications;; regimes;; public;; planning;; governance;; introduces;; discourses;; development;; impacts;; both;; outside;; perception;; everyday;; inhabitants","10.1007/s00146-005-0334-5","urban planning;; urban innovation;; public private partnership;; performing arts;; incentive;; economy;; democracy;; cultural policy;; corporate governance;; computer science"
"Global Network for Research in Mental and Neurological Health;; Kingston University;; University of Geneva;; University of Pennsylvania;; World Bank;; Centre for Mental Health;; Centre for Mental Health;; World Bank","article;; introduces;; project;; hosted;; world;; bank;; involving;; global;; network;; research;; mental;; neurological;; health;; focus;; international;; outsourcing;; reference;; developing;; countries","10.1007/s00146-005-0329-2","psychosocial;; performing arts;; outsourcing;; management science;; knowledge management;; global network;; economic change;; development studies;; developing country;; computer science"
"Eastern Norway Research Institute (ENRI)","article;; discuss;; potential;; problems;; inherent;; dialogue;; methods;; comes;; contributing;; enduring;; participatory;; change;; refer;; mainly;; conference;; development;; organisation;; gustavsen;; 1992;; palshaugen;; 1998;; 2001;; 2002;; broader;; sense;; linguistically;; oriented;; framework;; empirical;; context;; paper;; planned;; enterprise;; project;; run;; network;; four;; seven;; small;; medium;; sized;; companies;; general;; level;; aims;; increase;; capacity;; continuous;; learning;; enterprises;; involvement;; mobilisation;; employees;; important;; prior;; work;; see;; obstacles;; front;; concerning;; ability;; contribute;; concerns;; different;; theoretical;; perspectives;; illustrated;; examples;; field","10.1007/s00146-005-0324-7","value creation;; management science;; knowledge management;; computer science;; citizen journalism;; action research"
"Kobe Gakuin University;; Naruto University of Education;; National Institute of Information and Communications Technology","intend;; examine;; information;; retrieval;; behaviors;; psychological;; point;; view;; search;; engine;; world;; wide;; web;; www;; investigated;; retrieving;; detail;; both;; recorded;; data;; retrievers;; browsing;; actions;; thinking;; processes;; think;; aloud;; focused;; selected;; keywords;; enough;; knowledge;; task;; goal;; learn;; literacy;; needed;; finding;; efficiently","10.1007/s00146-005-0017-2","world wide web;; web navigation;; web intelligence;; thinking processes;; think aloud protocol;; specific knowledge;; search engine;; literacy;; information retrieval;; computer science"
"Agder Research","article;; takes;; critical;; approach;; value;; creation;; challenging;; quantitative;; materialist;; views;; norwegian;; public;; discourse;; conclusion;; supports;; continuation;; ambiguity;; seen;; extension;; linguistic;; turn","10.1007/s00146-005-0321-x","sociology;; social science;; social constructionism;; performing arts;; norwegian;; materialism;; linguistic turn;; knowledge management;; epistemology;; continuation;; ambiguity;; action research"
"University of Granada;; University of Granada","paper;; qualitative;; review;; series;; classical;; myths;; interpretative;; metaphors;; similes;; people;; settings;; situations;; relating;; computer;; world;; look;; basic;; widely;; accepted;; terms;; trojan;; horse;; cyberphobia;; project;; athena;; infer;; others;; exercise;; hermeneutical;; mythopoeia;; examples;; include;; tantalus;; representing;; controlled;; obsolescence;; technological;; resources;; turning;; user;; revived;; sisyphus;; theseus;; powerful;; anti;; virus;; forgetting;; clumsy;; navigator;; odysseus;; ulysses;; disperse;; inefficient;; internet;; users;; especially;; great;; myth;; teacher;; mentor;; power;; information;; searchable;; via;; google","10.1007/s00146-013-0446-2","world wide web;; trojan horse;; trojan;; the internet;; sociology;; project athena;; obsolescence;; mythology;; knowledge management;; forgetting;; cyberphobia;; artificial intelligence"
"University of Toulouse;; Orange S.A.;; University of Toulouse","collaborative;; work;; situation;; distance;; avatars;; represent;; collaborators;; reduces;; effort;; animated;; help;; distant;; users;; ground;; relationship;; facilitate;; interaction;; materialise;; visual;; clues;; current;; activity;; check;; validity;; hypotheses;; set;; experiment;; virtual;; environment;; cve;; synchronised;; collective;; medical;; decision;; several;; teams;; practitioners;; different;; disciplines;; deal;; liver;; tumours;; displayed;; argonaute;; 3d;; paper;; provide;; evidence;; existing;; studies;; select;; measures;; estimate;; grounding;; process;; cves;; next;; briefly;; describe;; setup;; collect;; observable;; data;; summarise;; first;; observations;; acquired","10.1007/s00146-005-0028-z","performing arts;; multimedia;; medical decision making;; liver tumours;; knowledge management;; human computer interaction;; computer science;; common ground;; collaborative virtual environment"
"University of Central Lancashire;; Emily Carr University of Art and Design","dialogue;; concerns;; nature;; ethical;; responsibility;; contemporary;; art;; practice;; relation;; questions;; creativity;; role;; writing;; shaping;; perception;; transgenic;; practices;; problems;; may;; trusting;; artists;; act;; integrity;; unchartered;; waters;; enthusiastic;; engagement;; genetic;; technologies","10.1007/s00146-005-0001-x","sociology;; social science;; postmodernism;; perception;; knowledge management;; ethical responsibility;; environmental ethics;; creativity;; contemporary art"
"OCAD University","over;; past;; decade;; artists;; increasingly;; turned;; science;; order;; investigate;; technology;; effect;; move;; hardware;; technologies;; live;; organisms;; media;; raises;; ethical;; issues;; broader;; art;; community;; addressing;; paper;; tracks;; history;; instrumental;; disengagement;; determine;; gradual;; codification;; life;; contributed;; eventual;; practice","10.1007/s00146-005-0005-6","sociology;; social science;; negotiation;; live organisms;; knowledge management;; ethical issues;; engineering ethics;; disengagement theory"
"Emily Carr University of Art and Design","leonardo;; choice;; genetic;; technologies;; animals;; edited;; interdisciplinary;; collection;; 12;; essays;; 1;; dialogue;; focusing;; biotechnology;; profoundly;; disastrous;; effects;; inhabitants;; planet;; editor;; my;; essay;; ethics;; artists;; working;; grew;; increasing;; concern;; risks;; scientific;; research;; genre;; art;; practice;; involving;; human;; work;; aims;; question;; corporate;; uses;; acceptance;; inevitability;; wanted;; investigate;; if;; methodologies;; science;; still;; positing;; beings;; centre;; rationale;; endeavours;; mere;; resources;; serve;; reinforce;; anthropocentric;; view;; arts;; corresponding;; commitment;; broad;; cultural;; perceptions;; began;; belief;; object;; modification;; transference;; plant;; animal;; tissue;; one;; needs;; confront;; act;; ethical;; impact;; instance;; commodification;; colonization;; future;; naturally;; occurring;; biodiversity;; individual;; lives;; humans;; involved","10.1007/s00146-005-0006-5","the arts;; social science;; scientific method;; philosophy of biology;; new media;; knowledge management;; environmental ethics;; culture theory;; computer science;; commodification;; anthropocentrism"
"York University","research;; intersections;; feminism;; biology;; philosophy;; dynamic;; starting;; grounds;; discussion;; genetic;; technologies;; animals;; focus;; animal;; bodies;; examine;; moral;; implications;; engineering;; domesticated;; primarily;; pigs;; chickens;; purposes;; human;; consumption;; concepts;; natural;; artificial;; contamination;; purity;; integrity;; fragmentation;; mind;; body;; feature;; respect;; margaret;; atwood;; novel;; oryx;; crake;; serves;; cogent;; medium;; exploring;; highly;; contentious;; practices;; ideas;; hypothetical;; narratives;; possibility;; moreover;; highlight;; contemporary;; hegemonic;; assumptions;; values;; ways;; make;; visible;; attention;; paid;; issues;; growing;; organs;; xenotransplantation;; resulting;; pigoons;; ultimate;; end;; intensive;; factory;; farming;; mindless;; chicken;; tumours;; calls;; chickienobs;; integral;; philosophical;; considerations;; provocative;; question;; modification;; means;; suffering;; domestic;; food;; include;; ongoing;; sensory;; deprivation;; experience;; potentially;; future;; mechanomophosis;; extreme;; manifestation;; existing;; mechanomorphism","10.1007/s00146-005-0009-2","sociology;; narrative;; mind body problem;; management science;; hegemony;; feminism;; environmental ethics;; domestication;; artificial intelligence;; animal ethics"
"University of Texas at El Paso","debates;; over;; cloning;; stem;; cell;; research;; indicate;; issues;; raised;; biotechnology;; combine;; genetic;; sciences;; perspectives;; contexts;; articulated;; social;; ethical;; anthropological;; concerns;; philosophy;; consequently;; argue;; intervening;; requires;; supra;; disciplinary;; critical;; theory;; illuminate;; problems;; stakes;; addition;; raise;; exceptionally;; important;; challenges;; bioethics;; democratic;; politics;; communication","10.1007/s00146-005-0002-9","sociology;; social theory;; social science;; management science;; environmental ethics;; democratic politics;; democracy;; critical philosophy;; bioethics;; animal rights"
"Emily Carr University of Art and Design","working;; current;; methodologies;; art;; biology;; genetic;; technologies;; stated;; aims;; artists;; area;; include;; attempts;; both;; critique;; implications;; outcomes;; forge;; practice;; involved;; creating;; living;; beings;; last;; ambition;; development;; essay;; particularly;; take;; task;; questioning;; ethics;; goal;; uses;; biotechnology;; reaching","10.1007/s00146-005-0003-8","sociology;; social science;; new media;; management science;; engineering ethics;; animal rights"
"Anthrozoology Unit, University College Chester, Chester, UK#TAB#","turning;; animals;; art;; genetic;; manipulation;; poses;; questions;; think;; relationship;; species;; explore;; three;; rather;; disparate;; sets;; issues;; first;; ask;; extent;; production;; living;; artforms;; really;; transgressive;; advocates;; claim;; counts;; radical;; terms;; cannot;; say;; argue;; human;; place;; world;; contrary;; producing;; reinforces;; own;; sense;; importance;; second;; theme;; transgenic;; organisms;; purposes;; complexity;; focus;; idea;; concept;; developmental;; biology;; may;; successful;; commercial;; companies;; deeply;; troubling;; biologists;; consider;; entrenched;; reductionism;; enormously;; problematic;; risks;; run;; ignoring;; nature;; creativity;; damaging;; compromising;; animal;; welfare;; third;; turns;; public;; perceptions;; technologies;; science;; notes;; unease;; simply;; question;; ignorance;; technology;; reflects;; rich;; ways;; make;; meanings;; relate;; far;; more;; potent;; source;; moving;; genes;; around;; photogenic","10.1007/s00146-005-0004-7","sociology;; reductionism;; photogenic;; perception;; knowledge management;; ignorance;; environmental ethics;; emerging technologies;; creativity;; artificial intelligence;; animal welfare"
"Mälardalen University College;; Mälardalen University College","today;; computer;; network;; technologies;; sociologically;; founded;; hunter;; gatherer;; principles;; common;; users;; may;; subjects;; surveillance;; sophisticated;; internet;; attacks;; almost;; impossible;; prevent;; same;; time;; information;; communication;; technology;; ict;; offers;; technical;; possibility;; embedded;; privacy;; protection;; legitimate;; design;; part;; intentional;; democracy;; means;; incorporating;; options;; socially;; acceptable;; behaviour;; systems;; basic;; rights;; responsibilities;; transparent;; user;; current;; global;; polis;; already;; different;; facto;; built;; policies;; define;; level;; remains;; make;; ethical;; implications;; explicit;; understandable;; citizens;; village;; interdisciplinary;; disclosive;; methods;; correspond;; high;; norms;; support;; trust;; essential;; precondition;; socialization;; good;; news;; research;; lines;; progress;; hopefully;; future;; standard;; approach;; communications","10.1007/s00146-005-0024-3","the internet;; privacy policy;; privacy by design;; norm;; management science;; information privacy;; information and communications technology;; democracy;; cyberethics;; computer science"
"University of Savoy;; University of Savoy;; University of Savoy;; University of Savoy;; University of Savoy;; University of Savoy","paper;; describes;; electronic;; schoolbag;; digital;; workspace;; developed;; university;; savoie;; france;; analyses;; usages;; online;; environment;; dedicated;; educational;; world;; offers;; pupils;; students;; teachers;; school;; staff;; parents;; personal;; group;; workspaces;; individual;; collaborative;; activities;; take;; place;; flexibility;; software;; allowing;; synchronous;; asynchronous;; lies;; participation;; model;; allows;; groups;; themselves;; describe;; organise;; architecture;; permits;; implementation;; practices;; presented;; requires;; different;; observation;; methods;; according;; procedures;; chosen;; real;; quantitative;; logs;; actions;; questionnaires;; imagined;; qualitative;; semi;; directive;; interviews;; users;; allow;; us;; assess;; evolution;; periods;; sites;; observatory;; lets;; list;; main;; uses;; educative;; communication;; vs;; informative;; communicative","10.1007/s00146-005-0026-1","workspace;; software;; qualitative research;; multimedia;; human computer interaction;; cooperative work;; computer supported cooperative work;; computer science;; asynchronous communication;; architecture"
"Concordia University;; Erasmus University Rotterdam","article;; focuses;; online;; communities;; introduces;; empirical;; social;; media;; production;; involving;; group;; called;; arab;; canadians;; builds;; anderson;; concept;; imagined;; argues;; facebook;; platform;; nation;; users;; prospective;; immigrants;; interact;; exchange;; ideas;; country;; whose;; varies;; one;; user;; another;; virtual;; offers;; community;; members;; sense;; identity;; belonging;; aspire;; get;; revealed;; majority;; comments;; carry;; highly;; positive;; sentiments;; towards;; canada;; people;; yet;; evidence;; moderated;; concludes;; administrator;; functions;; centralized;; gatekeeper;; filters;; chatter;; leads;; discussion;; certain;; direction;; building;; theory;; networked;; gatekeeping;; vertical;; horizontal;; flows;; communication;; shape;; debate;; takes;; place;; space;; close;; practices;; sheds;; light;; role;; shaping;; identities;; constructed;; around;; nationhood","10.1007/s00146-017-0742-3","sociology;; social psychology;; social media;; performing arts;; online participation;; online community;; media studies;; knowledge management;; horizontal and vertical;; gatekeeping;; empirical research;; cyberpsychology"
"University of Windsor","paper;; case;; conducted;; test;; capability;; carneades;; argumentation;; system;; model;; forensic;; evidence;; collected;; investigation;; triggered;; conflict;; art;; experts;; attribution;; painting;; leonardo;; da;; vinci;; claim;; portrait;; young;; woman;; renaissance;; dress;; attributed;; initially;; dismissed;; investigations;; carried;; history;; scientific;; expert;; opinions;; shifted;; burden;; proof;; onto;; side;; skeptics;; structure;; interlocking;; argument;; mapping;; tools;; track;; accumulation;; pro;; con","10.1007/s00146-013-0447-1","sociology;; skepticism;; portrait;; performing arts;; painting;; law;; knowledge management;; fine art;; epistemology;; attribution;; argumentation theory;; argument map"
"University of Bergen","systematic;; research;; wide;; field;; practical;; knowledge;; phenomenon;; paper;; approaches;; developed;; main;; centres;; norway;; sweden;; emphasis;; potential;; revitalizing;; ethics;; focus;; narratives;; reflection;; researcher;; own;; professional;; experience;; distinguishing;; feature;; centre;; university;; nordland;; seen;; promising;; addition;; traditional;; repertory;; ethical;; studies","10.1007/s00146-013-0444-4","wide field;; sociology;; phenomenon;; narrative;; management science;; knowledge management;; ethical theory;; applied ethics"
"University of Brighton","","10.1007/s00146-013-0451-5","ubiquitous technology;; social psychology;; knowledge management;; engineering ethics;; contemplation;; computer science"
"Annamalai University;; Annamalai University","paper;; integrated;; approach;; spot;; spoken;; keywords;; digitized;; tamil;; documents;; combining;; word;; image;; matching;; recognition;; techniques;; work;; involves;; segmentation;; document;; images;; words;; creation;; index;; construction;; hidden;; markov;; model;; hmm;; speech;; keyword;; hmms;; constructed;; seven;; dimensional;; profile;; statistical;; moment;; features;; recognize;; segmented;; inclusion;; query;; recognized;; likelihood;; 39;; mel;; frequency;; cepstral;; coefficients;; derived;; samples;; positional;; details;; search;; automatically;; updated;; retrieve;; relevant;; portion;; text;; spotting;; performance;; measures;; recall;; precision;; f;; measure;; calculated;; 40;; test;; four;; groups;; literary;; illustrate;; ability;; scheme;; highlight;; worthiness;; emerging;; multilingual;; information;; retrieval;; scenario","10.1007/s00146-013-0452-4","visual word;; tamil;; spotting;; spoken word recognition;; speech recognition;; segmentation;; natural language processing;; mel frequency cepstrum;; image matching;; hidden markov model;; computer science;; artificial intelligence"
"IULM University of Milan;; Cardiff Metropolitan University","","10.1007/s00146-013-0455-1","social psychology;; performing arts;; knowledge management;; computer science;; cognitive science"
"Østfold Research Foundation (STØ);; Østfold Research Foundation (STØ);; Østfold Research Foundation (STØ);; Østfold Research Foundation (STØ);; Østfold Research Foundation (STØ)","paper;; knowledge;; gained;; working;; two;; industrial;; networks;; county;; ostfold;; norway;; focus;; creation;; networking;; arenas;; development;; better;; co;; operation;; companies;; network;; empirical;; achieved;; interviewing;; participants;; active;; participation;; projects;; theme;; innovation;; processes;; special;; attention;; enhance;; capacity;; discuss;; part;; regional;; systems;; cannot;; fully;; understood;; without;; understanding;; relates;; surroundings;; good;; relationships;; continuous;; change;; strategies;; important;; factors;; following;; principles;; generated;; learning;; search;; conference;; adapted;; specially;; designed;; way;; increases;; quality;; efficiency","10.1007/s00146-005-0323-8","regional development;; performing arts;; management science;; knowledge management;; knowledge creation;; interview;; innovation management;; empirical evidence;; computer science;; co operation"
"University of Hertfordshire;; University of Southern Denmark","contemporary;; science;; paper;; builds;; wittgenstein;; views;; human;; language;; rather;; ascribing;; reality;; inscription;; entities;; links;; embodiment;; distributed;; cognition;; verbal;; quasi;; technological;; aspect;; traced;; action;; specific;; interactivity;; species;; form;; sense;; sustains;; things;; texts;; construing;; phonetic;; gestures;; thinking;; grounded;; appraisals;; saturated;; coordination;; illustrate;; work;; focuses;; case;; over;; 11;; crime;; scene;; investigator;; infers;; she;; probably;; dealing;; inside;; job;; uses;; words;; intelligent;; gaze;; connects;; professional;; expertise;; circumstances;; feeling;; suggested;; appraisal;; synergies;; constrains;; develop;; customary;; ways;; behaving;; humans;; extend;; linking;; real;; time;; activity;; actions;; collectivity;; imposes;; variable;; degree;; control;; individuals;; realise;; values","10.1007/s00146-013-0445-3","valuation;; symbol grounding;; sociology;; social psychology;; performing arts;; knowledge management;; interactivity;; gesture;; gaze;; feeling;; cognitive science;; biosemiotics"
"University of Brighton","","10.1007/s00146-013-0450-6","performing arts;; management science;; human computer interaction;; faust;; computer science;; artificial intelligence"
"Boston University","argue;; manzotti;; pepperell;; presentation;; mind;; obfuscates;; pertinent;; differences;; externalist;; views;; strengths;; problematically;; conflates;; distinction;; cannot;; without;; consequences;; conflated;; talk;; contents;; vehicles;; conflate;; two;; conflation;; comes;; price;; case;; undermines;; claims;; make;; implications","10.1007/s00146-013-0454-2","externalism;; consciousness;; conflation;; computer science;; cognitive science"
