AA.DAfN,AW,DOI,F.FN
"Ludwig Maximilian University of Munich;; BMW AG","spoken;; dialogue;; systems;; sdss;; operate;; devices;; g;; automotive;; environment;; people;; usually;; different;; levels;; experience;; take;; account;; paper;; build;; system;; automatically;; adapts;; user;; implemented;; adaptation;; prototype;; carried;; exhaustive;; tests;; usability;; show;; increases;; both;; performance;; satisfaction;; describe;; performed;; methods;; assess;; test;; one;; modification;; paradise;; framework;; evaluating;; walker;; ma;; litman;; dj;; kamm;; ca;; abella;; comput;; speech;; lang;; 12;; 3;; 317;; 347;; 1998;; discuss;; drawbacks;; evaluation;; ours;; modifications","10.1007/s10579-006-9009-1","usability;; natural language processing;; multimedia;; human computer communication;; computer science;; computational linguistics;; automotive industry;; artificial intelligence"
"Prolog Development Center A/S;; University of Southern Denmark","dialogdesigner;; integrated;; design;; development;; environment;; supports;; dialogue;; designers;; creating;; electronic;; model;; writing;; snippets;; running;; analysing;; simulation;; sessions;; getting;; graphical;; views;; automatic;; evaluation;; regarding;; formedness;; compiling;; run;; time;; code;; extracting;; different;; presentations;; research;; purposes;; commercial;; projects;; primary;; focus;; providing;; support;; process;; explain;; underlying;; ideas;; illustrate;; functionality;; discuss;; strengths","10.1007/s10579-006-9010-8","natural language processing;; integrated design;; human computer interaction;; human computer communication;; development environment;; computer science;; computational linguistics;; artificial intelligence"
"Massachusetts Institute of Technology;; Corporation for National Research Initiatives;; Massachusetts Institute of Technology","paper;; address;; issue;; generating;; domain;; language;; model;; training;; data;; little;; real;; user;; two;; stage;; approach;; taken;; begins;; induction;; phase;; whereby;; linguistic;; constructs;; sentences;; harvested;; integrated;; artificially;; constructed;; phrases;; syntactic;; semantic;; filtering;; large;; corpus;; synthetically;; assembled;; utterances;; induced;; second;; sampling;; methods;; explored;; filter;; synthetic;; achieve;; desired;; probability;; distribution;; content;; both;; sentence;; level;; class;; first;; utilizes;; simulation;; technology;; obtains;; via;; interplay;; probabilistic;; dialogue;; system;; synthesizes;; novel;; interactions;; raw;; modelling;; small;; set;; dialogues;; developers;; course;; refinement;; evaluation;; conducted;; recognition;; performance;; restaurant;; information;; show;; partial;; match;; usage;; appropriate;; achieved;; simulations;; furthermore;; word;; error;; rate;; reduced;; limited;; amounts;; augmented;; derived","10.1007/s10579-006-9007-3","word error rate;; user modeling;; synthetic data;; speech recognition;; sentence;; probability distribution;; probabilistic logic;; natural language processing;; language model;; computer science;; computational linguistics;; artificial intelligence"
"University of Texas at Austin","methods;; documenting;; languages;; digital;; technologies;; led;; multitude;; different;; formats;; difficult;; reuse;; over;; time;; overcome;; problems;; surrounding;; portability;; language;; documentation;; linguists;; process;; formulating;; best;; practice;; recommendations;; increase;; likelihood;; work;; long;; term;; survival;; paper;; describes;; implementation;; comprehensive;; set;; current;; pertaining;; content;; format;; discovery;; access;; citation;; preservation;; rights;; context;; efforts;; texas;; german;; dialect;; project;; others;; primarily;; concerned;; digitizing;; archiving;; existing;; recordings;; instead;; archive;; creating;; end;; research;; whose;; workflow;; begins;; data;; collection;; filed;; ends;; depositing;; digitized;; annotated;; materials;; web;; accessible;; shows;; number;; conflicting;; resolved;; thereby;; satisfying;; diverse;; needs;; academic;; teaching;; outreach;; community;; important;; contribution;; search;; strategies;; guaranteeing;; resources","10.1007/s10579-006-9012-6","world wide web;; workflow;; outreach;; natural language processing;; linguistics;; language documentation;; language death;; german;; computer science;; computational linguistics;; citation;; best practice;; artificial intelligence"
"Lexicography MasterClass Ltd;; Lexicography MasterClass Ltd;; Trinity College, Dublin","12;; month;; project;; developed;; register;; diverse;; 55;; million;; word;; bilingual;; corpus;; ireland;; nci;; support;; creation;; english;; irish;; dictionary;; paper;; describes;; strategies;; employed;; solutions;; problems;; encountered;; believe;; good;; model;; lexicography;; others;; may;; find;; useful;; blueprint;; two;; parts;; one;; hiberno;; spoken;; describe;; design;; collection;; encoding","10.1007/s10579-006-9011-7","speech recognition;; natural language processing;; linguistics;; lexicography;; language technology;; irish;; hiberno english;; corpus linguistics;; computer science;; computational linguistics;; blueprint;; artificial intelligence"
"University of Southern Denmark;; University of Ulm","special;; issue;; data;; resources;; evaluation;; dialogue;; interaction;; five;; thoroughly;; revised;; extended;; papers;; sixth;; sigdial;; workshop;; held;; lisbon;; portugal;; september;; 2005;; interest;; group;; discourse;; whose;; parent;; organisations;; association;; computational;; linguistics;; acl;; international;; speech;; communication;; isca;; workshops;; accommodate;; broad;; range;; topics;; selected;; common;; deal;; aspects;; paper;; focus;; least;; one","10.1007/s10579-006-9005-5","speech communication;; special interest group;; markov decision process;; linguistics;; influence diagram;; data resources;; computer science;; computational linguistics;; cognitive science"
"University of Sheffield;; ReykjavÃ­k University","integrations;; combinations;; taggers;; tagging;; accuracy;; icelandic;; text;; best;; performing;; integrated;; tagger;; consists;; linguistic;; rule;; initial;; disambiguation;; trigram;; full;; 91;; 80;; combining;; five;; different;; simple;; voting;; 93;; 34;; adding;; two;; linguistically;; motivated;; rules;; combined;; obtain;; 48;; reduces;; error;; rate;; 20;; 5;; respect;; combination;; pool","10.1007/s10579-006-9013-5","word error rate;; voting;; trigram tagger;; speech recognition;; natural language processing;; linguistic rule;; icelandic;; computer science;; computational linguistics;; artificial intelligence"
"Lancaster University","electronic;; text;; languages;; south;; asia;; published;; internet;; unicode;; emerged;; favoured;; encoding;; system;; corpus;; computational;; linguists;; asian;; language;; data;; web;; uses;; one;; wide;; range;; standard;; legacy;; encodings;; paper;; describes;; difficulties;; inherent;; converting;; scripts;; problematic;; 8;; bit;; fonts;; graphical;; principles;; opposed;; logical;; typically;; encode;; several;; features;; ways;; highly;; incompatible;; instance;; half;; form;; glyphs;; construct;; conjunct;; consonants;; separate;; code;; points;; represented;; full;; consonant;; followed;; virama;; more;; solution;; approach;; conversion;; mapping;; rules;; small;; number;; generalised;; plus;; capacity;; specialised;; captures;; behaviour;; character;; font;; building;; algorithm;; embedded;; program;; outputting;; ces;; compliant;; sgml;; tool;; employed;; extensively","10.1007/s10579-006-9003-7","virama;; unicode font;; unicode;; speech recognition;; sgml;; numeric character reference;; natural language processing;; font;; computer science;; character encoding;; binary ordered compression for unicode;; artificial intelligence"
"National Institute of Informatics;; National Institute of Informatics;; National Institute of Informatics;; National Institutes of Health;; Vietnam National University, Ho Chi Minh City;; Murdoch University;; Okayama University;; Kasetsart University","lack;; surveillance;; system;; infrastructure;; asia;; pacific;; region;; seen;; hindering;; global;; control;; rapidly;; spreading;; infectious;; diseases;; avian;; h5n1;; epidemic;; part;; improving;; biocaster;; project;; aims;; develop;; text;; mining;; automatically;; monitoring;; internet;; news;; online;; sources;; several;; regional;; languages;; heart;; application;; ontology;; serves;; dual;; purpose;; enabling;; advanced;; searches;; mined;; facts;; allowing;; make;; intelligent;; inferences;; assessing;; priority;; events;; became;; clear;; early;; existing;; classification;; schemes;; necessary;; language;; coverage;; semantic;; specificity;; needs;; article;; overview;; explore;; detail;; rationale;; methods;; developing;; conceptual;; structure;; multilingual;; terminological;; resource;; focusses;; pathogens;; cause;; freely;; database;; downloadable;; owl;; file","10.1007/s10579-007-9019-7","world wide web;; the internet;; ontology;; online database;; natural language processing;; knowledge base;; infectious disease;; data science;; conceptual structure;; computer science;; computational linguistics;; classification scheme;; artificial intelligence"
"Faculty of Mathematics, Mechanics and Informatics;; Max Planck Society;; Vietnam Lexicographic Center;; Vietnam Lexicographic Center","recently;; vietnamese;; researchers;; begun;; involved;; domain;; natural;; language;; processing;; nlp;; exist;; published;; work;; formal;; linguistics;; nor;; recognizable;; standard;; word;; definition;; categories;; fundamental;; tasks;; automatic;; part;; speech;; tagging;; parsing;; etc;; difficult;; computer;; scientists;; fact;; necessary;; linguistic;; resources;; built;; scratch;; research;; team;; real;; obstacle;; development;; aim;; projects;; build;; common;; database;; freely;; easily;; exploitable;; paper;; creating;; lexicon;; applications;; emphasize;; standardization;; aspect;; representation;; especially;; propose;; extensible;; set;; syntactic;; descriptions;; tagset;; morphosyntactic;; descriptors;; established;; way;; reference;; proposal;; context;; iso;; subcommittee;; tc;; 37;; sc;; 4;; resource;; management","10.1007/s10579-007-9034-8","vietnamese;; syntax;; standardization;; speech recognition;; resource management;; part of speech;; parsing;; natural language processing;; linguistics;; lexicon;; computer science;; computational linguistics;; artificial intelligence"
"University of Maribor;; University of Maribor;; University of Ljubljana","speech;; translation;; technology;; difficulties;; processing;; elements;; spontaneity;; conversation;; propose;; discourse;; marker;; attribute;; corpora;; help;; overcome;; problems;; already;; attempts;; annotate;; markers;; consistency;; expressions;; count;; reconsider;; set;; framework;; annotating;; order;; better;; understand;; gain;; introducing;; category;; analyse;; characteristics;; functions;; especially;; important;; languages;; slovenian;; little;; research;; topic;; carried;; aims;; paper;; scheme;; corpus;; telephone;; conversations;; tourism;; domain;; language;; give;; additional;; arguments;; confirm;; special;; status","10.1007/s10579-007-9035-7","speech to speech translation;; natural language processing;; linguistics;; expression;; discourse marker;; discourse analysis;; corpus linguistics;; conversation;; computer science;; computational linguistics;; artificial intelligence"
"Yahoo!;; Harvard University;; Advertising.com (AOL/Time Warner);; Yahoo!","web;; searchers;; reformulate;; queries;; adapt;; search;; engine;; behavior;; learn;; more;; topic;; simply;; correct;; typing;; errors;; automatic;; query;; rewriting;; help;; user;; augmenting;; replacing;; one;; likely;; retrieve;; better;; example;; spell;; correction;; may;; interested;; changing;; words;; synonyms;; terms;; japanese;; opportunities;; improving;; greater;; languages;; single;; character;; set;; documents;; written;; multiple;; sets;; express;; same;; meaning;; different;; give;; description;; characteristics;; logs;; manual;; reformulations;; carried;; extend;; previous;; work;; english;; taking;; account;; writing;; system;; introduce;; several;; features;; building;; models;; resulting;; difference;; discuss;; impact;; examine;; enhancements;; form;; rules;; block;; conversion;; address;; homophones;; precision;; recall;; curves;; show;; significant;; improvement;; feature;; blocking;; counterpart","10.1007/s10579-007-9021-0","web search query;; web query classification;; sargable;; range query;; query optimization;; query language;; query expansion;; natural language processing;; information retrieval;; computer science;; character encoding;; artificial intelligence"
"National Institute of Information and Communications Technology;; National Institute of Information and Communications Technology;; Ryukoku University;; National Institute of Information and Communications Technology;; National Institute of Information and Communications Technology;; National Institute of Information and Communications Technology","paper;; describes;; experiments;; carried;; utilizing;; variety;; machine;; learning;; methods;; k;; nearest;; neighborhood;; decision;; list;; maximum;; entropy;; support;; vector;; six;; translation;; mt;; systems;; market;; translating;; tense;; aspect;; modality;; found;; simple;; string;; matching;; previous;; higher;; accuracy;; rates;; currently;; best;; 98;; 8;; finally;; errors;; against;; commercially;; error;; patterns;; useful;; future;; improvements","10.1007/s10579-007-9022-z","support vector machine;; speech recognition;; principle of maximum entropy;; natural language processing;; machine translation system;; machine translation;; machine learning;; decision list;; computer science;; computational linguistics;; artificial intelligence"
"University of Texas at Dallas;; University of Texas at Dallas","unsupervised;; morphological;; task;; segmenting;; words;; prefixes;; suffixes;; stems;; without;; prior;; knowledge;; language;; specific;; morphotactics;; morpho;; phonological;; rules;; paper;; introduces;; simple;; yet;; highly;; effective;; algorithm;; learning;; bengali;; indo;; aryan;; inflectional;; nature;; set;; 4;; 110;; human;; segmented;; achieves;; f;; score;; 83;; substantially;; outperforming;; linguistica;; one;; widely;; parsers;; 23","10.1007/s10579-007-9031-y","unsupervised learning;; text segmentation;; speech recognition;; prefix;; parsing;; natural language processing;; morphological parsing;; morphological analysis;; computer science;; computational linguistics;; bengali;; artificial intelligence"
"Indian Institute of Technology Bombay;; Indian Institute of Technology Bombay;; Indian Institute of Technology Bombay","wordnets;; repositories;; lexical;; semantic;; knowledge;; containing;; semantically;; linked;; synsets;; lexically;; words;; indispensable;; work;; computational;; linguistics;; natural;; language;; processing;; building;; hindi;; marathi;; two;; major;; indo;; european;; languages;; observed;; verb;; hierarchy;; princeton;; wordnet;; rather;; shallow;; set;; constructing;; base;; arranges;; verbs;; hypernymy;; relation;; realized;; unique;; indian;; phenomena;; bear;; upon;; lexicalization;; vs;; syntactically;; derived;; choice;; one;; example;; occurrence;; conjunct;; compound;; called;; complex;; predicates;; found;; paper;; experience;; construction;; bases;; special;; attention;; question;; storing;; versus;; deriving;; dealt;; linguistically;; computationally;; constructed;; empirical;; tests;; decide;; if;; combination;; second;; predicate;; provide;; principled;; way;; deciding;; status","10.1007/s10579-007-9032-x","wordnet;; verb;; predicate;; natural language processing;; marathi;; linguistics;; lexicalization;; lexical database;; hindi;; computer science;; computational linguistics;; artificial intelligence"
"Nippon Telegraph and Telephone;; Nippon Telegraph and Telephone;; Nippon Telegraph and Telephone","paper;; describe;; current;; state;; japanese;; lexical;; resource;; hinoki;; treebank;; built;; dictionary;; definitions;; examples;; news;; text;; uses;; hpsg;; grammar;; encode;; both;; syntactic;; semantic;; information;; combined;; ontology;; definition;; sentences;; give;; detailed;; sense;; level;; description;; familiar;; 28;; 000;; words","10.1007/s10579-007-9036-6","treebank;; syntax;; speech recognition;; semantic information;; ontology;; natural language processing;; linguistics;; lexical database;; japanese grammar;; head driven phrase structure grammar;; computer science;; computational linguistics;; artificial intelligence"
"UniversitÃ¤t Konstanz;; PARC","paper;; role;; urdu;; grammar;; parallel;; pargram;; project;; butt;; m;; king;; t;; h;; nino;; segond;; f;; 1999;; writer;; cookbook;; csli;; publications;; dyvik;; masuichi;; rohrer;; c;; 2002;; proceedings;; coling;; workshop;; engineering;; evaluation;; pp;; 1;; 7;; able;; take;; advantage;; standards;; analyses;; set;; original;; grammars;; order;; speed;; development;; novel;; constructions;; correlatives;; extensive;; complex;; predicates;; resulted;; expansions;; feature;; space;; extensions;; underlying;; parsing;; platform;; improvements;; now","10.1007/s10579-007-9042-8","tree adjoining grammar;; speech recognition;; natural language processing;; mildly context sensitive grammar formalism;; linguistics;; head driven phrase structure grammar;; generative grammar;; emergent grammar;; computer science;; attribute grammar;; artificial intelligence;; affix grammar;; adaptive grammar"
"Academia Sinica;; Department of Computer Science, Graduate School of Information Science and Engineering, Tokyo Instiute of Technology, Meguro, Tokyo, Japan;; Academia Sinica","asian;; language;; processing;; formidable;; challenges;; achieving;; multilingualism;; multiculturalism;; society;; one;; first;; obvious;; multitude;; diversity;; languages;; more;; 2;; 000;; listed;; asia;; ethnologue;; gordon;; 2005;; representing;; four;; major;; families;; austronesian;; trans;; guinea;; indo;; european;; sino;; tibetan1;; challenge;; fact;; whole;; range;; speakers;; world;; mandarin;; chinese;; close;; 900;; million;; native;; 70;; nearly;; extinct;; g;; pazeh;; taiwan;; speaker;; vast;; differences;; level;; capability;; number;; sharable;; resources;; individual;; hindi;; japanese;; korean;; thai;; benefited;; several;; years;; intense;; research;; fast;; developing;; filipino;; urdu;; vietnamese;; gaining;; ground;; nearextinct;; scarce;; computerization;; represents;; last;; resort;; preservation;; extinction;; comprehensive;; overview;; current;; state;; must;; necessarily;; address;; issues;; arise;; reflect;; vastly;; different;; ofthe;; art;; specific;; divided;; special;; technology;; two;; parts;; double;; issue;; entitled;; focuses;; majority;; papers;; deal","10.1007/s10579-007-9041-9","vietnamese;; universal networking language;; natural language processing;; natural language;; multilingualism;; linguistics;; languages of asia;; language technology;; hindi;; ethnologue;; computer science;; artificial intelligence"
"BBN Technologies;; University of Pennsylvania;; University of Pennsylvania","introduce;; ltag;; spinal;; novel;; variant;; traditional;; lexicalized;; tree;; adjoining;; grammar;; desirable;; linguistic;; computational;; statistical;; properties;; unlike;; subcategorization;; frames;; argument;; adjunct;; distinction;; left;; underspecified;; adjunction;; constraints;; weakly;; equivalent;; formalism;; extract;; treebank;; penn;; propbank;; annotation;; predicate;; coordination;; structures;; successfully;; extracted;; makes;; explicit;; semantic;; relations;; implicit;; absent;; original;; ptb;; resource;; parsing;; incremental;; dependency;; train;; parser;; bidirectional","10.1007/s10579-007-9043-7","treebank;; tree adjoining grammar;; subcategorization;; speech recognition;; propbank;; parsing;; natural language processing;; dependency grammar;; computer science;; computational linguistics;; artificial intelligence;; adjunction"
"De La Salle University;; De La Salle University;; De La Salle University;; De La Salle University;; De La Salle University;; De La Salle University","paper;; building;; language;; resources;; multi;; engine;; bi;; directional;; english;; filipino;; machine;; translation;; mt;; system;; linguistics;; information;; philippine;; languages;; yet;; focus;; theoretical;; little;; done;; computational;; aspects;; attempts;; manual;; construction;; grammar;; lexicon;; morphological;; corpora;; literally;; built;; almost;; existent;; digital;; forms;; inherent;; difficulties;; discuss;; experiments;; technologies;; automatic;; extraction;; handle;; intricacies;; designed;; intention;; implement;; different;; engines;; ensure;; improvement;; quality;; tools;; analyzer;; generator;; part;; speech;; tagger;; developed","10.1007/s10579-007-9037-5","speech recognition;; rule based machine translation;; natural language processing;; natural language;; machine translation;; language technology;; language industry;; grammar;; filipino language;; computer science;; computational linguistics;; artificial intelligence"
"IBM;; Brandeis University;; IBM;; Brandeis University","timebank;; reference;; corpus;; timeml;; expressive;; language;; annotating;; complex;; temporal;; information;; rich;; resource;; broad;; range;; research;; aspects;; expression;; time;; temporally;; events;; paper;; traces;; development;; initial;; somewhat;; noisy;; version;; 1;; substantially;; revised;; release;; 2;; now;; via;; linguistic;; data;; consortium;; path;; motivated;; encouraging;; empirical;; compliant;; annotators;; developed;; basis;; informed;; detailed;; characteristics;; guides;; clean;; process;; turning;; consistent;; robust;; community","10.1007/s10579-007-9018-8","timeml;; parsing;; natural language processing;; markup language;; linguistics;; linguistic data consortium;; corpus linguistics;; corpus analysis;; computer science;; computational linguistics;; community resource;; artificial intelligence"
"fondazione bruno kessler;; fondazione bruno kessler;; fondazione bruno kessler;; fondazione bruno kessler","paper;; annotated;; audio;; video;; corpus;; multi;; party;; meetings;; multimodal;; subject;; involved;; experimental;; sessions;; six;; annotation;; dimensions;; referring;; group;; dynamics;; speech;; activity;; body;; 11;; recorded;; took;; place;; lab;; setting;; appropriately;; equipped;; cameras;; microphones;; main;; concern;; collecting;; explore;; possibility;; providing;; feedback;; services;; facilitate;; processes;; enhance;; self;; awareness;; small;; groups;; engaged;; introduce;; coding;; scheme;; annotating;; relevant;; functional;; roles;; appear;; interaction;; discuss;; reliability;; first;; automatic;; classification","10.1007/s10579-007-9060-6","speech recognition;; speech activity;; self awareness;; natural language processing;; multimodality;; corpus linguistics;; consensus decision making;; computer science;; computational linguistics;; coding;; artificial intelligence;; annotation"
"Evaluations and Language Resources Distribution Agency (ELDA);; Evaluations and Language Resources Distribution Agency (ELDA);; Evaluations and Language Resources Distribution Agency (ELDA);; IBM;; IBM;; Ohio State University;; IBM;; Polytechnic University of Catalonia;; Polytechnic University of Catalonia;; ITC-IRST;; ITC-IRST;; Athens Information Technology;; Athens Information Technology;; Athens Information Technology;; Carnegie Mellon University;; Karlsruhe Institute of Technology;; Karlsruhe Institute of Technology;; Karlsruhe Institute of Technology","lectures;; meetings;; inside;; smart;; rooms;; recently;; attracted;; interest;; literature;; focus;; international;; projects;; technology;; evaluations;; key;; enabler;; progress;; area;; availability;; appropriate;; multimodal;; multi;; sensory;; corpora;; annotated;; rich;; human;; activity;; information;; paper;; devoted;; exactly;; corpus;; developed;; framework;; european;; project;; chil;; computers;; interaction;; loop;; resulting;; data;; set;; potential;; drastically;; advance;; state;; art;; providing;; numerous;; synchronized;; audio;; video;; streams;; real;; captured;; multiple;; recording;; sites;; over;; past;; 4;; years;; particularly;; overcomes;; typical;; shortcomings;; existing;; databases;; may;; contain;; limited;; monomodal;; exhibit;; constrained;; behavior;; patterns;; lack;; variability;; accompanied;; manual;; annotations;; both;; visual;; modalities;; provide;; detailed;; channel;; verbatim;; orthographic;; transcription;; includes;; speaker;; turns;; identities;; acoustic;; condition;; named;; entities;; labels;; camera;; views;; person;; 3d;; head;; 2d;; facial;; feature;; location;; 3;; crucial;; evaluation;; multitude;; audiovisual;; perception;; technologies;; lecture;; meeting;; scenarios;; demonstrating;; utility;; internal;; consortium;; clear;; publicly;; research;; community","10.1007/s10579-007-9054-4","speech recognition;; perception;; orthographic transcription;; natural language processing;; multimodality;; multimedia;; modalities;; enabling;; corpus linguistics;; computer science;; computational linguistics;; artificial intelligence;; annotation"
