AA.DAfN,AW,DOI,F.FN
"","web;; search;; form;; basis;; variety;; actions;; users;; requesting;; information;; wikipedia;; language;; translation;; transforming;; word;; cloud;; etc;; provider;; original;; data;; typically;; unaware;; siwa;; schema;; integration;; applications;; developed;; describe;; user;; wants;; fields;; application;; input;; propose;; mechanism;; add;; appropriate;; links;; presented;; intent;; develop;; standard;; service;; descriptions;; shared;; content;; providers;; originally;; part;; europeanaconnect;; project;; highly;; publicized;; simplified;; effort;; lower;; implementation;; barrier;; article;; discusses;; changes;; approach;; respect;; current;; trends;; internet;; increase;; chance;; broad;; adoption;; concept;; hopefully;; trigger;; initiatives;; supporting;; defined;; means","10.1045/november2013-vanveen","world wide web;; web service;; web application;; user defined;; the internet;; tag cloud;; schema;; multimedia;; language translation;; data field;; computer science"
";; ","open;; access;; become;; significant;; part;; scientific;; communication;; regards;; dissemination;; production;; green;; road;; self;; archiving;; work;; repository;; choice;; developing;; countries;; lower;; investment;; operational;; costs;; paper;; provide;; review;; relevant;; literature;; topic;; followed;; short;; overview;; repositories;; sub;; saharan;; african;; region;; facing;; serious;; political;; economic;; social;; challenges;; main;; section;; project;; digitizing;; phd;; theses;; two;; universities;; togo;; discuss;; questions;; problems;; specific;; conditions;; order;; contribute;; understanding;; dynamics;; rich;; diversity;; movement;; option;; sustainable;; development;; future;; show;; contributes;; reducing;; digital;; divide;; africa;; instead;; consolidate","10.1045/november2013-schopfel","world wide web;; sustainable development;; scientific production;; scientific communication;; politics;; operational costs;; digital divide;; developing country;; computer science"
"","germany;; open;; access;; repository;; landscape;; one;; largest;; world;; shaped;; institutional;; subject;; cross;; repositories;; serving;; different;; needs;; range;; example;; mere;; theses;; server;; integrated;; information;; infrastructure;; date;; never;; fully;; surveyed;; article;; interprets;; 2012;; census;; covered;; crucial;; issues;; ranging;; size;; software;; value;; added;; services;; general;; aspects;; key;; survey;; shall;; help;; stakeholders;; decision;; identifying;; trends;; development","10.1045/november2013-vierkant","world wide web;; software;; information infrastructure;; computer science;; census"
"","research;; data;; alliance;; held;; second;; biannual;; plenary;; national;; academy;; sciences;; washington;; dc;; 16;; 18;; september;; 2013;; exciting;; meeting;; enthusiastic;; attendees;; focused;; getting;; things;; done;; participants;; came;; sectors;; nations;; primarily;; us;; europe;; european;; australian;; governments;; continue;; show;; strong;; commitment;; rda;; individual;; organizational;; membership;; continues;; grow;; work;; occurs;; working;; interest;; groups;; devoted;; breakout;; sessions;; coordinating;; growing;; number;; ongoing;; challenge;; good;; heartily;; embraced;; planning;; next;; dublin;; ireland;; march;; 2014","10.1045/november2013-parsons","world wide web;; computer science;; breakout;; alliance"
"","research;; data;; alliance;; agile;; adaptive;; community;; driven;; organization;; growing;; rapidly;; more;; one;; thousand;; members;; around;; world;; come;; together;; develop;; interest;; working;; groups;; dedicated;; improving;; exchange;; meet;; twice;; year;; formal;; rda;; plenaries;; informal;; regional;; workshops;; senior;; council;; strategic;; direction;; elected;; technical;; advisory;; board;; ensures;; viability;; applicability;; balance;; building;; organizational;; membership;; full;; structure;; place;; march;; 2014;; launch","10.1045/january2014-parsons","world wide web;; working group;; strategic direction;; data exchange;; computer science;; alliance;; agile software development"
"","research;; data;; alliance;; rda;; uses;; working;; groups;; interest;; carry;; work;; form;; concerned;; community;; develops;; around;; topic;; defined;; issues;; common;; goals;; opportunity;; create;; framework;; timely;; action;; one;; year;; 26;; whose;; activities;; focused;; overcoming;; barriers;; successful;; sharing;; publishing;; referencing;; archiving;; developing;; infrastructure;; necessary;; support;; tasks","10.1045/january2014-plale","world wide web;; working group;; publishing;; interest group;; data sharing;; computer science;; alliance"
"Max Planck Society;; Corporation for National Research Initiatives","automated;; processing;; large;; amounts;; scientific;; data;; especially;; across;; domains;; requires;; selected;; parsed;; without;; human;; intervention;; precise;; characterization;; typing;; needed;; once;; goes;; beyond;; realm;; domain;; specific;; local;; research;; group;; assumptions;; alliance;; rda;; type;; registries;; working;; dtr;; wg;; assembled;; address;; issue;; creation;; registry;; methodology;; model;; prototype;; approved;; council;; march;; 2013;; complete;; work;; mid;; 2014;; third;; fourth;; plenaries","10.1045/january2014-broeder","world wide web;; realm;; parsing;; data type;; data model;; computer science;; alliance"
"Rensselaer Polytechnic Institute;; Australian Research Data Commons ARDC;; Association of Commonwealth Universities","","10.1045/january2014-berman","spatial data infrastructure;; knowledge management;; data sharing;; computer science;; alliance"
";; ;; ","research;; data;; alliance;; rda;; interest;; group;; formed;; around;; community;; scientists;; researchers;; wish;; make;; agricultural;; information;; knowledge;; more;; accessible;; objective;; get;; together;; active;; representatives;; major;; international;; institutions;; work;; innovation;; worldwide;; order;; address;; issues;; important;; development;; global;; agriculture;; moving;; toward;; goal;; advancing;; formation;; wheat;; interoperability;; working;; diverse;; problems;; time;; period;; 18;; months;; provide;; framework;; foster;; adoption;; common;; standards;; vocabularies;; management;; facilitate;; access;; discovery;; reuse;; integration","10.1045/january2014-kabore","world wide web;; reuse;; knowledge management;; interest group;; data science;; data management plan;; data management;; data interoperability;; computer science;; alliance;; agriculture"
"Digital Humanities;; Digital Humanities;; ","big;; humanities;; data;; workshop;; took;; place;; october;; 8;; 2013;; ieee;; international;; conference;; bigdata;; santa;; clara;; california;; day;; long;; featuring;; 17;; papers;; closing;; panel;; future;; diverse;; community;; humanists;; technologists;; spanning;; academia;; research;; centers;; supercomputer;; corporations;; citizen;; groups;; cultural;; institutes;; gathered;; around;; theme;; arts;; culture;; challenges;; possibilities;; scale;; brings;; scholarship;; areas;; computational;; methods;; growing;; rapidly;; driven;; both;; increasing;; quantities;; born;; digital;; primary;; sources;; emails;; social;; media;; large;; digitisation;; libraries;; archival;; material;; resulted;; range;; interesting;; applications;; case;; studies","10.1045/january2014-blanke","world wide web;; the arts;; social media;; scholarship;; humanities;; humanism;; digital humanities;; computer science;; big data"
"Linguistics","article;; discusses;; work;; research;; data;; alliance;; rda;; language;; codes;; working;; group;; addressing;; problem;; scientists;; discover;; areas;; managed;; different;; disciplinary;; approaches;; standards;; wg;; standardisation;; metadata;; elements;; two;; identification;; languages;; varieties;; categories;; describing;; content;; resources;; goal;; deliver;; components;; archives;; across;; disciplines;; address;; descriptors;; linked;; registry;; ensure;; transparency;; consistency;; lead;; discovery;; access;; researchers","10.1045/january2014-musgrave","world wide web;; transparency;; metadata;; discipline;; computer science;; alliance"
";; ","fourth;; datacite;; annual;; meeting;; held;; jointly;; codata;; co;; located;; research;; data;; alliance;; rda;; second;; plenary;; 19;; 20;; september;; 2013;; international;; organisation;; whose;; mission;; make;; better;; enabling;; researchers;; find;; share;; reuse;; cite;; engages;; scholars;; centers;; libraries;; publishers;; funders;; advocacy;; guidance;; services;; conference;; attracted;; nearly;; 200;; attendees;; around;; world;; describes;; important;; discussion;; topics;; accomplishments;; highlighted;; introduces;; remaining;; challenges","10.1045/january2014-farquhar","world wide web;; reuse;; data sharing;; data identification;; computer science;; citation;; alliance"
"","purpose;; examine;; extent;; cultural;; heritage;; institutions;; chis;; currently;; social;; media;; create;; culture;; participation;; around;; digital;; collections;; services;; environmental;; scan;; zealand;; initiative;; conducted;; four;; considerable;; activities;; participatory;; communication;; user;; generated;; contents;; investigated;; two;; case;; studies;; paper;; sites;; chosen;; firstly;; basis;; levels;; activity;; significant;; enough;; merit;; depth;; analyses;; second;; ability;; provide;; contrasting;; examples;; different;; approaches;; practices;; comparison;; highlight;; nature;; contributed;; one;; belongs;; major;; national;; institution;; represents;; regional;; community;; level;; site;; employs;; self;; hosted;; web;; 2;; 0;; platform;; utilises;; third;; party;; finally;; aimed;; primarily;; displaying;; promoting;; images;; archival;; collection;; enabling;; commenting;; actively;; seeks;; contributions;; share;; co;; construct;; local;; history;; stories","10.1045/march2014-liew","world wide web;; social media;; participatory culture;; multimedia;; local history;; digital collections;; cultural heritage;; computer science;; citizen journalism"
"","frick;; art;; reference;; library;; farl;; collection;; over;; 90;; 000;; auction;; catalogs;; one;; requested;; resources;; more;; houses;; publishing;; line;; began;; reframing;; collections;; digital;; age;; project;; address;; stability;; born;; research;; materials;; first;; phase;; identified;; basic;; risks;; determined;; archive;; software;; best;; means;; capturing;; information;; second;; paper;; criteria;; determine;; preservation;; priorities;; evaluate;; already;; captured;; internet;; goal;; creating;; list;; websites;; harvested;; immediately;; examined;; pilot;; seed;; crawl;; monitor;; quality;; collected","10.1045/march2014-nadasky","world wide web;; web application;; the internet;; software;; publishing;; multimedia;; monitor quality;; computer science;; cognitive reframing"
"","second;; international;; workshop;; historical;; document;; imaging;; processing;; hip;; 13;; held;; august;; 24;; 2013;; washington;; dc;; usa;; conjunction;; conference;; recognition;; icdar;; brought;; together;; group;; researchers;; work;; documents;; complementary;; synergistic;; featured;; main;; sessions;; technical;; areas;; covered;; included;; information;; extraction;; retrieval;; reconstruction;; degradation;; text;; image;; segmentation;; layout;; databases;; computer;; engineering;; backgrounds;; shared;; ongoing;; building;; tools;; methods;; handle;; digitization","10.1045/march2014-landon","world wide web;; segmentation;; information extraction;; historical document;; document analysis;; digitization;; computer science"
"University Library;; Michigan State University;; University Library;; University of Georgia","overseeing;; institutional;; repositories;; digital;; library;; collections;; preservation;; services;; repository;; managers;; establish;; file;; format;; policies;; intended;; extend;; longevity;; care;; concerted;; efforts;; community;; encourage;; common;; standards;; regularly;; vary;; one;; service;; another;; interest;; gaining;; broad;; view;; contemporary;; practice;; north;; american;; research;; libraries;; paper;; association;; arl;; member;; institutions;; assessment;; level;; trust;; currently;; placed;; formats;; beginning;; summary;; date;; authors;; describe;; methodology;; collect;; analyze;; data;; concludes;; presentation;; explore;; levels;; confidence;; image;; text;; audio;; video;; tabular;; software;; application;; geospatial;; computer;; program;; show;; evolved;; little;; beyond;; document;; digitization;; traditional;; reformatting;; programs;; current;; approaches;; policymaking;; must;; evolve;; meet;; challenges;; expanding","10.1045/march2014-rimkus","world wide web;; software;; research methodology;; multimedia;; geospatial analysis;; file format;; digitization;; digital preservation;; digital library;; computer science;; computer program"
";; ","institutional;; repositories;; becoming;; part;; mainstream;; scholarship;; academic;; libraries;; subject;; suited;; disciplines;; health;; sciences;; evolving;; rapidly;; ireland;; countries;; healthcare;; sector;; produces;; vast;; quantity;; research;; grey;; literature;; article;; examines;; national;; repository;; services;; established;; managed;; regional;; library;; service;; explores;; rationale;; amid;; massive;; organizational;; change;; declared;; aim;; preserving;; promulgating;; forms;; key;; success;; involvement;; professionals;; outset;; continued;; dialogue;; researchers;; system","10.1045/march2014-lawton","world wide web;; scholarship;; public health;; national health;; mainstream;; healthcare system;; health services;; health care;; grey literature;; computer science"
";; ","evolution;; open;; data;; depends;; technologies;; allow;; equal;; access;; information;; distribution;; redistribution;; public;; knowledge;; api;; offers;; illusion;; transparency;; truly;; free;; librarians;; must;; look;; towards;; audience;; digital;; collaborators;; rather;; simply;; end;; users;; thankfully;; tools;; create;; global;; decentralized;; peer;; network;; massive;; amounts;; hiding;; nose;; entire;; time;; opinion;; piece;; explore;; opportunities;; afforded;; bittorrent;; protocol;; discuss;; happens;; libraries;; adopt;; distributed;; grassroots;; approach;; management;; saves;; money;; lays;; groundwork;; online;; community","10.1045/march2014-markman","world wide web;; opinion piece;; open data;; open api;; online community;; end user;; data publishing;; data management;; computer science;; bittorrent"
";; ","digital;; preservation;; progress;; terms;; tool;; development;; progressive;; establishment;; standards;; increasing;; activity;; user;; communities;; lack;; approaches;; systematically;; assessing;; comparing;; improving;; organizations;; go;; achieving;; goals;; currently;; challenge;; whom;; stewardship;; concern;; reveals;; substantial;; gap;; theory;; practice;; provide;; interactive;; focused;; venue;; interested;; systematic;; assessment;; improvement;; organized;; first;; capability;; workshop;; caiw;; lisbon;; september;; 5;; 2013;; part;; 10th;; international;; conference;; ipres;; article;; issues;; attempts;; synthesize;; main;; conclusions;; intention;; stimulating;; discussion;; community;; topic","10.1045/march2014-becker","world wide web;; management science;; engineering management;; digital preservation;; computer science"
";; ;; ;; ","web;; academic;; search;; systems;; enabled;; researchers;; find;; access;; scientific;; publications;; worldwide;; way;; ten;; years;; ago;; nevertheless;; quality;; vary;; considerably;; coverage;; ranking;; entity;; resolution;; indexing;; time;; paper;; describes;; odysci;; system;; steps;; necessary;; acquiring;; document;; user;; describe;; detail;; data;; import;; duplication;; process;; parallel;; processing;; finally;; experience;; practical;; aspects;; commonly;; overlooked;; important;; make;; work;; provide;; good","10.1045/may2014-bergamaschi","world wide web;; user experience design;; search engine indexing;; ranking;; parallel processing;; name resolution;; information retrieval;; computer science"
";; ","loughborough;; university;; library;; systems;; team;; investigated;; two;; potential;; uses;; raspberry;; pis;; first;; identified;; investigation;; pi;; replacement;; existing;; opac;; hardware;; met;; majority;; requirements;; issues;; responsiveness;; user;; input;; certain;; times;; second;; provide;; number;; digital;; signs;; display;; details;; resource;; bookings;; availability;; pcs;; labs;; around;; campus;; ideally;; suited;; task","10.1045/may2014-cooper","world wide web;; raspberry pi;; multimedia;; library classification;; computer science;; blowing a raspberry;; academic library"
"Open University;; ;; ;; ;; ;; ","european;; union;; increasingly;; committed;; pushing;; forward;; open;; approaches;; indicated;; g8;; data;; charter;; opening;; education;; initiative;; launch;; europa;; portal;; oer;; resources;; similar;; initiatives;; eu;; funded;; linkedup;; project;; linking;; web;; aims;; gather;; successful;; exemplars;; objective;; exploitation;; increasing;; amounts;; public;; online;; aspires;; facilitating;; developer;; competitions;; deploying;; evaluation;; framework;; identifies;; innovative;; uses;; robust;; scale;; information;; management;; applications;; article;; look;; moved;; beyond;; advocacy;; linked;; begun;; encompassing;; areas;; work;; one;; key;; focus;; bringing;; together;; elements;; competition;; sharing;; widely;; openly;; anticipated;; progressed;; built;; upon;; others;; organising;; both;; academia;; industry","10.1045/may2014-daquin","world wide web;; open learning;; open education;; open data;; linked data;; information management;; european union;; computer science;; charter"
"School of Information Sciences;; Artificial intelligence;; Crete;; University of Illinois at Urbana–Champaign;; University of Illinois at Urbana–Champaign;; Instituto di Scienza e Tecnologie dell'Informazione","representation;; collections;; digital;; library;; systems;; aggregate;; exchange;; cultural;; heritage;; data;; serve;; number;; useful;; functions;; article;; specific;; roles;; play;; aggregations;; representational;; requirements;; arise;; modeling;; strategies;; meeting;; functional;; collection;; descriptions;; speak;; needs;; individual;; users;; accessing;; contributing;; content;; system;; developers;; seeking;; search;; experiences;; institutions;; providing;; federated;; current;; models;; support;; designed;; fully;; accommodate;; integrate;; level;; developed;; set;; general;; aggregation;; order;; addressed;; operational;; context;; europeana;; model","10.1045/may2014-wickett","world wide web;; multimedia;; digital library;; data modeling;; data model;; cultural heritage;; computer science"
"","metadata;; production;; significant;; cost;; digital;; library;; program;; care;; taken;; ensure;; created;; done;; way;; quality;; low;; enough;; liability;; current;; future;; applications;; agile;; software;; development;; uses;; concept;; technical;; debt;; place;; metrics;; ongoing;; costs;; code;; determine;; resource;; allocation;; strategies;; paper;; applies;; metaphor;; context;; management;; identifying;; common;; themes;; across;; qualitative;; quantitative;; literature;; connecting;; similar;; assessment;; concludes;; areas;; research;; area;; ways;; may;; integrated;; avenues","10.1045/november2016-clair","world wide web;; technical debt;; resource allocation;; metaphor;; metadata management;; metadata;; liability;; knowledge management;; digital library;; computer science;; agile software development"
";; ","virtual;; international;; authority;; file;; viaf;; built;; tens;; millions;; names;; represented;; more;; 130;; million;; bibliographic;; records;; expressed;; multiple;; languages;; scripts;; formats;; replace;; source;; data;; creates;; something;; upon;; relations;; mined;; common;; creation;; local;; authors;; information;; already;; entity;; own;; right;; instance;; oclc;; now;; part;; identification;; works;; expressions;; series;; automated;; steps;; linked;; combined;; clusters;; ambiguity;; occurs;; several;; stages;; initial;; matching;; cluster;; approach;; managing;; gives;; us;; great;; deal;; flexibility;; additions;; deletions;; changes;; underlying;; clustering;; rather;; novel;; aspects;; itself;; proceeds;; called;; progressive;; refinement;; uses;; fairly;; loose;; bring;; candidates;; gradually;; brings;; finished;; gleaned;; rough;; groupings;; make;; informed;; decisions;; priori;; another;; aspect;; fluid;; view;; identity;; hand;; files;; provide;; giving;; ability;; react;; refinements;; algorithms;; regular;; basis;; finally;; just;; scale;; opportunities;; library;; community;; previously;; analyze;; machine;; processing;; problems;; approaches;; may;; implications;; services","10.1045/july2014-hickey","world wide web;; scripting language;; progressive refinement;; linked data;; information system;; expression;; computer science;; cluster analysis;; ambiguity;; a priori and a posteriori"
";; ","years;; planning;; digital;; public;; library;; america;; dpla;; launched;; 2013;; institutions;; around;; united;; states;; contribute;; regional;; service;; hubs;; entities;; aggregate;; collections;; metadata;; harvest;; north;; carolina;; heritage;; center;; one;; end;; article;; describes;; technological;; side;; hub;; choosing;; requirements;; reviewing;; software;; workflow;; month;; providing;; hundreds;; feeds;; authors;; hope;; interest;; pursuing;; aggregation;; purposes","10.1045/july2014-gregory","world wide web;; workflow;; software;; metadata aggregation;; metadata;; digital heritage;; digital collections;; computer science"
";; ","cultural;; heritage;; institutions;; increasingly;; providing;; online;; access;; primary;; source;; materials;; researchers;; intent;; enable;; round;; clock;; location;; few;; studies;; examined;; extent;; current;; web;; delivery;; meeting;; needs;; users;; careful;; limited;; resources;; requires;; intelligent;; assessment;; researcher;; comparison;; actual;; presentation;; retrieval;; usage;; options;; hopes;; impacting;; future;; methods;; development;; article;; describes;; qualitative;; 11;; humanities;; faculty;; university;; alabama;; describe;; rate;; importance;; issues;; encountered;; 29;; participant;; selected;; databases","10.1045/july2014-deridder","world wide web;; qualitative research;; multimedia;; delivery methods;; cultural heritage;; computer science"
";; ","libraries;; digital;; age;; lida;; biennial;; international;; conference;; focuses;; transformation;; information;; services;; environment;; held;; 16;; 20;; june;; 2014;; zadar;; croatia;; main;; theme;; assessing;; library;; users;; realized;; presentations;; workshops;; posters;; highlights;; sessions;; authors;; attended;; research;; interests","10.1045/july2014-lacovic","world wide web;; lida;; information system;; computer science"
"Institut de l'information scientifique et technique;; Groupe d'Ã‰tudes et de Recherche Interdisciplinaire en Information et COmmunication (GERiiCO) - EA 4073","institutional;; repositories;; green;; road;; backbone;; open;; access;; movement;; contain;; growing;; number;; items;; metadata;; without;; full;; text;; authorized;; users;; embargo;; restricted;; campus;; paper;; short;; overview;; relevant;; literature;; empirical;; survey;; 25;; more;; 2;; million;; intention;; evaluate;; degree;; openness;; specific;; attention;; different;; categories;; documents;; journal;; articles;; books;; book;; chapters;; conference;; communications;; electronic;; theses;; dissertations;; reports;; working;; papers;; contribute;; better;; understanding;; features;; dynamics;; address;; underlying;; question;; lack;; temporary;; transition;; traditional;; scientific;; communication;; infrastructures;; services;; stay;; basic;; feature;; complex;; cohabitation;; commercial;; publishing","10.1045/july2014-prost","world wide web;; scientific communication;; publishing;; openness to experience;; open archives;; metadata;; computer science;; cohabitation"
";; ;; ;; ;; ","cidoc;; conceptual;; reference;; model;; crm;; semantically;; rich;; ontology;; delivers;; data;; harmonisation;; empirically;; analysed;; contextual;; relationships;; rather;; relying;; traditional;; fixed;; field;; value;; approach;; overly;; generalised;; artificial;; set;; core;; metadata;; recognises;; cultural;; living;; growing;; resource;; cannot;; commoditised;; squeezed;; pre;; conceived;; boxes;; diverse;; variable;; containing;; perspectives;; incorporate;; different;; institutional;; histories;; disciplines;; objectives;; retains;; yet;; opportunity;; computational;; reasoning;; across;; large;; numbers;; heterogeneous;; sources;; organisations;; creates;; environment;; engaging;; thought;; provoking;; exploration;; network;; supports;; whole;; heritage;; community;; museums;; libraries;; archives;; specialist;; extensions;; aggregation;; services;; necessitated;; initiative;; develop;; provisioning;; targeted;; solving;; fundamental;; infrastructure;; problems;; ignored;; integration;; initiatives;; date;; if;; designed;; support;; reuse;; research;; general;; end;; user;; activities;; weaknesses;; aggregators;; implement;; profound;; effects;; future;; centred;; digital;; humanities;; work;; solves;; problem;; quality;; delivering;; achievement;; still;; undermined;; lack;; properly;; managed;; processes;; working;; providers;; hold;; key;; sustainability;; longevity;; done;; encourage;; provider;; align;; systems;; knowing;; effort;; provide;; long;; lasting;; benefits;; equally;; projects;; encouraged;; cease;; perpetuating;; patchwork;; short;; life;; resources;; never;; aligned;; condemn;; pseudo;; predominantly;; lower;; discipline","10.1045/july2014-oldman","world wide web;; reference model;; provisioning;; ontology;; metadata;; knowledge management;; end user;; data integration;; core ontology;; computer science;; cidoc conceptual reference model"
";; ;; ;; ;; ","article;; case;; submission;; information;; metadata;; packaging;; simp;; tool;; developed;; university;; utah;; j;; willard;; marriott;; library;; designed;; platform;; independent;; facilitate;; deposit;; descriptive;; derivative;; formats;; contentdm;; current;; digital;; asset;; management;; system;; supports;; technical;; archival;; content;; ex;; libris;; rosetta;; preservation;; deliberately;; accommodate;; multiple;; workflows;; ingestion;; processes;; modular;; fashion;; allows;; easily;; modify;; extend;; functionality;; systems;; enterprise;; repositories","10.1045/july2014-neatrour","world wide web;; workflow;; modular design;; metadata;; digital preservation;; digital library;; digital asset management;; computer science"
";; ","last;; several;; years;; seen;; emergence;; digital;; libraries;; documents;; harvested;; oai;; pmh;; protocol;; considering;; volume;; data;; repositories;; interested;; exploitation;; full;; text;; content;; scientific;; publications;; aim;; bring;; value;; automatic;; extraction;; semantic;; identification;; bibliographic;; references;; texts;; makes;; localize;; specific;; segments;; carry;; linguistic;; markers;; order;; annotate;; set;; categories;; citations;; work;; uses;; categorization;; surface;; organized;; ontology;; annotations;; enrich;; document;; metadata;; provide;; types;; visualizations;; information;; retrieval;; context;; system;; architecture;; experimental","10.1045/july2012-bertin","world wide web;; systems architecture;; semantic grid;; semantic computing;; ontology;; metadata;; information retrieval;; digital library;; computer science;; citation analysis;; categorization"
";; ;; ","paper;; describes;; history;; mukurtu;; cms;; current;; project;; hubs;; spokes;; sustainable;; national;; platform;; community;; archiving;; funded;; imls;; part;; digital;; initiative;; 2016;; extension;; social;; cultural;; technical;; work;; developing;; software;; 2;; 0;; 7;; release;; driven;; addresses;; ethical;; curation;; access;; heritage;; grant;; create;; regional;; centers;; support;; training;; update;; 3;; hub;; contribute;; updates;; provide;; local;; users","10.1045/may2017-christen","world wide web;; software;; cultural heritage;; computer science"
";; ;; ;; ","aside;; improving;; visibility;; accessibility;; scientific;; publications;; web;; repositories;; assess;; researchers;; quantitative;; qualitative;; publication;; performance;; g;; displaying;; metrics;; h;; index;; become;; important;; research;; institutions;; stakeholders;; support;; impactful;; decision;; processes;; hiring;; funding;; decisions;; typically;; offer;; simple;; limited;; options;; moreover;; data;; algorithms;; compute;; usually;; published;; hence;; transparent;; verifiable;; systems;; include;; computation;; rank;; interested;; accessing;; underlying;; scientometric;; raw;; increase;; transparency;; paper;; discuss;; challenges;; strategies;; programmatically;; access;; part;; open;; source;; tool;; mit;; license;; allows;; comparisons;; google;; scholar;; emphasize;; scraper;; included;; if;; consent;; operator;; repository;; experience;; goals;; clearly;; explained;; project;; commercial;; nature","10.1045/september2016-meschenmoser","world wide web;; web scraping;; web crawler;; verifiable secret sharing;; transparency;; scraper site;; raw data;; mit license;; data science;; computer science;; aside"
