AA.DAfN,AW,DOI,F.FN
"bogus, bogus, bogus, Germany#TAB#;; bogus, bogus, bogus, Germany#TAB#","","10.1007/s00799-003-0051-y","information retrieval;; digital library;; computer science"
"National ChiNan University, Department of Computer Science and Information Engineering, Taiwan#TAB#;; National ChiNan University, Department of Computer Science and Information Engineering, Taiwan#TAB#;; National ChiNan University, Department of Computer Science and Information Engineering, Taiwan#TAB#","current;; web;; hypermedia;; environments;; constructing;; maintaining;; large;; scale;; interactive;; aesthetic;; exhibition;; difficult;; task;; shaping;; presentation;; styles;; requires;; tedious;; multimedia;; composing;; indeed;; extremely;; laborious;; first;; step;; toward;; developing;; intelligent;; styling;; system;; digital;; museum;; exhibitions;; paper;; proposes;; fine;; grained;; modularization;; framework;; decomposes;; typical;; style;; modules;; fgsm;; document;; monomodal;; media;; handler;; management;; designed;; realize;; concept;; implemented;; authoring;; allows;; content;; providers;; efficiently;; construct;; mediacentric;; sites;; future;; relevant;; optimization;; constraint;; solving;; techniques;; exploited;; achieve;; goal","10.1007/s00799-003-0059-3","world wide web;; multimedia;; modular programming;; hypermedia;; exhibition;; computer science;; authoring system"
"Technische UniversitÃ¤t Darmstadt","text;; gives;; overview;; work;; author;; his;; working;; group;; telos;; over;; past;; 20;; years;; sketches;; main;; focus;; creating;; technologies;; distributed;; scientific;; resources;; intelligent;; retrieval","10.1007/s00799-003-0056-6","xml;; world wide web;; telos;; ontology;; ontology;; information technology;; information system;; information retrieval;; digital library;; computer science"
"University of North Carolina at Chapel Hill","briefing;; introduces;; reader;; ongoing;; digital;; library;; project;; serves;; testbed;; research;; turn;; informs;; development;; paper;; informal;; pointers;; technical;; literature;; aims;; illustrate;; issues;; challenges;; facing;; researchers;; practitioners","10.1007/s00799-003-0058-4","world wide web;; video retrieval;; testbed;; technical literature;; pointer;; multimedia;; digital media;; digital library;; computer science"
"Istituto di Scienza e Tecnologie dell'Informazione;; Istituto di Scienza e Tecnologie dell'Informazione;; Istituto di Scienza e Tecnologie dell'Informazione","paper;; opendlib;; digital;; library;; infrastructure;; capabilities;; generation;; libraries;; introduces;; document;; model;; represent;; wide;; variety;; types;; describes;; open;; architectural;; allows;; expansion;; dynamic;; plugin;; services","10.1007/s00799-003-0061-9","world wide web;; plug in;; multimedia;; document model;; digital library;; digital asset management;; computer science"
"Fraunhofer IPSI, 64293, Darmstadt, Germany#TAB#;; Fraunhofer IPSI, 64293, Darmstadt, Germany#TAB#;; Fraunhofer IPSI, 64293, Darmstadt, Germany#TAB#;; Fraunhofer IPSI, 64293, Darmstadt, Germany#TAB#","knowledge;; libraries;; conceptual;; symbiosis;; old;; idea;; itself;; collect;; artifacts;; explicated;; make;; building;; areas;; everyday;; life;; learning;; qualification;; management;; support;; essential;; links;; supply;; chain;; starts;; expert;; author;; ends;; targeted;; enhancement;; another;; person;; individual;; digital;; systems;; important;; enabling;; technologies;; age;; project;; presented;; paper;; combines;; library;; authoring;; adaptable;; framework;; integrated;; mediation;; stakeholders;; involved;; process","10.1007/s00799-003-0060-x","personal knowledge management;; organizational learning;; knowledge value chain;; knowledge management;; knowledge integration;; knowledge engineering;; knowledge base;; domain knowledge;; digital library;; computer science"
"Istituto di Scienza e Tecnologie dell'Informazione;; Istituto di Scienza e Tecnologie dell'Informazione","easy;; access;; large;; information;; collections;; great;; importance;; aspects;; everyday;; life;; limitations;; communication;; technologies;; so;; far;; prevented;; average;; person;; taking;; advantage;; existing;; resources;; historical;; documentaries;; held;; national;; archives;; constitute;; precious;; yet;; least;; accessible;; cultural;; echo;; project;; facilitated;; accessibility;; type;; developing;; digital;; library;; dl;; service;; films;; belonging;; audiovisual","10.1007/s00799-003-0062-8","world wide web;; national archives;; multimedia;; metadata;; information retrieval;; information and communications technology;; everyday life;; digital library;; computer science"
"National and Kapodistrian University of Athens;; National and Kapodistrian University of Athens","technique;; volatile;; mapping;; objects;; enables;; wrappers;; mediation;; architectures;; describe;; bi;; directional;; read;; write;; interschema;; mappings;; multiple;; disparate;; data;; sources;; structure;; explain;; work;; compare;; traditional;; techniques;; describing;; schema;; systems","10.1007/s00799-003-0076-2","schema;; information retrieval;; disparate system;; computer science"
"John von Neumann Digital Library, Színház u. 1–3, H-1014, Budapest, Hungary#TAB#","minister;; culture;; established;; john;; neumann;; digital;; library;; november;; 1997;; main;; service;; webkat;; hu;; online;; internet;; catalogue;; autumn;; 1999;; literary;; academy;; started;; june;; 2000;; march;; 1998;; october;; 2003;; more;; 12;; million;; users;; accessed;; site;; services;; via","10.1007/s00799-003-0077-1","world wide web;; von neumann architecture;; the internet;; digital library;; computer science"
"Texas A&M University;; Texas A&M University;; Texas A&M University;; Texas A&M University;; Texas A&M University;; Texas A&M University;; Texas A&M University;; Texas A&M University","world;; wide;; web;; decentralized;; unmanaged;; dynamically;; changing;; repository;; digital;; documents;; walden;; paths;; tools;; enable;; authors;; collect;; organize;; annotate;; information;; reader;; communities;; via;; linear;; metadocument;; called;; path;; includes;; authoring;; reading;; interfaces;; supporting;; contextualization;; included;; materials;; match;; goals;; enabling;; browsing;; off;; readers;; personal;; interests;; manage;; transient;; identification;; evaluation;; changes;; component;; pages;; experience;; educational;; settings;; technology;; savvyness;; users;; led;; variety;; earlier;; designs;; current;; directions;; work;; include;; development;; methods;; evaluating;; understanding;; quizzes;; richer;; structures","10.1007/s00799-003-0064-6","world wide web;; multimedia;; information discovery;; hypertext;; digital library;; contextualization;; computer science"
"Fraunhofer-IPSI, Darmstadt, Germany#TAB#;; Fraunhofer-IPSI, Darmstadt, Germany#TAB#;; Fraunhofer-IPSI, Darmstadt, Germany#TAB#;; University of Applied Science Darmstadt, Darmstadt, Germany#TAB#;; Fraunhofer-IPSI, Darmstadt, Germany#TAB#;; Fraunhofer-IPSI, Darmstadt, Germany#TAB#","capturing;; presentations;; lectures;; seminars;; etc;; video;; brink;; becoming;; normal;; event;; educational;; environments;; breakthrough;; yet;; occur;; why;; so;; first;; seems;; purely;; enough;; capture;; whole;; experience;; 4;; second;; equipment;; relatively;; cheap;; amount;; quality;; manual;; work;; needed;; operate;; publication;; systems;; high;; costs;; third;; support;; process;; additional;; metadata;; tend;; intrusive;; presenter;; way;; working;; introduce;; lecturelounge;; 3;; presentation;; management;; system;; shows","10.1007/s00799-003-0053-9","world wide web;; multimedia;; metadata;; computer science"
"I.S.T.I - C.N.R., Area della Ricerca, Via G. Moruzzi, 1, 56124, Pisa, Italy#TAB#;; I.S.T.I - C.N.R., Area della Ricerca, Via G. Moruzzi, 1, 56124, Pisa, Italy#TAB#","cyclades;; system;; combines;; several;; technologies;; information;; retrieval;; digital;; library;; fields;; users;; user;; communities;; may;; deal;; rather;; large;; set;; heterogeneous;; archives;; highly;; personalized;; environment;; organize;; search;; space;; according;; individual;; taste;; addition;; advanced;; features;; collaborative;; work","10.1007/s00799-003-0063-7","world wide web;; personalization;; multimedia;; information space;; information retrieval;; digital library;; digital archives;; computer science;; cyclades"
"Dublin City University;; Dublin City University;; Dublin City University","paper;; describes;; fischlar;; system;; supports;; indexing;; browsing;; searching;; archives;; digital;; video;; information;; create;; four;; separate;; libraries;; briefly;; introduce;; describe;; application;; tv;; library;; recorded;; broadcast;; content;; updated;; regularly;; news;; daily;; nursing;; teaching;; materials;; domain;; provide;; collection;; part;; trec2002;; track;; interactive;; user;; experiments;; experiences;; show;; range;; requirements;; accessing;; seems;; broader;; media;; makes;; development;; access;; techniques;; challenging","10.1007/s00799-003-0065-5","world wide web;; video library;; user requirements document;; search engine indexing;; multimedia;; hypertext;; digital video;; digital library;; computer science;; broadcast television systems"
"University College London;; University of Waikato;; University of Waikato","","10.1007/s00799-003-0070-8","world wide web;; web usability;; user centred design;; usability lab;; usability engineering;; usability;; information retrieval;; digital library;; computer science"
"University of Waikato;; University of Waikato;; University of Waikato;; University of Sheffield","","10.1007/s00799-003-0066-4","world wide web;; text mining;; information retrieval;; information extraction;; digital library;; data mining;; computer science"
"National and Kapodistrian University of Athens;; National and Kapodistrian University of Athens","searching;; digital;; library;; typically;; tedious;; task;; system;; information;; access;; building;; knowledge;; user;; acquired;; profile;; order;; customize;; both;; terms;; returned;; response;; query;; personalization;; presentation;; paper;; focus;; libraries;; address;; structured;; queries;; involving;; metadata;; stored;; relational;; databases;; describe;; specification;; preferences;; level;; process;; rewriting;; rules","10.1007/s00799-003-0068-2","world wide web;; web search query;; web query classification;; user profile;; sargable;; query optimization;; query language;; query expansion;; personalization;; information retrieval;; computer science"
"Bibliotheca Nacional – Direcção de Serviços de Inovação e Desenvolvimento, Campo Grande 83, 1749-081, Lisboa, Portugal#TAB#","national;; library;; portugal;; bn;; patrimonial;; special;; motivations;; pursue;; goals;; both;; international;; levels;; wide;; range;; technical;; areas;; especially;; regard;; digital;; publishing;; digitization;; preservation;; cultural;; artifacts;; metadata;; creation;; processing;; exchange;; services;; resource;; discovery;; access;; interoperability;; etc;; brings;; expectations;; requirements;; skills;; identifying;; developing;; years;; trials;; pilot;; initiatives;; valuable;; expertise;; built;; conceive;; actual;; model;; envisioned;; coherent;; group;; resources;; users;; developed;; maintained;; professionals;; involvement;; external;; agents;; solutions;; open;; scalable;; technology;; integrated;; incrementally;; ultimately;; consolidated;; traditional;; paper;; describes;; case","10.1007/s00799-003-0067-3","world wide web;; scalability;; metadata;; knowledge management;; interoperability;; information retrieval;; electronic publishing;; digitization;; digital preservation;; digital library;; cultural artifact;; computer science"
"Hewlett-Packard","publications;; consumer;; magazines;; rely;; heavily;; image;; libraries;; sources;; images;; issues;; traditionally;; magazine;; editorial;; staff;; requirements;; over;; telephone;; library;; conducted;; search;; now;; developed;; web;; sites;; customers;; themselves;; minority;; commerce;; capabilities;; enable;; purchase;; download;; digital;; survey;; found;; choose;; preferring;; instead;; continue;; contact;; buy;; prefer;; work;; conventional;; transparencies;; slides;; reasons;; preferences;; unlikely;; change;; short;; term;; explored","10.1007/s00799-003-0075-3","world wide web;; multimedia;; keyword search;; human interaction;; download;; digital media;; digital library;; digital image;; computer science"
"Virginia Tech;; Virginia Tech;; Virginia Tech","paper;; reports;; case;; lessons;; learned;; usability;; issues;; encountered;; inspection;; digital;; library;; system;; called;; networked;; computer;; science;; technical;; reference;; ncstrl;; co;; discovery;; technique;; team;; three;; expert;; inspectors;; authors;; performed;; driven;; broad;; set;; anticipated;; user;; tasks;; found;; good;; design;; features;; primary;; list;; problems;; candidates;; fixing;; resulting;; organized;; problem;; type;; functionality;; emphasis;; details;; specific;; functions;; illustrate;; cost;; importance;; trades;; off;; fix;; against;; sorted;; ratio;; producing;; priority;; ranking;; resolution","10.1007/s00799-003-0074-4","web usability;; usability lab;; usability inspection;; usability goals;; usability engineering;; usability;; system usability scale;; software engineering;; multimedia;; information retrieval;; computer science;; cognitive walkthrough"
"Middlesex University;; University College London","substantial;; research;; aspects;; people;; usage;; physical;; libraries;; relatively;; little;; interaction;; individual;; library;; artefacts;; books;; journals;; papers;; studied;; behaviour;; working;; focusing;; particularly;; interact;; evaluate;; librarians;; better;; understanding;; paper;; information;; draw;; implications;; requirements;; design;; digital;; recognising;; term;; metaphor;; applied;; electronic;; document;; collections;; communication;; users;; facilitate;; more;; rapid;; access;; relevant;; support;; services;; structuring;; presentation;; so;; make;; assessments;; relevance;; efficiency;; searches","10.1007/s00799-003-0072-6","world wide web;; user requirements document;; structuring;; metaphor;; information presentation;; electronic document;; digital library;; computer science"
"Brunel University London;; Birkbeck, University of London;; Brunel University London","structured;; information;; repositories;; digital;; libraries;; web;; directories;; subject;; gateways;; require;; effective;; ways;; organise;; manage;; paper;; focuses;; investigates;; relationships;; users;; cognitive;; styles;; representation;; indicate;; style;; influences;; participants;; reactions;; organisation;; categories;; presentation;; screen;; layout;; applied;; develop;; design;; framework;; support;; improvement;; resources;; finally;; implications","10.1007/s00799-003-0073-5","world wide web;; web directory;; user interface;; multimedia;; information representation;; digital library;; design framework;; computer science;; cognitive style;; cognitive models of information retrieval"
";; ;; ;; ;; ","","10.1007/s00799-004-0092-x","world wide web;; information retrieval;; electronic publishing;; digital library;; computer science"
"Academia Sinica;; Academia Sinica","increasing;; automatic;; image;; annotation;; tools;; enable;; effective;; searching;; digital;; libraries;; paper;; novel;; probabilistic;; model;; content;; retrieval;; techniques;; statistical;; one;; key;; difficulty;; applying;; methods;; images;; number;; manually;; labeled;; train;; normally;; insufficient;; numerous;; keywords;; cannot;; correctly;; assigned;; appropriate;; lacking;; missing;; information;; databases;; deal;; challenging;; problem;; propose;; enhanced;; annotated;; defined;; terms;; similarity;; different;; semantic;; levels;; level;; keyword;; concept;; avoid;; relevant;; labels;; same;; concepts;; experimental;; show;; models;; annotating;; qualities;; training;; data","10.1007/s00799-004-0090-z","visual word;; statistical model;; statistical analysis;; semantics;; information retrieval;; image retrieval;; digital library;; data mining;; computer science;; automatic image annotation;; annotation"
"Fudan University;; Wuhan University","text;; retrieval;; systems;; require;; index;; allow;; efficient;; documents;; cost;; storage;; overhead;; paper;; proposes;; novel;; full;; indexing;; model;; chinese;; concept;; adjacency;; matrix;; directed;; graph;; one;; hand;; keep;; data;; instead;; original;; traditional;; always;; occurrences;; term;; identified;; labels;; so;; called;; strings;; appears;; rather;; positions;; models;; consequently;; system;; space;; whole;; reduced;; drastically;; efficiency;; maintained;; satisfactory;; experiments;; over;; several;; real;; world;; collections;; carried;; effectiveness;; addition;; effective;; oriental;; languages;; japanese;; korean;; especially;; useful;; digital;; library;; application;; areas;; resource;; limited;; g;; books;; cd","10.1007/s00799-004-0089-5","visual word;; vector space model;; term discrimination;; search engine indexing;; information retrieval;; index term;; document retrieval;; data retrieval;; data mining;; concept search;; computer science"
"University of Bath;; University of Sussex;; University of Sussex;; Poznań University of Economics;; Poznań University of Economics;; Poznań University of Economics","describe;; system;; addresses;; processes;; involved;; digitally;; acquiring;; modelling;; storing;; manipulating;; creating;; virtual;; exhibitions;; 3d;; museum;; artefacts;; more;; specifically;; examine;; significance;; metadata;; enabling;; supporting;; extensive;; facilities;; authoring;; maintaining;; managing;; development;; heavily;; influenced;; factors;; relating;; interoperability;; standards;; best;; practice;; feedback;; two;; pilot;; sites;; finally;; briefly;; consider;; wider;; context;; applications;; learning;; environments;; distributed;; repositories;; archives","10.1007/s00799-004-0104-x","world wide web;; virtual reality;; virtual learning environment;; multimedia;; metadata;; interoperability;; exhibition;; electronic library;; content management;; computer science;; best practice"
"University of Glasgow;; University of Michigan","national;; science;; foundation;; delos;; european;; commission;; sponsored;; network;; digital;; libraries;; supported;; working;; group;; define;; research;; agenda;; archiving;; preservation;; dap;; wg;; context;; invest;; save;; laid;; range;; challenges;; addressed;; if;; make;; progress;; development;; sustainable;; needs;; conducted;; address;; concluded;; domain;; benefit;; expanded;; refocused;; communities;; must;; engaged;; approaches;; conducting;; more;; rigorous;; significant;; shift;; researched;; needed;; taken;; identified;; twenty;; two;; key;; activities;; worthy;; investigation","10.1007/s00799-004-0099-3","world wide web;; needs analysis;; electronic library;; digital library;; computer science;; commission"
"Public Record Office Victoria, P.O. Box 2100, North Melbourne, 3051, Victoria, Australia#TAB#","paper;; information;; package;; ip;; victorian;; electronic;; records;; strategy;; vers;; designed;; 1999;; support;; long;; term;; preservation;; digital;; implemented;; government;; agencies;; basis;; public;; record;; office;; victoria;; archive;; key;; feature;; self;; documenting;; encapsulation;; binds;; content;; preserved;; metadata;; single;; object;; survive;; independently;; archival;; system;; documentation;; ensures;; manually;; extracted;; simplest;; tools;; defined;; open;; oais;; encoding;; transmission;; standard;; mets","10.1007/s00799-005-0135-y","world wide web;; open archival information system;; metadata encoding and transmission standard;; metadata;; encapsulation;; electronic records;; digital preservation;; computer science"
"Massachusetts Institute of Technology;; Massachusetts Institute of Technology;; Massachusetts Institute of Technology","paper;; describes;; work;; progress;; research;; project;; cwspace;; sponsored;; mit;; microsoft;; icampus;; program;; investigate;; metadata;; standards;; protocols;; archive;; course;; materials;; found;; opencourseware;; ocw;; institutional;; repository;; dspace;; goal;; harvest;; digitally;; learning;; objects;; make;; management;; systems;; web;; services;; interfaces;; top;; larger;; vision;; one;; complex;; digital;; cdos;; successfully;; interoperating;; amongst;; object;; repositories;; providing;; archival;; preservation;; persistent;; identifiers;; educational;; means;; richer;; shared;; discovery;; dissemination;; mechanisms;; date;; content;; packaging;; mets;; encoding;; transmission;; standard;; especially;; ims;; cp;; global;; consortium;; issues;; faced;; development;; profiles;; extensions;; external;; schema;; addressed;; anticipated;; preparation;; transformations;; another;; noting;; importance;; defined;; feasible;; briefly;; touches;; undertaken;; provide;; import;; export;; functionalities;; technical;; specifications;; largely;; determined;; developed;; note;; degree;; interoperability;; herein;; might;; referred;; first;; level;; addresses;; turn;; carrier;; envelope;; descriptive;; kinds;; doubt;; even;; more;; challenging;; task;; ensure;; second;; semantic","10.1007/s00799-005-0131-2","world wide web;; web service;; multimedia;; metadata encoding and transmission standard;; metadata;; meta data services;; learning object;; learning management;; interoperability;; identifier;; computer science"
"University of Illinois at Urbanaâ€“Champaign","mets;; xml;; document;; format;; intended;; encoding;; complex;; objects;; digital;; libraries;; means;; record;; descriptive;; administrative;; structural;; behavioral;; metadata;; needed;; manage;; provide;; access;; content;; designed;; promote;; interoperability;; library;; systems;; contribute;; preservation;; materials;; variety;; practical;; barriers;; achieving;; goals;; remain;; obstacles;; shared;; communities;; practice;; elearning;; community;; working;; ims;; packaging;; standards;; mpeg;; 21;; faces;; unique;; opportunity;; moment;; work;; closely;; others;; try;; own;; repository","10.1007/s00799-005-0132-1","xml;; world wide web;; metadata;; interoperability;; information retrieval;; document structure description;; digital transformation;; digital preservation;; digital library;; digital content;; computer science"
"J. F. Drake State Technical College;; J. F. Drake State Technical College","date;; long;; term;; preservation;; approaches;; comprised;; emulation;; migration;; normalization;; metadata;; combination;; existing;; work;; focussed;; applying;; digital;; objects;; singular;; media;; type;; text;; html;; images;; video;; audio;; paper;; consider;; composite;; mixed;; rapidly;; growing;; class;; resources;; describe;; integrated;; flexible;; system;; developed;; leverages;; tools;; services;; assists;; organizations;; dynamically;; discover;; optimum;; strategy;; captures;; periodically;; compares;; software;; format;; registries;; determine;; sub;; risk;; modules;; web;; describing;; semantically;; machine;; processable;; ontology;; owl;; appropriate;; service;; object;; discovered;; composed;; invoked;; agents;; optional;; human;; input;; critical;; decision;; steps;; panic;; successfully;; illustrates;; array;; provide;; sustainable;; collaborative;; solution;; large;; scale;; collections;; complex","10.1007/s00799-005-0134-z","world wide web;; web service;; systems architecture;; software agent;; software;; semantic web;; preservation metadata;; owl s;; metadata;; information retrieval;; computer science"
"Cornell University;; Cornell University;; Cornell University;; Cornell University","fedora;; architecture;; extensible;; framework;; storage;; management;; dissemination;; complex;; objects;; relationships;; accommodates;; aggregation;; local;; distributed;; content;; digital;; association;; services;; allows;; object;; several;; accessible;; representations;; dynamically;; includes;; generic;; resource;; description;; rdf;; relationship;; model;; represents;; components;; queries;; against;; supported;; triple;; store;; implemented;; web;; service;; aspects;; functions;; exposed;; rest;; soap;; interfaces;; implementation;; open;; source;; software;; providing;; foundation;; variety;; end;; user;; applications;; libraries;; archives;; institutional;; repositories;; learning;; systems","10.1007/s00799-005-0130-3","world wide web;; web service;; systems architecture;; reference architecture;; rdf;; learning object;; enterprise architecture framework;; content management;; computer science;; applications architecture"
