AA.DAfN,AW,DOI,F.FN
"Université de Montréal","introduce;; type;; lexical;; structure;; called;; system;; interoperable;; model;; feed;; both;; monolingual;; multilingual;; language;; resources;; begin;; formal;; characterization;; systems;; simple;; directed;; graphs;; solely;; nodes;; corresponding;; entities;; links;; illustrate;; approach;; data;; borrowed;; generated;; french;; dico;; database;; later;; explain;; compilation;; original;; dictionary;; net;; one;; finally;; discuss;; potential;; designing","10.1007/s10579-008-9078-4","natural language processing;; lexical semantics;; lexical item;; lexical grammar;; lexical function;; lexical density;; lexical database;; lexical choice;; lexical markup framework;; computer science;; artificial intelligence"
"FBK-irst;; Illinois State University;; University of Sheffield;; FICO;; FBK-irst;; Decho Corporation;; FBK-irst;; University of Sheffield","survey;; evaluation;; methodology;; adopted;; information;; extraction;; ie;; defined;; few;; different;; efforts;; applying;; machine;; learning;; ml;; identify;; number;; critical;; issues;; hamper;; comparison;; researchers;; common;; nlp;; tasks;; g;; difficulty;; exactly;; identifying;; effects;; performance;; data;; sample;; selection;; size;; domain;; theory;; features;; selected;; algorithm;; parameter;; settings;; specific;; leniently;; assess;; inexact;; identification;; filler;; boundaries;; possibility;; multiple;; fillers;; slot;; counting;; performed;; argue;; specifying;; task;; explicitly;; addressed;; methodological;; characteristics;; clearly;; empirically;; verify;; practical;; impact;; mentioned;; above;; perform;; algorithms;; applied;; standard;; datasets;; shows;; serious;; lack;; consensus;; makes;; difficult;; draw;; firm;; conclusions;; comparative;; aim;; elaborate;; clear;; detailed;; experimental;; propose;; community;; widespread;; agreement;; proposal;; lead;; future;; evaluations;; fair;; reliable;; way;; organized;; run;; systems;; pascal;; challenge;; principles;; article;; put;; practice;; describe;; motivations;; presented","10.1007/s10579-008-9079-3","sample size determination;; sample selection;; natural language processing;; machine learning;; information extraction;; domain theory;; computer science;; computational linguistics;; artificial intelligence;; algorithm"
";; IBM;; IBM","research;; information;; extraction;; help;; populate;; semantic;; web;; resources;; encountered;; significant;; obstacles;; interoperability;; technologies;; believe;; endemic;; basic;; paradigms;; quirks;; specific;; implementations;; worked;; identify;; five;; dimensions;; must;; addressed;; successfully;; employ;; systems;; suitable;; reasoning;; call;; task;; transforming;; ie;; data;; knowledge;; integration;; experiments;; process;; uses;; deeper;; semantics;; owl;; ontologies;; 8;; 13;; precision;; relation;; text","10.1007/s10579-009-9080-5","social semantic web;; semantic technology;; semantic interoperability;; semantic integration;; semantic analytics;; semantic web stack;; semantic web;; relationship extraction;; natural language processing;; information retrieval;; computer science;; artificial intelligence"
"Istituto di Linguistica Computazionale del CNR;; Istituto di Linguistica Computazionale del CNR;; Istituto di Linguistica Computazionale del CNR;; Istituto di Linguistica Computazionale del CNR;; Hong Kong Polytechnic University;; Academia Sinica;; Academia Sinica;; Istituto di Informatica e Telematica del CNR;; Istituto di Informatica e Telematica del CNR","paper;; application;; fostering;; integration;; interoperability;; computational;; lexicons;; focusing;; case;; mutual;; linking;; cross;; lingual;; enrichment;; two;; wordnets;; italwordnet;; sinica;; bow;; intended;; investigating;; needs;; requirements;; semi;; automatic;; lexical;; resources;; view;; developing;; prototype;; web;; support;; globalwordnet;; grid;; initiative","10.1007/s10579-009-9082-3","web application;; natural language processing;; lexical database;; interoperability;; grid;; cross lingual;; corpus linguistics;; computer science;; computational linguistics;; artificial intelligence"
"IDS;; University of Stuttgart;; Keio University;; Joseph Fourier University","article;; introduces;; topic;; multilingual;; language;; resources;; interoperability;; start;; taxonomy;; parameters;; classifying;; later;; provide;; examples;; issues;; interoperatability;; resource;; architectures;; solve;; finally;; discuss;; aspects;; linguistic;; formalisms","10.1007/s10579-009-9088-x","rotation formalisms in three dimensions;; natural language processing;; interoperability;; corpus linguistics;; computer science;; computational linguistics;; artificial intelligence"
"BBN Technologies;; University of Colorado Boulder","paper;; high;; performance;; broad;; coverage;; supervised;; word;; sense;; disambiguation;; wsd;; system;; english;; verbs;; uses;; linguistically;; motivated;; features;; smoothed;; maximum;; entropy;; machine;; learning;; model;; describe;; three;; specific;; enhancements;; treatment;; resulted;; best;; published;; senseval;; 2;; training;; ontonotes;; data;; both;; semeval;; 2007;; task;; additional;; designed;; provide;; clear;; distinctions;; explicit;; syntactic;; semantic;; criteria;; group;; wordnet;; senses;; sufficient;; examples;; constitute;; quality;; similar;; achieve;; comparable;; human;; taggers;; competitive;; top;; empirical;; suggests;; clarifying;; boundaries;; increasing;; number;; instances;; certain","10.1007/s10579-009-9085-0","wordnet;; word sense disambiguation;; verb;; training set;; syntax;; speech recognition;; principle of maximum entropy;; natural language processing;; english verbs;; computer science;; computational linguistics;; artificial intelligence"
"University of Leeds;; University of Bologna","describe;; first;; shared;; task;; figurative;; language;; resolution;; organised;; semeval;; 2007;; focused;; metonymy;; paper;; motivates;; linguistic;; principles;; data;; sampling;; annotation;; shows;; feasibility;; via;; human;; agreement;; five;; participating;; systems;; mainly;; supervised;; approaches;; exploiting;; variety;; features;; grammatical;; relations;; proved;; useful;; compare;; performance;; automatic;; baselines;; manually;; simulated;; approach;; selectional;; restriction;; violations;; showing;; limitations;; more;; traditional;; recognition;; main;; problem;; encountered;; sparseness;; metonymies;; general;; tend;; occur;; rarely;; literal;; uses;; reading;; distribution;; skewed;; towards;; few;; frequent;; types;; future;; developments;; focus;; addressing;; issue","10.1007/s10579-009-9087-y","semantic relation;; selection;; natural language processing;; metonymy;; literal and figurative language;; data sampling;; computer science;; computational linguistics;; artificial intelligence;; annotation"
"Radboud University Nijmegen;; Radboud University Nijmegen;; Radboud University Nijmegen","paper;; investigates;; multiword;; expressions;; mwes;; spoken;; language;; ways;; identifying;; automatically;; speech;; corpora;; two;; emerged;; previous;; studies;; occur;; frequently;; dutch;; pronunciation;; characteristics;; compare;; utterances;; large;; corpus;; analyses;; reveal;; display;; extreme;; variation;; reduction;; phonemes;; even;; syllables;; deleted;; several;; measures;; calculated;; five;; more;; twice;; high;; indicating;; considerable;; one;; overall;; measure;; deviation;; identify;; show;; neither;; nor;; frequency;; co;; occurrence;; alone;; suitable;; best;; metric;; combines;; weighted;; way;; recurring;; islands;; contain;; potential;; identified","10.1007/s10579-009-9095-y","spoken language;; speech recognition;; speech processing;; speech corpus;; pronunciation;; natural language processing;; multiword expression;; expression;; computer science;; computational linguistics;; artificial intelligence"
"University of Tartu;; University of Tartu","article;; focuses;; variability;; one;; subtypes;; multi;; word;; expressions;; namely;; consisting;; verb;; particle;; complement;; build;; evidence;; estonian;; agglutinative;; language;; free;; order;; analysing;; behaviour;; verbal;; opaque;; transparent;; idioms;; support;; constructions;; verbs;; data;; analyse;; phenomena;; components;; expression;; lexical;; substitution;; morphosyntactic;; flexibility","10.1007/s10579-009-9096-x","word order;; verb;; natural language processing;; multiword expression;; modal verb;; linguistics;; expression;; estonian;; computer science;; artificial intelligence;; agglutinative language"
"Utrecht University","article;; describes;; design;; implementation;; dutch;; electronic;; lexicon;; multiword;; expressions;; duelme;; core;; properties;; over;; 5;; 000;; gives;; overview;; decisions;; order;; come;; standard;; lexical;; representation;; discusses;; description;; fields;; comprises;; discuss;; approach;; taken;; innovative;; equivalence;; class;; ecm;; shown;; introducing;; parameters;; optimizes;; selection;; entries;; corpus;; describe;; extraction;; candidate;; corpora;; criteria;; moreover;; evaluation;; alpino;; dependency;; parser","10.1007/s10579-009-9094-z","speech recognition;; natural language processing;; multiword expression;; linguistics;; lexicon;; lexical representation;; expression;; equivalence class;; electronic dictionary;; dependency grammar;; computer science;; computational linguistics;; artificial intelligence"
"University of Melbourne;; University of Melbourne","propose;; automatically;; identifying;; individual;; instances;; english;; verb;; particle;; constructions;; vpcs;; raw;; text;; employs;; rasp;; parser;; sentential;; context;; vpc;; candidate;; differentiate;; simple;; combinations;; prepositional;; phrase;; show;; f;; score;; 0;; 974;; identification;; over;; brown;; corpus;; wall;; street;; journal","10.1007/s10579-009-9099-7","verb;; speech recognition;; security token;; rasp;; phrase;; parsing;; natural language processing;; multiword expression;; linguistics;; computer science;; computational linguistics;; brown corpus;; artificial intelligence"
"Centrum Wiskunde & Informatica","paper;; discusses;; two;; procedures;; extracting;; verb;; valences;; raw;; texts;; application;; polish;; language;; first;; novel;; technique;; em;; selection;; algorithm;; performs;; unsupervised;; disambiguation;; valence;; frame;; forests;; applying;; probabilistic;; deep;; grammar;; parser;; post;; processing;; text;; second;; idea;; concerns;; filtering;; incorrect;; frames;; detected;; parsed;; motivated;; observation;; verbs;; take;; similar;; arguments;; tend;; phenomenon;; terms;; newly;; introduced;; co;; occurrence;; matrices;; split;; steps;; list;; valid;; determined;; whereas;; pattern;; according;; combined;; computed;; following;; stage;; best;; extracted;; dictionary;; reaches;; f;; score;; 45;; 39;; standard;; bht","10.1007/s10579-009-9100-5","verb;; selection algorithm;; parsing;; natural language processing;; matrix;; grammar;; filter;; expectation maximization algorithm;; computer science;; computational linguistics;; artificial intelligence"
"Federal University of São Carlos;; Universidade Federal do Rio Grande do Sul;; University of São Paulo;; University of Bath;; Universidade Federal do Rio Grande do Sul","idiosyncrasies;; syntax;; semantics;; frequency;; multiword;; expressions;; mwes;; received;; special;; attention;; nlp;; community;; methods;; techniques;; developed;; treatment;; simplex;; words;; necessarily;; suitable;; certainly;; case;; automatic;; acquisition;; corpora;; lot;; effort;; directed;; task;; automatically;; identifying;; considerable;; success;; paper;; propose;; approach;; identification;; multilingual;; context;; product;; word;; alignment;; process;; deals;; mwe;; candidates;; associates;; indicate;; feasibility;; low;; costs;; terms;; tools;; resources;; demanded;; example;; facilitate;; speed;; lexicographic;; work","10.1007/s10579-009-9097-9","terminology;; syntax;; speech recognition;; semantics;; natural language processing;; multiword expression;; machine translation;; lexicographical order;; expression;; computer science;; computational linguistics;; artificial intelligence"
"University of Copenhagen;; Society for Danish Language and Literature;; Society for Danish Language and Literature;; Society for Danish Language and Literature;; Society for Danish Language and Literature;; Society for Danish Language and Literature","paper;; contribution;; discussion;; compiling;; computational;; lexical;; resources;; conventional;; dictionaries;; describes;; theoretical;; practical;; problems;; encountered;; reusing;; dictionary;; semantic;; resource;; terms;; wordnet;; more;; specifically;; methodological;; issues;; danish;; dannet;; monolingual;; basis;; seen;; applying;; translational;; expansion;; princeton;; english;; source;; apply;; large;; corpus;; printed;; modern;; approach;; discuss;; readjusting;; inconsistent;; underspecified;; hyponymy;; hierarchies;; taken;; sense;; distinctions;; opposed;; synonym;; sets;; wordnets;; generating;; relations;; definitions;; finally;; supplementing;; missing;; implicit;; information","10.1007/s10579-009-9092-1","extended wordnet;; wordnet;; speech recognition;; noun;; natural language processing;; machine readable dictionary;; lexical semantics;; lexical database;; hierarchy;; computer science;; computational linguistics;; artificial intelligence"
"University of Nantes;; University of Nantes","automatic;; compilation;; bilingual;; lists;; terms;; specialized;; comparable;; corpora;; lexical;; alignment;; successful;; single;; word;; swts;; remains;; disappointing;; multi;; mwts;; low;; frequency;; variability;; syntactic;; structures;; source;; target;; languages;; main;; problems;; paper;; defines;; general;; framework;; dedicated;; includes;; compositional;; translation;; process;; standard;; context;; items;; restrictive;; introduce;; extended;; bridges;; gap;; different;; morphological;; links;; experimented;; two;; methods;; french;; japanese;; task;; show;; significant;; improvement;; advocate","10.1007/s10579-009-9098-8","terminology;; syntax;; speech recognition;; principle of compositionality;; natural language processing;; multiword expression;; machine translation;; lexical item;; computer science;; computational linguistics;; artificial intelligence"
"Charles University in Prague;; Charles University in Prague","describe;; annotation;; multiword;; expressions;; mwes;; prague;; dependency;; treebank;; several;; automatic;; pre;; steps;; subtrees;; tectogrammatical;; tree;; structures;; store;; representations;; dictionary;; annotate;; following;; occurrences;; automatically;; show;; way;; measure;; reliability;; type","10.1007/s10579-009-9093-0","treebank;; tree structure;; speech recognition;; natural language processing;; multiword expression;; expression;; computer science;; computational linguistics;; artificial intelligence;; annotation"
"Centre national de la recherche scientifique;; LORIA, Campus Scientifique;; LORIA, Campus Scientifique","aim;; french;; media;; project;; define;; protocol;; evaluation;; speech;; understanding;; modules;; dialog;; systems;; accordingly;; corpus;; 1;; 257;; real;; spoken;; dialogs;; hotel;; reservation;; tourist;; information;; recorded;; transcribed;; semantically;; annotated;; semantic;; attribute;; value;; representation;; defined;; conceptual;; relationship;; represented;; names;; attributes;; two;; annotation;; levels;; distinguished;; approach;; first;; level;; utterance;; separately;; represents;; meaning;; statement;; without;; taking;; account;; context;; second;; corresponds;; interpretation;; way;; paper;; discusses;; data;; collection;; detailed;; definition;; both;; scheme;; comments;; campaigns;; carried","10.1007/s10579-009-9103-2","utterance;; speech processing;; semantic interpretation;; reservation;; natural language processing;; dialog system;; dialog box;; computer science;; computational linguistics;; artificial intelligence;; annotation"
"Lancaster University;; Lancaster University;; University of Leeds;; University of OsnabrÃ¼ck;; University of Groningen","over;; past;; two;; decades;; so;; multi;; word;; expressions;; mwes;; called;; units;; increasingly;; important;; concern;; computational;; linguistics;; natural;; language;; processing;; nlp;; term;; mwe;; refer;; types;; linguistic;; idioms;; noun;; compounds;; phrasal;; verbs;; light;; habitual;; collocations;; universally;; agreed;; definition;; yet;; researchers;; frequently;; occurring;; subject;; certain;; level;; semantic;; opaqueness;; compositionality;; compositional;; pose;; tough;; challenges;; automatic;; interpretation;; cannot;; achieved;; directly;; combining;; semantics;; constituents;; thereby;; causing;; pain;; neck;; sag;; al;; 2001;; fact;; studied;; phraseology;; phraseological;; unit;; early;; 1990s;; started;; receiving;; increasing;; attention;; corpus;; influential;; work;; includes;; smadja;; 1993;; dagan;; church;; 1994;; wu;; 1997;; daille;; 1995;; wermter;; chen;; mcenery;; michiels;; dufour;; 1998;; studies;; address;; treatment;; applications;; practical;; information;; systems;; milestone","10.1007/s10579-009-9105-0","speech recognition;; semantics;; phraseology;; noun compounds;; natural language processing;; multiword expression;; information system;; expression;; computer science;; computational linguistics;; chen;; artificial intelligence"
"University of Caen Lower Normandy;; University of Helsinki","paper;; address;; problem;; exploitation;; text;; phrases;; multilingual;; context;; propose;; technique;; benefit;; multi;; word;; units;; adhoc;; document;; retrieval;; whatever;; language;; collection;; principles;; optimize;; performance;; improvement;; approach;; work;; validated;; experiments;; conducted;; chinese;; japanese;; korean;; english","10.1007/s10579-009-9102-3","speech recognition;; performance improvement;; natural language processing;; multiword expression;; document retrieval;; computer science;; computational linguistics;; artificial intelligence"
"University of Wolverhampton;; University of Sheffield;; University of SÃ£o Paulo","corpus;; techniques;; proved;; beneficial;; development;; efficient;; accurate;; approaches;; word;; sense;; disambiguation;; wsd;; despite;; fact;; generally;; represent;; relatively;; shallow;; knowledge;; always;; thought;; benefit;; deeper;; sources;; describe;; novel;; approach;; inductive;; logic;; programming;; learn;; theories;; first;; order;; representations;; allows;; evidence;; combined;; kind;; background;; shown;; effective;; over;; several;; tasks;; combination;; deep;; important;; understand;; contribution;; system;; paper;; investigates;; nine;; performance;; models;; semeval;; 2007;; english;; lexical;; sample;; task;; outcome;; assist;; future;; work;; concentrating;; useful","10.1007/s10579-009-9107-y","word sense disambiguation;; natural language processing;; knowledge representation and reasoning;; inductive logic programming;; deep knowledge;; corpus analysis;; computer science;; computational linguistics;; artificial intelligence"
"University of Leeds;; University of Leeds;; University of Leeds","paper;; tool;; uses;; comparable;; corpora;; find;; appropriate;; translation;; equivalents;; expressions;; translators;; difficult;; phrase;; source;; language;; identifies;; range;; similar;; contexts;; target;; translator;; list;; suggestions;; discuss;; human;; evaluation;; performance;; highlight;; usefulness;; dictionary;; solutions;; lacking","10.1007/s10579-007-9046-4","speech recognition;; phrase;; natural language processing;; linguistics;; expression;; equivalence;; distributional similarity;; corpus linguistics;; computer science;; computational linguistics;; artificial intelligence"
"Wuhan University;; Wuhan University;; Wuhan University","paper;; address;; problem;; document;; re;; ranking;; information;; retrieval;; usually;; conducted;; initial;; rankings;; relevant;; documents;; deal;; propose;; automatically;; constructs;; term;; resource;; specific;; collection;; applies;; includes;; list;; terms;; extracted;; weighting;; correlations;; computed;; local;; global;; distribution;; ensures;; sensitive;; different;; choices;; pseudo;; relevance;; correlation;; helps;; avoid;; bias;; certain;; concept;; embedded;; queries;; experiments;; ntcir3;; data;; show;; approach;; performance;; make;; significant;; contribution;; standard;; query;; expansion","10.1007/s10579-009-9106-z","tf idf;; weighting;; vector space model;; terminology;; term discrimination;; ranking;; query expansion;; information retrieval;; global distribution;; data mining;; computer science"
"National Institute of Information and Communications Technology;; National Institute of Information and Communications Technology","phrases;; interpreted;; context;; idiomatically;; figuratively;; literally;; precise;; identification;; idioms;; essential;; order;; achieve;; full;; fledged;; natural;; language;; processing;; authors;; paper;; created;; idiom;; corpus;; japanese;; reports;; itself;; experiment;; conducted;; targeted;; 146;; ambiguous;; consists;; 102;; 856;; examples;; annotated;; literal;; idiomatic;; label;; sentences;; collected;; world;; wide;; web;; 90;; word;; sense;; disambiguation;; wsd;; adopted;; both;; common;; features;; specific;; far;; determined;; largest;; kinds;; discovered;; standard;; supervised;; works;; achieved;; accuracy;; levels;; 89;; 25;; 88;; 86;; without;; respectively;; found;; effective;; feature;; one;; involves;; adjacency;; constituents","10.1007/s10579-009-9104-1","word sense disambiguation;; natural language processing;; linguistics;; computer science;; computational linguistics;; artificial intelligence;; adjacency list"
"fondazione bruno kessler;; fondazione bruno kessler;; University of Erlangen-Nuremberg;; University of Erlangen-Nuremberg;; fondazione bruno kessler","paper;; describes;; multichannel;; acoustic;; data;; collection;; recorded;; european;; dicit;; project;; wizard;; oz;; woz;; experiments;; carried;; fau;; fbk;; irst;; laboratories;; application;; interest;; distant;; talking;; interface;; control;; interactive;; tv;; working;; typical;; living;; room;; interfering;; devices;; objective;; collect;; database;; supporting;; efficient;; development;; tuning;; processing;; algorithms;; signal;; enhancement;; techniques;; sound;; source;; localization;; echo;; cancellation;; blind;; separation;; speech;; activity;; detection;; speaker;; identification;; verification;; beamforming;; combined;; achieve;; maximum;; reduction;; user;; impairments;; interfaces;; collected;; permitted;; simulate;; preliminary;; stage;; realistic;; scenario;; tailor;; involved;; observed;; behaviors;; order;; match;; requirements;; three;; languages;; english;; german;; italian;; besides;; inputs;; contains;; events;; impulse;; response;; measurements;; video;; latter;; compute;; dimensional;; positions;; subject;; sessions;; manually;; transcribed;; segmented;; word;; level;; introducing;; specific;; labels","10.1007/s10579-010-9116-x","voice activity detection;; speech recognition;; natural language processing;; interactive television;; impulse response;; data collection;; computer science;; computational linguistics;; blind signal separation;; beamforming;; artificial intelligence;; acoustic source localization"
