AA.DAfN,AW,DOI,F.FN
"National Library of Wales;; Queen's University Belfast;; University of London;; University of Malta","substantial;; corpus;; digital;; materials;; now;; scholarship;; across;; disciplines;; objective;; evidence;; impact;; value;; robust;; assessment;; sparse;; traditional;; methods;; humanities;; notably;; citation;; scholarly;; publications;; effective;; way;; assessing;; content;; issues;; problematic;; field;; effectively;; assess;; justify;; continued;; funding;; existence;; number;; qualitative;; quantitative;; exist;; monitor;; resources;; contexts;; yet;; applied;; widely;; creators;; managers;; funders;; accessible;; form;; tidsr;; toolkit;; developed;; oxford;; internet;; institute;; 2011;; authors;; article;; sphere;; project;; stormont;; parliamentary;; hansards;; embedded;; research;; education;; specifically;; evaluate;; papers;; collection;; northern;; irish;; parliament;; 1921;; 1972;; methodology;; argue;; useful;; critically;; transferrable;; understand;; increase;; modified;; series;; wider;; recommendations;; protecting;; investment;; increasing;; reasonable;; showing;; critical;; survival","10.1093/llc/fqt054","the internet;; sociology;; scholarship;; parliament;; objective evidence;; irish;; humanities;; digital humanities;; digital content;; citation"
"Durham University;; University College London;; University College London;; University College London;; University College London;; Durham University","years;; public;; engagement;; increasingly;; viewed;; more;; additional;; extra;; academia;; uk;; becoming;; common;; research;; projects;; embrace;; belief;; informs;; enhances;; teaching;; learning;; increases;; impact;; society;; important;; consider;; ways;; incorporating;; activities;; digital;; humanities;; article;; discusses;; practice;; highlighting;; museums;; utilizing;; technology;; engage;; describes;; development;; case;; qrator;; project;; application;; interpretation;; museum;; cultural;; heritage;; sector;; took;; innovative;; multidisciplinary;; approach;; creating;; visitors;; objects;; discussions;; objective;; understand;; technologies;; interactive;; labels;; smartphones;; create;; users;; investigate;; value;; constraints;; sources;; methods;; involving;; content;; crowdsourced;; may;; utilized;; source;; explore;; mobile;; devices;; models;; visitor;; meaning;; silverman;; l;; h;; age;; curator;; 1995;; 38;; 3;; 161;; 70;; construction;; multiple;; interpretations;; inside;; spaces;; put;; emphasis;; core;; consideration","10.1093/llc/fqw041","visitor pattern;; public relations;; public engagement;; museum informatics;; museology;; multimedia;; multidisciplinary approach;; mobile device;; engineering;; digital humanities;; cultural heritage"
"University of Ioannina;; University of Ioannina;; University of Ioannina","paper;; system;; performing;; morphological;; synthesis;; greek;; language;; main;; features;; single;; framework;; describe;; classify;; data;; defined;; classes;; characterized;; own;; set;; properties;; mechanisms;; structuring;; database;; distinct;; levels;; corresponding;; different;; information;; above;; resulting;; simple;; flexible;; algorithms;; 100;; success;; recognition;; generation;; forms;; independently;; complexity;; handling","10.1093/llc/fqh032","structuring;; part of speech;; natural language processing;; morphological analysis;; modern greek;; linguistics;; lexicon;; inflection;; greek language;; computer science;; computational linguistics;; artificial intelligence"
"University of Saskatchewan;; University of Saskatchewan;; University of Saskatchewan","experience;; developing;; line;; infrastructure;; support;; collaborative;; text;; distinguish;; existing;; explored;; efforts;; create;; annotative;; electronic;; editions;; faulkner;; sound;; fury;; primary;; case;; outline;; features;; rationale;; framework;; called;; callimachus;; concerning;; explore;; became;; breaking;; received;; wisdom;; application;; xml;; encoding;; initiative;; analytical;; projects","10.1093/llc/fql021","xml;; text mining;; markup language;; linguistics;; encoding;; computer science;; computational linguistics"
"Texas A&M University;; Texas A&M University;; Texas A&M University;; Texas A&M University;; Texas A&M University;; Texas A&M University","ever;; initial;; publication;; four;; hundred;; years;; ago;; thousands;; editions;; illustrated;; published;; cervantes;; masterpiece;; don;; quixote;; imagery;; become;; integral;; part;; reception;; interpretation;; text;; date;; comprehensive;; collection;; images;; textual;; iconography;; paper;; overcoming;; two;; key;; obstacles;; limitations;; availability;; materials;; technical;; financial;; characteristics;; print;; dissemination;; digital;; makes;; rich;; artistic;; tradition;; accessible;; readers;; first;; time;; reveals;; wealth;; information;; historical;; cultural;; literary;; contexts;; placed","10.1093/llc/fql023","sociology;; literature;; linguistics;; iconography;; hypertext;; document analysis;; art history"
"Duquesne University;; Duquesne University;; Duquesne University","despite;; century;; research;; statistical;; computational;; methods;; authorship;; attribution;; neither;; reliable;; regarded;; widely;; understood;; article;; survey;; current;; state;; art;; framework;; uniform;; unified;; development;; tool;; apply;; wide;; variety;; techniques;; usefulness;; confirmed;; applied;; researchers;; without;; computing;; specialization;; may;; both;; expand;; pool;; enhance;; quality;; overall;; solutions;; example;; incorporating;; algorithms;; discovered;; empirical;; juola;; p;; 2004a;; ad;; hoc;; competition;; proceedings;; 2004;; joint;; international;; conference;; association;; literary;; linguistic;; computers;; humanities;; allc;; ach;; goteborg;; sweden","10.1093/llc/fql019","stylometry;; natural language processing;; data science;; computer science;; attribution;; artificial intelligence"
"School of Library, Archive and Information Studies, University College","humanities;; computing;; emergent;; field;; activities;; continue;; expand;; number;; sophistication;; yet;; concrete;; definition;; exists;; few;; academic;; departments;; specialize;; area;; introspection;; regarding;; role;; meaning;; focus;; come;; practical;; pragmatic;; perspective;; scholars;; educators;; itself;; article;; alternative;; externalized;; viewpoint;; analysing;; discipline;; community;; research;; curriculum;; teaching;; programmes;; message;; deliver;; consciously;; unconsciously;; scope;; engages;; educational;; theory;; provide;; means;; analyse;; measure;; define;; focuses;; specifically;; ach;; allc;; 2005;; conference;; identify;; involved;; 2006;; oxford;; university;; press","10.1093/llc/fql022","sophistication;; sociology;; social science;; linguistics;; introspection;; humanities computing;; engineering ethics;; education theory;; digital humanities;; curriculum"
"Université de Montréal;; Université de Montréal","periculture;; name;; research;; project;; universite;; montreal;; part;; larger;; sherbrooke;; parent;; aimed;; form;; network;; managing;; canadian;; digital;; cultural;; content;; general;; objective;; indexing;; methods;; web;; textual;; specifically;; still;; images;; build;; work;; image;; automatic;; text;; studying;; properties;; networked;; environment;; try;; gain;; understanding;; ancillary;; pages;; exploited;; index;; corresponding;; studied;; question;; context;; selected;; sites;; contained;; multimedia;; objects;; broader;; file;; names;; captions;; bilingual;; english;; french;; housed;; identified;; keywords;; useful;; proximity;; object;; potential;; terms;; html;; tags;; full;; different;; source;; found;; large;; number;; sources;; variable;; usefulness;; retrieval;; manipulated;; ways;; automated;; systems;; search","10.1093/llc/fql018","world wide web;; web page;; web application;; stock management;; search engine indexing;; multimedia;; html element;; cultural content;; computer science;; collection development"
"University of Las Palmas de Gran Canaria;; University of Las Palmas de Gran Canaria;; University of Las Palmas de Gran Canaria;; University of Las Palmas de Gran Canaria","article;; disambiguation;; diminishes;; functional;; combinations;; words;; sentence;; taking;; account;; context;; appear;; process;; built;; two;; phases;; first;; phase;; local;; syntactic;; structures;; spanish;; language;; reaches;; average;; yield;; 87;; second;; one;; supported;; tree;; representation;; pushes;; approximate;; high;; end;; 96;; constitutes;; starting;; point;; towards;; automated","10.1093/llc/fql016","syntax;; syntactic tree;; syntactic parsing;; spanish language;; sentence;; parsing;; natural language processing;; linguistics;; computer science;; computational linguistics;; artificial intelligence"
"University College London;; University of St Andrews;; Department of Literary Studies, Huygens Institute, Netherlands;; University of Edinburgh","years;; important;; research;; crowdsourcing;; cultural;; heritage;; sector;; published;; dealing;; topics;; quantity;; contributions;; volunteers;; motivations;; participate;; projects;; design;; establishment;; initiatives;; public;; engagement;; value;; article;; addresses;; gap;; literature;; seeks;; answer;; two;; key;; questions;; relation;; crowdsourced;; transcription;; 1;; high;; enough;; standard;; creating;; publicly;; accessible;; database;; scholarly;; 2;; if;; makes;; economic;; sense;; investment;; launching;; running;; project;; ever;; pay;; off;; doing;; so;; takes;; award;; winning;; initiative;; transcribe;; bentham;; began;; 2010;; case;; examines;; large;; data;; set;; namely;; 4;; 364;; checked;; approved;; transcripts;; submitted;; october;; 2012;; 27;; june;; 2014;; include;; metrics;; time;; taken;; check;; approve;; transcript;; number;; alterations;; staff;; evaluate;; long;; term;; cost;; effectiveness;; potential;; impact;; upon;; ongoing;; production;; collected;; works;; jeremy;; ucl;; finally;; proposes;; more;; general;; points;; successfully;; planning;; humanities;; framework;; both;; quality;; outputs;; efficiencies;; structures","10.1093/llc/fqx064","xml;; user studies;; public engagement;; political science;; internet privacy;; digital humanities;; data science;; cultural heritage;; crowdsourcing;; cost efficiency"
"Independent Researcher","examine;; assertion;; two;; parameter;; log;; normal;; distribution;; appropriate;; parametric;; model;; shot;; length;; distributions;; hollywood;; films;; review;; claims;; favour;; assuming;; normality;; finds;; lacking;; methodological;; detail;; statistical;; rigour;; find;; supporting;; evidence;; justify;; assumption;; general;; order;; test;; examined;; total;; 134;; 1935;; 2005;; inclusive;; determine;; goodness;; fit;; transformed;; lengths;; four;; separate;; measures;; ratio;; geometric;; mean;; median;; shape;; factor;; Ïƒ;; estimator;; 2;; ln;; graphic;; 1;; m;; shapiro;; francia;; jarque;; bera;; probability;; plots;; visual;; inspection;; data;; show;; small;; number;; modelled;; case;; overwhelming;; majority;; tested;; 125;; conclude;; justification;; claiming;; adequate;; recommend;; robust;; statistics;; require;; underlying;; models;; film;; style;; embed;; inline;; gif","10.1093/llc/fqs066","statistical physics;; shape factor;; robust statistics;; parametric model;; normal probability plot;; normal distribution;; mathematics;; log normal distribution;; geometric mean;; estimator"
"Universiti Putra Malaysia;; Universiti Putra Malaysia;; Universiti Putra Malaysia;; Universiti Putra Malaysia","quranic;; oath;; god;; emphasizing;; importance;; truthfulness;; concept;; oaths;; multifaceted;; rich;; expressions;; single;; contains;; line;; meaning;; variety;; aspects;; proposes;; stylometric;; model;; detecting;; apparent;; narrative;; toward;; end;; two;; types;; application;; specific;; features;; perspective;; structural;; content;; examined;; extracted;; bayesian;; network;; constructed;; series;; machine;; learning;; experiments;; classifiers;; decision;; tree;; instance;; neural;; classification;; focused;; applying;; covered;; datasets;; entire;; quran;; smaller;; dataset;; juz;; amma;; led;; main;; conclusions;; first;; best;; entirety;; both;; rather;; separate;; entities;; second;; more;; significant;; 40;; surahs;; chapters;; contain;; statements;; finally;; extended;; styles;; detection;; three;; additional;; syntactic;; character;; lexical;; statistical;; approach","10.1093/llc/fqu038","oath;; natural language processing;; narrative;; expression;; decision tree;; computer science;; bayesian network;; artificial neural network;; artificial intelligence"
"University of Texas of the Permian Basin;; University of Texas of the Permian Basin;; University of Texas at San Antonio","linguistics;; challenging;; subject;; teach;; online;; instructors;; doing;; success;; order;; investigate;; factors;; involved;; teaching;; successful;; courses;; authors;; investigated;; literature;; student;; characteristics;; instructor;; course;; design;; implementation;; investigators;; conducted;; qualitative;; case;; actual;; observation;; rubrics;; interviews;; teachers;; students;; analyze","10.1093/llc/fqu039","rubric;; linguistics;; computer science"
"University of Tehran;; University of Tehran;; University of Tehran","semantic;; roles;; describe;; relation;; predicate;; typically;; verb;; arguments;; role;; labeling;; natural;; language;; processing;; task;; extracts;; relations;; sentences;; different;; applications;; machine;; translation;; question;; answering;; benefit;; level;; creation;; annotated;; data;; obstacle;; develop;; supervised;; learning;; systems;; so;; novel;; unsupervised;; approach;; induction;; formulized;; clustering;; argument;; instances;; clustered;; classes;; specified;; bayesian;; model;; structure;; text;; estimate;; parameters;; expectation;; maximization;; syntactic;; similarities;; promising;; linguistic;; knowledge;; prepared;; linking;; clusters;; extracted;; valance;; lexicon;; evaluation;; persian;; show;; system;; both;; small;; large;; training;; datasets;; works;; better;; strong;; baseline;; lang;; lapata;; 2010;; 1;; idea;; developed;; purity;; inverse;; measures;; assess;; quality;; indicate;; improvement;; 9;; 73;; 65;; dataset;; 2;; 85;; 0;; 67;; respectively;; ref;; 20","10.1093/llc/fqu044","unsupervised learning;; semantic similarity;; semantic role labeling;; semantic equivalence;; semantic computing;; semantic compression;; probabilistic latent semantic analysis;; predicate;; natural language processing;; machine learning;; computer science;; artificial intelligence"
"City University of Hong Kong;; City University of Hong Kong","dependency;; treebank;; buddhist;; chinese;; texts;; containing;; more;; 50k;; characters;; drawn;; four;; sutras;; canon;; dates;; composition;; span;; almost;; five;; centuries;; bear;; witness;; evolution;; language;; annotated;; part;; speech;; tagset;; penn;; stanford;; dependencies;; slight;; modifications;; article;; first;; discusses;; annotation;; framework;; reports;; inter;; annotator;; agreement;; describes;; search;; platform;; imported;; applies;; open;; question;; historical;; linguistics;; emergence;; copula","10.1093/llc/fqu048","witness;; treebank;; natural language processing;; linguistics;; history;; copula;; buddhism;; artificial intelligence;; annotation"
"University of Tehran;; University of Tehran;; University of Tehran;; University of Tehran","advancements;; industry;; information;; technology;; large;; volumes;; electronic;; documents;; newspapers;; emails;; weblogs;; theses;; daily;; producing;; considerable;; benefits;; easy;; organizing;; data;; management;; existence;; automatic;; systems;; spell;; grammar;; checker;; correctors;; help;; quality;; article;; development;; spelling;; grammatical;; real;; word;; error;; persian;; farsi;; language;; named;; vafa;; explained;; different;; kinds;; errors;; text;; categorized;; hybrid;; system;; both;; rule;; statistical;; approaches;; detect;; correct;; whole;; types;; detection;; correction;; phases;; fully;; approach;; attempts;; process;; integrated;; world;; collected;; test;; set;; indicate;; continuing;; work;; requires;; evaluation;; respect;; f0;; 5;; measure;; 0;; 908;; 452;; 187;; respectively;; moreover;; several;; free;; usable;; resources;; generated;; project;; research","10.1093/llc/fqu043","test set;; spelling;; spell;; persian;; newspaper;; natural language processing;; information technology;; hybrid system;; data management;; computer science;; artificial intelligence"
"Royal Institute of Amazigh Culture, Madinat Al Irfane, Rabat, Morocco","aim;; promoting;; amazigh;; language;; human;; technology;; royal;; institute;; culture;; investing;; great;; deal;; effort;; producing;; necessary;; linguistic;; resources;; tools;; context;; article;; gives;; overview;; original;; verbal;; morphological;; processor;; xerox;; finite;; state;; transducer;; platform;; consists;; two;; main;; components;; lexicon;; 3;; 637;; attested;; verbs;; set;; rules;; covering;; morphotactic;; morphophonological;; phenomena;; observed;; standard;; texts;; reliance;; ensured;; implementation;; efficient;; bidirectional;; system;; generation;; achieving;; rate;; 91;; correct;; standardized;; analyzer;; generator;; significantly;; performance;; natural;; processing;; applications;; information;; retrieval;; ataa;; allah;; boulaknadel;; 2010a;; concordancer;; 2010b;; certainly;; contribute;; spellchecking;; machine;; translation;; computer;; aided;; learning","10.1093/llc/fqu045","speech recognition;; natural language processing;; machine translation;; lexicon;; language technology;; language acquisition;; finite state transducer;; concordancer;; computer science;; artificial intelligence"
"UniversitÃ¤t Potsdam, Germany;; Saarland University;; University of Haifa","text;; classification;; distinguish;; automatically;; original;; translated;; texts;; hebrew;; morphologically;; complex;; language;; end;; design;; several;; linguistically;; informed;; feature;; sets;; capture;; word;; level;; sub;; morphological;; properties;; features;; enough;; allow;; development;; accurate;; robust;; classifiers;; lend;; themselves;; linguistic;; interpretation;; careful;; evaluation;; shows;; define;; indeed;; highly;; scale;; nicely;; domains;; trained;; addition;; best;; insight","10.1093/llc/fqu047","speech recognition;; natural language processing;; hebrew;; computer science;; artificial intelligence"
"University of Texas at Austin;; University of Texas at Austin","widely;; recognized;; shakespeare;; verse;; lines;; grew;; progressively;; longer;; his;; career;; unfolded;; scholars;; traditionally;; fact;; others;; date;; plays;; drawing;; existing;; original;; data;; relating;; verbal;; arrangements;; essay;; constructs;; chronology;; 42;; dramatic;; texts;; parts;; constrained;; correspondence;; internal;; pauses;; qualified;; relation;; principal;; component;; features;; recorded;; closings;; london;; playhouses;; owing;; plague;; more;; specific;; ordering;; canon;; previously","10.1093/llc/fqu068","shakespeare s plays;; philosophy;; new chronology;; literature;; correspondence analysis;; chronology;; canon"
"Katholieke Universiteit Leuven;; Katholieke Universiteit Leuven;; Katholieke Universiteit Leuven","formality;; variation;; written;; lexical;; words;; relational;; sphere;; california;; english;; geographical;; level;; first;; time;; article;; linguistic;; data;; word;; alternations;; formal;; informal;; term;; specific;; concept;; gathered;; newspapers;; web;; sites;; site;; restricted;; searches;; across;; asnaghi;; regional;; joint;; ph;; d;; dissertation;; universita;; cattolica;; sacro;; cuore;; university;; leuven;; milan;; italy;; belgium;; 2013;; series;; spatial;; statistical;; analyses;; grieve;; al;; identification;; aggregation;; language;; change;; 23;; 193;; 221;; 2011;; urban;; versus;; rural;; north;; south;; tendencies;; detected;; choices;; journalists;; rooted;; history;; golden;; state;; socioeconomical;; structure;; starr;; procter;; americans;; dream;; 1850;; 1915;; reviews;; books;; 1;; 9;; 201;; 1973;; hayes;; historical;; atlas;; original;; maps;; berkeley;; angeles;; london;; press;; 2007","10.1093/llc/fqu060","sociology;; sociolinguistics;; newspaper;; linguistics;; lexical variation;; formality;; dream"
"Heidelberg University;; Heidelberg University;; Heidelberg University;; Heidelberg University;; Heidelberg University","article;; approach;; citation;; segmentation;; addresses;; special;; challenges;; typically;; found;; digital;; humanities;; applications;; perform;; optical;; character;; recognition;; ocr;; input;; volumes;; printed;; bibliography;; turkology;; annual;; showcase;; application;; features;; serious;; difficulties;; state;; art;; techniques;; multilingual;; entries;; lack;; data;; redundancy;; inconsistencies;; noise;; markov;; logic;; networks;; mln;; richardson;; domingos;; machine;; learning;; 62;; 1;; 107;; 36;; 2006;; framework;; statistical;; relational;; combines;; first;; order;; probabilistic;; modeling;; formalization;; offers;; high;; expressivity;; flexibility;; makes;; tailor;; specific;; conventions;; show;; face;; segmenting;; references;; digitized;; formalizations;; outperform;; methods;; obtain;; 88;; f1;; score;; exact;; field;; match;; 24;; 8;; increase;; over;; conditional;; random;; fields;; system;; baseline;; contrast;; prior;; work;; address;; set;; featuring;; sparse;; noisy;; extends;; poon;; joint;; inference;; information;; extraction;; proceedings;; twenty;; second;; national;; conference;; artificial;; intelligence;; vancouver;; canada;; aaai;; press;; 2007;; applying;; level;; move;; able;; cope;; characterized;; knowledge;; hence;; rely;; annotated;; training;; rule;; sets;; designed;; adapted;; bibliographies;; types;; sources;; historical;; dictionaries;; encyclopedias","10.1093/llc/fqu061","statistical relational learning;; probabilistic logic;; optical character recognition;; markov chain;; machine learning;; information extraction;; inference;; data redundancy;; data mining;; conditional random field;; computer science;; artificial intelligence"
"Universidade Federal de Itajubá;; Department of Classical and Vernacular Letters, Londrina State University – UEL;; Department of Classical and Vernacular Letters, Londrina State University – UEL;; Universidade Federal de Itajubá","article;; aims;; computational;; tool;; developed;; order;; facilitate;; process;; generating;; visualizing;; linguistic;; maps;; sgvclin;; potential;; teaching;; resource;; dialectology;; area;; interest;; linguistics;; seeks;; describe;; variation;; especially;; spatial;; one;; rapidly;; developing;; brazil;; geolinguistic;; documenting;; phonetic;; lexical;; morphosyntactic;; geographic;; named;; information;; communication;; technologies;; help;; preparing;; stores;; material;; collected;; empirically;; database;; access;; means;; variety;; different;; reports","10.1093/llc/fqu065","linguistics;; information and communications technology;; geographic maps;; dialectology;; computer science;; area of interest"
"Tsinghua University;; Tsinghua University","article;; data;; mining;; selected;; examine;; linguistic;; features;; taking;; parts;; speech;; pos;; instance;; chinese;; quantitative;; stylistic;; feature;; said;; purpose;; explore;; determine;; texts;; different;; styles;; news;; science;; official;; art;; tv;; conversation;; daily;; establish;; corpus;; text;; vectors;; characterized;; principal;; component;; clustered;; agglomerative;; hierarchical;; clustering;; indicate;; distinctive;; support;; vector;; machine;; adopted;; classification;; model;; training;; precision;; recall;; rates;; validate;; random;; forest;; compute;; importance;; contribution;; important;; classified;; consequently;; experiments;; show;; taken;; preferably;; 60;; character","10.1093/llc/fqu067","support vector machine;; random forest;; principal component analysis;; precision and recall;; part of speech;; natural language processing;; distinctive feature;; conversation;; computer science;; cluster analysis;; artificial intelligence"
"University of Newcastle","writers;; best;; selling;; category;; romance;; imprint;; share;; common;; tendency;; decrease;; deployment;; unique;; words;; over;; span;; novels;; phenomenon;; vocabulary;; decay;; cannot;; found;; jane;; austen;; suggesting;; drop;; intrinsic;; genre;; itself;; unlikely;; true;; narrative;; purpose;; charles;; dickens;; shows;; extends;; beyond;; closer;; examination;; reveals;; progressive;; amounts;; linguistic;; chunking;; author;; fatigue;; desire;; produce;; more;; readable","10.1093/llc/fqu069","vocabulary;; romance;; phenomenon;; narrative;; literature;; linguistics;; intrinsic value;; history"
"","essay;; ontology;; workflow;; aims;; combine;; formal;; interpretive;; methods;; writing;; essays;; developing;; ontologies;; complementary;; approaches;; feed;; iterative;; process;; article;; uses;; examples;; research;; project;; javanese;; theatre;; offer;; reflections;; general;; interest;; researchers;; working;; digital;; humanities;; dh;; conclusion;; argues;; projects;; aim;; minimize;; differences;; rather;; outputs;; allow;; users;; examine;; contrasts;; interactions;; different;; modes;; knowledge;; production","10.1093/llc/fqu071","workflow;; ontology;; ontology;; knowledge management;; iterative and incremental development;; digital humanities;; computer science"
"National Cheng Kung University;; National Cheng Kung University;; National Cheng Kung University","little;; review;; research;; regard;; latest;; developments;; mobile;; assisted;; language;; learning;; mall;; implications;; professionals;; emerging;; field;; information;; technology;; applied;; teaching;; hence;; work;; aimed;; number;; studies;; investigated;; effectiveness;; devices;; facilitate;; providing;; overview;; previous;; article;; practical;; both;; educators;; researchers;; intend;; classrooms;; investigators;; searched;; literature;; published;; isi;; web;; science;; keywords;; reviews;; titles;; abstracts;; total;; 24;; m;; articles;; data;; collection;; process;; text;; mining;; techniques;; adopted;; task;; model;; taylor;; al;; 2006;; categorize;; analyze;; journal;; order;; examine;; trends;; show;; majority;; aim;; identify;; efficiency;; newly;; developed;; smart;; phones;; ipads;; approaches;; generally;; beneficial;; challenges;; users;; academics;; teachers;; conclude;; more;; needed;; investigate;; communication;; occurs;; learners;; cognitive;; domains","10.1093/llc/fqu070","multimedia;; mobile assisted language learning;; mobile device;; language education;; language acquisition;; information technology;; data collection;; computer science;; cognition;; categorization"
"Ben-Gurion University of the Negev;; Ben-Gurion University of the Negev;; Ben-Gurion University of the Negev","research;; studies;; effect;; language;; orthographic;; characteristics;; performance;; digital;; word;; recognition;; degraded;; documents;; historical;; provide;; rigorous;; scheme;; quantifying;; statistical;; influence;; quality;; compare;; several;; four;; natural;; languages;; measure;; individual;; characteristic;; process;; end;; create;; synthetic;; except;; one;; examine;; identical;; two;; algorithms;; summarize;; values;; methods","10.1093/llc/fqu051","word recognition;; synthetic language;; speech recognition;; orthographic projection;; natural language processing;; natural language;; computer science;; artificial intelligence"
"Durham University;; Helsinki Institute for Information Technology;; Helsinki Institute for Information Technology","evolution;; fairy;; tales;; involves;; complex;; interactions;; oral;; literary;; traditions;; difficult;; tease;; apart;; investigating;; origins;; show;; computer;; assisted;; stemmatology;; productively;; applied;; problem;; focusing;; long;; standing;; controversy;; tale;; scholarship;; little;; red;; riding;; hood;; originate;; adapted;; perrault;; brothers;; grimm;; tradition;; fact;; derived;; texts;; address;; question;; analysing;; sample;; twenty;; four;; literal;; versions;; several;; methods;; phylogenetic;; maximum;; parsimony;; two;; network;; approaches;; neighbournet;; trex;; analyses;; more;; compatible;; hypothesis;; alternative;; interpretation;; problematized;; none;; explicitly;; model;; lineal;; ancestor;; descendent;; relationships;; taxa;; likelihood;; phylodag;; specifically;; developed;; collateral;; reticulate;; comparison;; different;; structures;; clearer;; strongly;; favoured;; originally;; folktales;; rather;; vice;; versa","10.1093/llc/fqv016","scholarship;; phylogenetic network;; performance art;; oral tradition;; maximum parsimony;; literature;; genealogy;; art"
