AA.DAfN,AW,DOI,F.FN
"Kyoto University","global;; marketplaces;; rapidly;; expanding;; affects;; organisational;; human;; managerial;; demands;; quality;; key;; competitiveness;; become;; fundamental;; way;; managing;; business;; anywhere;; market;; growth;; profitability;; changing;; world;; must;; make;; accurate;; judgements;; take;; prompt;; actions;; same;; time;; requirement;; us;; recognise;; certain;; important;; underlying;; constraints;; remain;; essentially;; more;; basic;; intrinsic;; character;; cost;; productivity;; closely;; attractiveness;; products;; services;; positive;; satisfaction","10.1007/s00146-003-0251-4","profitability index;; market growth;; knowledge management;; intrinsic value;; industrial organization;; computer science;; attractiveness"
";; ","paper;; research;; linking;; national;; culture;; technology;; development;; identifies;; key;; features;; korean;; collectivism;; hierarchical;; authoritarianism;; affect;; technological;; innovation;; perspective;; casts;; light;; cultural;; generally;; confirming;; ties;; organisation;; level;; less;; success;; accounting;; barriers;; collectivist;; nations;; especially;; interorganisational;; according;; closed;; korea;; responsible;; electronic;; data;; interchange;; edi;; systems;; failure;; industry;; wide;; standard;; hence;; develop;; open;; make;; communications;; manufacturer;; supplier;; free;; koreans","10.1007/s00146-002-0243-9","technology development;; performing arts;; korean culture;; knowledge management;; information system;; electronic data interchange;; computer science;; collectivism;; automotive industry;; authoritarianism"
"LinkÃ¶ping University;; Chalmers University of Technology","","10.1007/s00146-003-0247-0","quality management;; performing arts;; management science;; knowledge management;; computer science"
"University of Nottingham","more;; companies;; understanding;; benefits;; designing;; work;; enhance;; rather;; minimise;; contributions;; employees;; human;; centred;; systems;; require;; supportive;; subsystems;; training;; job;; team;; design;; performance;; measurement;; information;; provide;; people;; ability;; motivation;; opportunity;; become;; increasingly;; involved;; involvement;; different;; communication;; interfaces;; providing;; data;; background;; both;; personally;; site;; process;; past;; few;; years;; media;; visualisation;; numerous;; greater;; capabilities;; paper;; examines;; requirements;; certain;; features;; modern;; manufacturing;; enterprises;; local;; control;; skills;; knowledge;; function;; allocation;; communications;; assesses;; utility;; three;; broad;; types;; display;; personal;; digital;; assistants;; pdas;; multimedia;; closed;; circuit;; television;; cctv;; virtual;; environments;; ves;; shopfloor","10.1007/s00146-003-0250-5","visualization;; virtual machine;; team design;; performing arts;; performance measurement;; knowledge management;; information and communications technology;; function allocation;; computer science"
"University of Wisconsin-Madison;; RAND Corporation","selected;; issues;; quality;; management;; qm;; applications;; traditional;; environments;; public;; sector;; community;; presented;; two;; ergonomic;; themes;; emphasised;; balanced;; work;; system;; participation;; case;; studies;; provide;; examples;; examine;; organisations;; communities;; theoretical;; development;; concept;; necessary;; more;; research;; developing;; adapting;; models;; methods;; setting","10.1007/s00146-003-0249-y","work systems;; quality management;; public sector;; performing arts;; knowledge management;; human factors and ergonomics;; computer science"
"UPC-EIO Technical University of Catalunya","","10.1007/s00146-003-0252-3","total quality management;; social contract;; quality management;; performing arts;; management science;; knowledge management;; computer science;; balance theory"
"National University of Ireland, Galway","","10.1007/s00146-003-0258-x","quality management;; performing arts;; management science;; knowledge management;; computer science"
"Linköping University;; Linköping University","toward;; holistic;; understanding;; human;; motivation;; core;; values;; entrance;; people;; commitment","10.1007/s00146-003-0257-y","performing arts;; knowledge management;; intellectual capital;; emotional intelligence;; core competency;; computer science"
"State University of New York System","pressures;; service;; economy;; globalisation;; increase;; techniques;; may;; appropriate;; designing;; systems;; paper;; examines;; tradition;; quality;; argues;; unique;; characteristics;; joint;; production;; offerings;; operators;; customers;; benefit;; human;; factors;; interaction;; reviewed;; four;; issues;; extracted;; directly;; applicable;; encounters;; interface;; design;; understanding;; error;; causation;; operator;; automation;; function;; allocation;; framework;; considering;; technology;; explicitly","10.1007/s00146-003-0248-z","service system;; service quality;; service product management;; service level requirement;; service level objective;; service guarantee;; service design;; service delivery framework;; knowledge management;; computer science"
"OAM","","10.1007/s00146-003-0254-1","total quality management;; quality management;; performing arts;; management science;; knowledge management;; gravitational system;; corporate governance;; computer science"
"University of Maryland, College Park","","10.1007/s00146-003-0256-z","urban sprawl;; sustainability;; social sustainability;; knowledge management;; human heart;; human condition;; excellence;; engineering ethics;; computer science;; common good"
"Central Queensland University","","10.1007/s00146-003-0255-0","total quality management;; quality management;; management science;; learning organization;; knowledge management;; computer science"
"Antwerp University;; Topconsult","quality;; organisational;; context;; includes;; more;; employee;; oriented;; arrangements;; systems;; introduction;; relationship;; pattern;; employers;; employees;; rightly;; program;; article;; describe;; shifting;; roles;; hrm;; people;; management;; general;; changing;; environmental;; original;; fit;; model;; role;; partner;; champion;; highlighted;; implemented;; 1990s;; multinational;; company;; specifically;; background;; motives;; approach;; basic;; principles;; main;; phases;; implementation;; social;; contract","10.1007/s00146-003-0246-1","social contract;; quality management;; psychological contract;; performing arts;; new deal;; multinational corporation;; knowledge management;; human resource management;; financial management;; computer science"
"University of Karlstad","","10.1007/s00146-003-0253-2","total quality management;; quality management;; performing arts;; management science;; knowledge management;; gross national product;; customer satisfaction;; computer science"
"RWTH Aachen University;; RWTH Aachen University","fundamental;; changes;; information;; exchange;; communication;; society;; today;; caused;; fast;; thorough;; penetration;; facets;; life;; networked;; computers;; mobile;; phones;; both;; soon;; merge;; traditional;; tv;; developments;; four;; different;; levels;; individuals;; groups;; organisations;; networks;; furthermore;; contradictory;; developmental;; patterns;; global;; versus;; regional;; development;; entrepreneurship;; scales;; data;; availability;; security;; reality;; virtuality;; education;; ethics;; multimedia;; internet","10.1007/s001460200018","virtuality;; the internet;; regional development;; merge;; knowledge management;; information exchange;; information and communications technology;; entrepreneurship;; data security;; computer science"
"Radboudstichting Wetenschappelijk Onderwijsfonds, Vught, The Netherlands","paper;; fundamental;; aspects;; societal;; change;; processes;; leading;; proposals;; cope;; changes;; continuous;; learning;; society;; presently;; emerging;; worldwide;; shaped;; advanced;; networked;; information;; communication;; technology;; correspondingly;; certain;; trends;; identified;; indicate;; towards;; subsequently;; different;; personal;; skills;; members;; finishes;; case;; deals;; regional;; development;; open;; business;; aim;; project;; develop;; joint;; family;; vacation;; concept;; former;; socialist;; east;; german;; state;; saxonia;; illustrates;; across;; taken;; place;; countries;; era","10.1007/s001460200017","sociology;; socialism;; social change;; regional development;; knowledge management;; information and communications technology;; global challenges;; german;; entrepreneurship;; business process"
"University of Gothenburg","","10.1007/s001460200023","science park;; regional development;; performing arts;; library science;; knowledge management;; computer science"
"University of Huddersfield","television;; global;; ubiquitous;; technology;; played;; unique;; role;; shaping;; modern;; society;; member;; family;; household;; regarded;; both;; consciously;; subconsciously;; social;; actor;; way;; remarkably;; similar;; members;; individuals;; households;; broad;; groups;; form;; complex;; relationships;; underlying;; technologies;; remained;; relatively;; simple;; until;; now;; paper;; looks;; add;; intelligence;; change;; relationship;; good;; ill","10.1007/s00146-002-0236-8","television studies;; subconscious;; social group;; public relations;; personalization;; performing arts;; multimedia;; knowledge management;; emerging technologies;; computer science"
"Nottingham Trent University","paper;; examines;; implications;; cultural;; policy;; context;; globalisation;; trade;; convergence;; technologies;; issues;; specifically;; examined;; aftermath;; inconclusive;; world;; organization;; wto;; meeting;; seattle;; 1999;; argues;; relevance;; australian;; experiences;; formulation;; response;; cites;; examples;; may;; relevant;; europe;; elsewhere;; asserts;; concepts;; creative;; infrastructure;; communications;; platform;; offer;; particularly;; effective;; necessary;; resource;; base","10.1007/s00146-002-0235-9","world trade;; sociology;; political economy;; performing arts;; law;; knowledge management;; globalization;; cultural policy;; creative industries;; cites"
"University of South Wales","power;; entrants;; music;; industry;; derives;; position;; brokers;; computer;; mediated;; environments;; act;; instrumentally;; exploit;; network;; turn;; depends;; ability;; build;; sustain;; links;; hyperlinks;; bricolage;; entrepreneurship;; refers;; intuitive;; manipulation;; resources;; order;; achieve;; perhaps;; tacit;; goals;; without;; careful;; stewardship;; intellectual;; wealth;; created;; may;; profit;; neither;; individual;; nor;; wider;; community","10.1007/s00146-002-0228-8","the internet;; performing arts;; music industry;; knowledge management;; intellectual property;; hyperlink;; exploit;; entrepreneurship;; computer science;; bricolage"
"University of Tokyo;; University of Tokyo;; University of Tokyo","last;; years;; demand;; regionally;; culturally;; harmonised;; machine;; design;; increasingly;; agenda;; problem;; localising;; products;; tools;; instantly;; poses;; question;; procedures;; allow;; regional;; cultural;; adaptations;; processes;; tool;; companies;; transform;; general;; insight;; necessity;; culture;; region;; adapted;; technologies;; embed;; procedure;; comprising;; applicable;; attributes;; crucial;; addressed;; paper;; shows;; exemplary;; way;; ambiguous;; eventually;; embodied;; prototype","10.1007/s00146-003-0262-1","performing arts;; machine tool;; machine design;; knowledge management;; engineering management;; embodied cognition;; design education;; computer science;; artificial intelligence"
"University of Bremen;; University of Bremen","technology;; transfer;; tt;; highly;; complex;; problem;; development;; cooperation;; case;; studies;; itb;; conducted;; projects;; focusing;; automobile;; steel;; production;; machine;; tool;; sector;; indicate;; multi;; dimensionality;; know;; greatly;; underestimated;; planning;; implementation;; tts;; one;; industrial;; culture;; another;; greater;; insight;; knowledge;; problems;; generalised;; finding;; subject;; detailed;; investigation;; illustrate;; two;; joint;; ventures;; iran;; namely;; soviet;; italian;; works","10.1007/s00146-003-0261-2","technology transfer;; strategic human resource planning;; machine tool;; knowledge management;; industrial culture;; computer science"
"University of Bremen","","10.1007/s00146-003-0260-3","performing arts;; management science;; knowledge management;; computer science"
"Università di Napoli “Federico II”","","10.1007/s00146-003-0265-y","cybernetics;; computer science;; cognitive science"
"University of Akron","always;; fear;; machines;; industrial;; revolution;; instance;; developed;; fueled;; steam;; oil;; assist;; us;; labour;; intensive;; tasks;; saw;; dramatic;; increases;; productivity;; worried;; maybe;; rightfully;; so;; outpaced;; physically;; knew;; compete;; learned;; accept;; nature;; technologies;; seen;; way;; life;; least;; now;; today;; type;; machine;; worry;; one;; powered;; knowledge;; designed;; aid;; mental;; design;; goal;; troubles;; perhaps;; stems;; notion;; surpassed;; mechanical;; consider;; creativity;; province;; humanity;; development;; intelligent;; stirs;; emotions;; paper;; looks;; emotional;; relationship;; considers;; questions;; both;; old;; may;; concerned;; ourselves;; focus;; discussion;; introspection;; takes;; close;; look;; films;; 2001;; space;; odyssey;; artificial;; intelligence;; means;; answer;; lived;; building;; simply;; casts;; light","10.1007/s00146-003-0266-x","wonder;; performing arts;; knowledge management;; introspection;; internet privacy;; intelligent machine;; industrial revolution;; humanity;; emerging technologies;; creativity;; computer science;; artificial intelligence"
"Kingston University","","10.1007/s00146-003-0264-z","performing arts;; knowledge management;; engineering ethics;; computer science"
"Space & Virtuality Studio, Interactive Institute, Beijerskajen 8, 20506, MalmÃ¶, Sweden#TAB#","technological;; development;; international;; competition;; imposed;; significant;; burden;; product;; function;; companies;; growing;; complexity;; products;; demands;; larger;; team;; people;; competencies;; simultaneously;; importance;; good;; quality;; usability;; customisation;; want;; involve;; customers;; users;; directly;; work;; both;; demand;; ways;; working;; support;; collaboration;; interests;; responsibilities;; inside;; outside;; company;; paper;; reports;; experiences;; action;; research;; introduce;; user;; centred;; practices;; two;; commercial;; projects;; interventions;; varied;; first;; project;; found;; rewarding;; engage;; workshops;; participatory;; inquiry;; collaborative;; design;; process;; iterative;; took;; place;; several;; times;; involving;; concept;; detailed;; second;; representations;; introduced;; highlight;; creating;; reifying;; insights;; create;; continuity;; ends;; discussion;; scientific;; rigor;; imply","10.1007/s00146-003-0271-0","usability;; rigour;; product design;; new product development;; management science;; knowledge management;; engineering design process;; computer science;; competence;; citizen journalism;; action research"
"Technical University of Denmark","paper;; concept;; systematisation;; praxis;; operational;; approach;; alternative;; consulting;; experiences;; essences;; developed;; latin;; america;; years;; both;; popular;; urban;; rural;; sectors;; taking;; departure;; concrete;; example;; outline;; central;; questions;; ought;; process;; real;; life;; case;; activities;; development;; centre;; odsherred;; denmark;; redesign;; strategies;; recreate;; actions;; future;; carried;; community;; work;; region;; focusing;; cultural;; finally;; methodological;; reflections;; presented","10.1007/s00146-003-0267-9","sociology;; social science;; praxis;; operational approach;; latin americans;; knowledge management;; engineering ethics;; dialectic;; cultural activities;; community work;; action research"
"IPL Foundation, via Marconi 8, 40122 , Bologna, Italy#TAB#;; IPL Foundation, via Marconi 8, 40122 , Bologna, Italy#TAB#","paper;; describes;; highly;; specific;; italian;; action;; research;; experience;; connected;; trade;; unions;; going;; different;; phases;; 1970s;; day;; journey;; time;; approaches;; ranges;; initial;; focusing;; health;; safety;; problems;; workplace;; involving;; workers;; co;; designers;; working;; environments;; today;; search;; conference;; phase;; full;; description;; comment;; methods;; utilised;; group;; main;; methodological;; shift;; one;; discussion;; groups;; bion;; thinking;; conferences;; emery;; line;; both;; oriented;; subjectivity;; people;; involved;; subject;; observation;; researchers;; aim;; acquire;; reliable;; knowledge;; stake;; pass;; union;; organised;; order;; promote;; actions;; hence;; circuit;; upon;; actors;; process;; integrated;; point;; view;; design;; so;; really;; perspective;; course;; multiple;; perspectives;; case;; opens;; epistemological","10.1007/s00146-003-0275-9","subjectivity;; sociology;; performing arts;; occupational safety and health;; management science;; discussion group;; action research"
"Heriot-Watt University","","10.1007/s00146-003-0268-8","total quality management;; self organisation;; quality management system;; performing arts;; knowledge management;; computer science;; balanced scorecard"
"University of Gothenburg;; Yeungnam University","","10.1007/s00146-003-0277-7","venture capital;; technology innovation;; regional innovation system;; knowledge management;; innovation system;; industrial organization;; foreign direct investment;; computer science"
"Technical University of Denmark;; Technical University of Denmark","aim;; article;; analyse;; entrepreneurship;; action;; research;; perspective;; fundamental;; capabilities;; processes;; answer;; questions;; includes;; case;; danish;; entrepreneur;; his;; networks;; finally;; discusses;; more;; long;; term;; methods;; integrated;; entrepreneurial;; impacts;; implementation","10.1007/s00146-003-0270-1","sociology;; social science;; practical reason;; knowledge management;; entrepreneurship;; engineering ethics;; action research"
"Università degli Studi di Bologna, Facoltà di Scienze della Formazione, Dipartimento di Scienze dell’Educazione, Via Zamboni 34, 40126, Bologna, Italy#TAB#","essay;; examines;; politically;; engaged;; research;; genre;; follows;; biography;; author;; founded;; two;; journals;; one;; mathematical;; models;; published;; english;; quality;; quantity;; committed;; social;; economic;; italian;; inchiesta;; focuses;; italy;; 1950s;; lazarsfeld;; vienna;; 1920s;; united;; states;; 1960s;; post;; 1968;; types;; different;; another;; terms;; interpretative;; model;; reality;; methods;; relations;; tendering;; party;; people;; observed;; allows;; understand;; kind;; performed;; seek;; modify;; grounds;; metaphor;; crystal;; flame;; presented;; italo;; calvino;; order;; classify;; facts;; ideas;; styles;; feelings;; visualise;; polarity;; difficulty;; impossibility;; contact;; always;; sociology;; tendencies;; towards;; discipline;; offers;; objective;; instead;; central;; produces;; change;; qualitative;; quantitative;; utilised;; service;; us;; separate;; first;; foremost;; others;; purposes;; market;; verify;; theoretical;; hypotheses;; etc;; same;; lies;; indeed;; identify;; type;; area;; extreme;; tending;; utmost;; objectivity;; scientific;; co;; ordinators;; try;; information;; subjects;; maintaining;; greatest;; distance;; must;; know;; coordinator;; completely;; involves;; gathering;; serve;; realise;; piece;; whose;; political;; aims;; explicitly;; shared;; identification;; sufficiently;; articulated;; typology;; important;; consider;; five;; dimensions;; characteristics;; his;; her;; belonging;; academic;; professional;; status;; b;; general;; tender;; funding;; topic;; choice;; contributions;; sociological;; theory;; duration;; c;; actors;; intensity;; d;; ordinator;; methodological;; choices;; basic;; strategies;; procedures;; exemplifies;; left;; realised;; times;; contexts;; start;; considering;; appeared;; analyse;; austria;; end;; follow;; kinds;; 1970s;; early;; 1980s;; please;; refer;; am;; editor;; language;; journal;; international;; methodology;; 1966;; today;; kluwer;; amsterdam;; review;; 1971;; still;; dedalo;; bari","10.1007/s00146-003-0274-x","typology;; sociology;; sociological theory;; social science;; social change;; politics;; objectivity;; metaphor;; market research;; management science;; impossibility;; epistemology"
"University of Bremen","paper;; deals;; current;; problems;; innovation;; manufacturing;; industries;; shortcomings;; analysed;; contradictions;; conventional;; modernity;; main;; characteristic;; makes;; transition;; reflexive;; era;; intentional;; side;; effects;; omnipresent;; increase;; uncertainties;; societal;; levels;; furthermore;; emerging;; culturally;; appropriate;; regionalized;; products;; contributes;; reconsideration;; assumptions;; goals;; end;; finally;; embedded;; concept;; culture;; framework;; assessing;; prospects;; trans;; disciplinary;; collaboration;; engineers;; social;; scientists","10.1007/s00146-003-0278-6","sociology;; reflexivity;; performing arts;; modernity;; manufacturing;; knowledge management;; innovation management;; industrial culture;; ethnocomputing"
"Technical University of Denmark;; Instituto Per Il Lavoro, Department of Manufacturing Engineering and Management, Via Marconi 8, 40122 , Bologna, Italy#TAB#","historically;; italian;; scandinavian;; institutionalisation;; action;; research;; developed;; different;; tracks;; question;; if;; promising;; prospects;; combine;; experiences;; methodologies;; across;; european;; regions;; alternatively;; conclude;; mainly;; local;; activity;; firmly;; rooted;; special;; culture;; countries","10.1007/s00146-003-0276-8","sociology;; social science;; performing arts;; knowledge management;; institutionalisation;; engineering ethics;; action research"
"Case Western Reserve University","comparisons;; japan;; western;; countries;; long;; explore;; relationship;; technology;; culture;; 1950s;; 1960s;; work;; sought;; determine;; if;; technological;; imperatives;; diminishing;; cultural;; differences;; 1970s;; 1980s;; early;; 1990s;; identify;; aspects;; japanese;; might;; lie;; root;; successes;; article;; argues;; now;; undertake;; more;; micro;; systematic;; comparative;; studies;; directly;; grounded;; theory;; concentrating;; engineers;; practice;; engineering;; seem;; especially;; promising;; starting;; point","10.1007/s00146-003-0280-z","performing arts;; knowledge management;; japanese culture;; hofstede s cultural dimensions theory;; engineering ethics;; cultural diversity;; computer science"
"Universidad de las Américas Puebla;; Universidad de las Américas Puebla","objective;; work;; analyse;; provide;; solutions;; problems;; encountered;; engineering;; processes;; undertaken;; global;; companies;; established;; mexico;; considerations;; centred;; relation;; culture;; people;; process;; takes;; place;; one;; automobile;; consortium;; huge;; assembly;; plant;; researched;; case;; developed;; change;; time;; delays;; carrying;; analysed;; important;; areas;; software;; operation;; design;; engineers;; training;; teamwork;; adaptation;; different;; cultures;; technology;; transfer;; language;; barriers;; concurrent;; means;; gain;; reduction;; sought;; special;; attention;; recommended;; education;; personnel;; preparation;; organisational","10.1007/s00146-003-0282-x","technology transfer;; teamwork;; software;; production engineering;; language barrier;; knowledge management;; global manufacturing;; engineering management;; design process;; concurrent engineering;; computer science"
"Technical University of Denmark","economic;; social;; technological;; developmental;; trends;; induced;; challenges;; intra;; inter;; organisational;; cooperation;; facilitator;; defined;; process;; guide;; creative;; becoming;; more;; focus;; assist;; groups;; teams;; networks;; meet;; author;; defines;; exemplifies;; different;; levels;; core;; capabilities;; facilitation;; explained;; level;; finally;; societal;; ethical;; aspects;; future;; perspectives;; disseminating;; facilitative;; values;; methods","10.1007/s00146-003-0285-7","tacit knowledge;; performing arts;; knowledge management;; facilitator;; facilitation;; dissemination;; creativity;; computer science"
"Chuo University;; Chuo University","activities;; product;; design;; manufacturing;; carried;; worldwide;; scale;; operations;; outsourcing;; fabless;; occur;; frequently;; both;; processes;; stimulate;; outbreaks;; abovementioned;; phenomena;; situation;; knowledge;; data;; collected;; same;; enterprise;; place;; ethnic;; group;; now;; sufficient;; precise;; enough;; plan;; ongoing;; paper;; tries;; example;; containing;; element;; production;; culture;; estimate;; risk;; trouble;; happen","10.1007/s00146-003-0281-y","production engineering;; product design;; outsourcing;; manufacturing operations;; knowledge management;; computer integrated manufacturing;; computer science"
"Texas Tech University","paper;; explore;; ways;; artificial;; intelligence;; ai;; mediated;; discursively;; assume;; informed;; ancestral;; dream;; reproduce;; nature;; means;; drives;; production;; cyborg;; discourse;; hinges;; belief;; human;; especially;; reduced;; symbol;; manipulation;; hence;; replicated;; machine;; produces;; systems;; rhetorical;; merely;; describe;; reflect;; set;; prevailing;; attitudes;; technology;; support;; argument;; analyse;; research;; articles;; embodied;; conversational;; agent;; called;; real;; estate;; rea;; mobilise;; strategies;; systematically;; downplay;; system;; artificiality;; bolster;; humanlike;; qualities;; context;; produce;; machines;; strong;; bias;; interaction;; designers;; claim;; humanness;; argue;; final;; section;; needs;; little;; justification","10.1007/s00146-003-0284-8","symbol;; software agent;; sociology;; rhetorical question;; rhetoric;; metaphor;; embodied cognition;; dialog system;; artificiality;; artificial intelligence"
"Osaka University","paper;; focuses;; japanese;; technology;; formed;; machine;; tool;; industry;; builders;; competed;; r;; d;; innovation;; process;; domestic;; international;; markets;; competition;; computerised;; numerically;; controlled;; cnc;; tools;; drastic;; changes;; occurred;; ranking;; individual;; firms;; prior;; transformation;; traditional;; big;; 5;; companies;; occupied;; largest;; market;; share;; 3;; size;; origins;; explains;; change;; stemmed;; different;; attitudes;; towards","10.1007/s00146-003-0283-9","ranking;; performing arts;; market share;; machine tool;; knowledge management;; international market;; innovation process;; industrial organization;; computer science"
