AA.DAfN,AW,DOI,F.FN
"","paper;; offers;; overview;; library;; congress;; geography;; map;; division;; efforts;; digitise;; collection;; number;; hard;; copy;; maps;; huge;; over;; 5;; million;; catalogued;; continue;; added;; digital;; formats;; forefront;; developing;; collections;; providing;; access;; via;; internet;; american;; memory;; origins;; 1980s;; current;; format;; profiled;; features;; presented;; detail;; constantly;; undergoing;; revision;; currently;; highlighting;; civil;; war;; liberia;; revolutionary;; early;; railroad;; louisiana;; purchase;; u;; national;; parks;; wealth;; information;; contained;; makes;; digitisa","10.3366/ijhac.2012.0041","world wide web;; the internet;; spanish civil war;; social science;; library of congress;; hard copy;; geography;; digital library;; digital collections;; digital archives"
"","ala;; accredited;; programs;; master;; library;; information;; studies;; offered;; 63;; total;; 3000;; colleges;; universities;; united;; states;; canada;; professional;; goals;; objectives;; current;; 2008;; accreditation;; standards;; highlighted;; applied;; both;; traditional;; campus;; newly;; created;; elearning;; courses;; mls;; mlis;; factors;; establishing;; program;; scsu;; methods;; quality;; control;; assessment;; online;; explained","10.3366/ijhac.2012.0050","library science;; geography;; e learning;; case analysis;; accreditation"
"","paper;; unified;; content;; service;; digital;; museum;; ucsdm;; concept;; model;; depict;; issues;; unifying;; global;; services;; users;; connecting;; numerous;; value;; added;; applications;; both;; virtual;; physical;; spaces;; meet;; needs;; individuals;; target;; groups;; long;; term;; perspective;; management;; system;; framework;; comprises;; processes;; structures;; fulfil;; practical;; implementation;; large;; scale;; project;; includes;; natural;; science;; successfully;; implemented;; feasibility","10.3366/ijhac.2012.0040","world wide web;; sustainable development;; service management system;; service management;; multimedia;; knowledge management;; geography;; concept model;; community management"
";; ;; ;; ","illustrate;; data;; sets;; defined;; set;; independently;; digital;; archive;; projects;; linked;; mutually;; enrich;; tombstone;; thakbong;; visionary;; 1956;; census;; chen;; fried1;; published;; 1968;; distribution;; family;; names;; taiwan;; explain;; assumptions;; dimensions;; two;; mapped;; so;; values;; missing;; one;; completed;; second;; estimated;; replaced;; more;; reliable;; conflicting;; both;; trigger;; hypotheses;; concerning;; validity","10.3366/ijhac.2012.0038","geography;; genealogy;; ethnic group;; documentation;; data set;; chen;; census"
"","article;; introduces;; electronic;; records;; preservation;; mechanism;; designed;; national;; archives;; administration;; naa;; taiwan;; governmental;; agencies;; migration;; technologies;; encapsulated;; xml;; files;; units;; implemented;; pilot;; programme;; 2004;; test;; feasibility;; software;; system;; started;; 2006;; draft;; management;; regulations;; april;; 2011;; launched;; technical;; service;; center;; provide;; consultation;; record;; managers;; established;; laboratory;; responsible;; developing;; tools;; enhance;; capabilities","10.3366/ijhac.2012.0043","xml;; world wide web;; technical service;; software system;; national archives;; multimedia;; geography;; engineering management;; electronic records;; digital preservation;; digital archives;; delegation"
";; ;; ","europe;; japanese;; ceramic;; lacquer;; objects;; collected;; interior;; decoration;; early;; seventeenth;; century;; nineteenth;; worldwide;; fashion;; japonisme;; generated;; extensive;; trade;; decorative;; arts;; consequently;; museums;; private;; collections;; over;; world;; rich;; holdings;; despite;; popularity;; profound;; influence;; western;; applied;; systematic;; research;; backward;; investigation;; art;; forms;; actually;; difficult;; gain;; access;; scattered;; numerous;; achieve;; high;; quality;; images;; mention;; few;; specialists;; capable;; documenting;; generally;; why;; online;; databases;; dedicated;; centre;; ritsumeikan;; university;; kyoto;; japan;; developed;; cultural;; assets","10.3366/ijhac.2012.0037","world wide web;; visual arts;; social science;; research centre;; popularity;; interior design;; image database;; geography;; decorative arts;; applied arts"
";; ;; ;; ","museums;; interactive;; data;; collection;; visualisation;; tool;; artefacts;; paper;; describes;; enable;; access;; chinese;; japanese;; cultural;; heritage;; information;; two;; history;; national;; palace;; museum;; taiwan;; tokugawa;; art;; japan;; databases;; develop;; prototype;; system;; advanced;; learning;; historical;; timeline;; functionalities;; foreigners;; temporal;; user;; powerful;; manipulation;; graphical;; tools;; might;; become;; basis;; digital;; heritages;; especially;; foreign;; users","10.3366/ijhac.2012.0045","world wide web;; visualization;; user interface;; timeline;; museum informatics;; multimedia;; literacy;; geography;; data manipulation language;; cultural learning;; cultural heritage"
";; ;; ","logistically;; data;; biological;; collections;; divided;; three;; main;; categories;; digitisation;; label;; appearing;; specimen;; annotation;; curatorial;; containers;; boxes;; cabinets;; folders;; hold;; supplementary;; held;; separately;; indices;; archives;; literature;; fundamentally;; different;; properties;; framework;; implications;; capture;; process;; assessed;; relation;; alternative;; entry;; workflows;; methodologies;; create;; more;; efficient;; accurate;; system;; see;; clear;; benefit;; prioritisation;; format;; suitable;; allowing;; rapid;; cataloguing;; finally;; th","10.3366/ijhac.2012.0042","world wide web;; workflow;; multimedia;; information retrieval;; data entry;; computer science;; automatic identification and data capture;; annotation"
"Max Planck Society;; Max Planck Society;; ;; ","qing;; imperial;; court;; documents;; major;; source;; primary;; research;; material;; studying;; era;; china;; provide;; direct;; first;; hand;; details;; national;; affairs;; handled;; way;; archived;; cumbersome;; collect;; covering;; same;; event;; rebuild;; original;; contexts;; paper;; describe;; information;; technology;; developed;; discover;; two;; important;; useful;; relations;; citation;; relation;; edicts;; memorials;; discovered;; 6;; 801;; pairs;; 37;; 831;; taiwan;; history;; digital;; library;; thdl;; 1;; 101;; graphs;; successive;; citations;; call;; ie;; m;; diagrams;; second;; template;; indicates;; groups;; created;; following;; specific;; format;; numerical;; data;; tabulated","10.3366/ijhac.2012.0036","primary research;; information technology;; history;; graph;; genealogy;; digital library;; citation;; china"
"","paper;; overview;; case;; research;; investigated;; digital;; library;; dl;; resources;; two;; undergraduate;; classes;; explored;; faculty;; students;; perceptions;; educational;; libraries;; found;; academic;; dls;; primarily;; textual;; turn;; open;; web;; visual;; multimedia;; participants;; perceive;; useful;; source;; images;; search;; engines;; searching;; limited;; teaching;; learning;; usefulness;; ease;; especially;; if;; broader;; information;; landscape;; conjunction;; systems;; context;; following;; 1;; viewed;; user;; friendly;; discourages;; potential;; users;; trying;; provide","10.3366/ijhac.2012.0044","world wide web;; web resource;; usability;; study research;; perception;; multimedia;; library classification;; information system;; information landscape;; digital library;; computer science"
";; ;; ;; ;; ","taiwan;; governed;; several;; colonial;; powers;; past;; places;; interest;; reflect;; cultural;; influences;; different;; periods;; nation;; history;; people;; may;; unaware;; historical;; background;; visit;; so;; unable;; annotate;; photographs;; appropriate;; descriptions;; helping;; find;; information;; short;; time;; important;; issue;; paper;; propose;; multifaceted;; photo;; summarisation;; approach;; exploits;; host;; analytical;; techniques;; include;; content;; image;; colour;; data;; mining;; images;; relevant;; system;; contains;; user;; interface;; users;; interactive;; recommendation;; annotation;; helps;; collections;; suggesting;; terms;; database;; integrated","10.3366/ijhac.2012.0035","world wide web;; user interface;; relevance feedback;; multimedia;; information retrieval;; geography;; exploit;; cultural influence;; cluster analysis;; automatic image annotation;; annotation database;; annotation"
";; ;; ","development;; young;; children;; senses;; action;; mobility;; good;; visual;; cognition;; help;; habits;; reading;; writing;; logical;; learning;; digital;; teaching;; materials;; common;; enhancing;; creativity;; effects;; interacting;; manners;; influences;; attitudes;; lead;; enhance;; motivations;; fun;; game;; maintains;; longer;; attention;; advances;; cognitive;; skills;; easy;; intends;; design;; system;; gogobox;; augmented;; virtual;; technology;; methodology;; device;; testing;; pre;; test;; group;; so;; understand;; esult;; furthermore;; experiencing;; cogni","10.3366/ijhac.2012.0046","synchronous learning;; robot learning;; multimedia;; learning effect;; geography;; experiential learning;; educational technology;; cooperative learning;; cognitive skill;; active learning"
";; ;; ;; ;; ","current;; proposes;; computer;; assisted;; instruction;; cai;; system;; built;; game;; design;; aims;; increase;; students;; enjoyment;; motivation;; immersion;; main;; objective;; evaluate;; effects;; different;; interactive;; interfaces;; learning;; environment;; authors;; developed;; educational;; vision;; interface;; keyboard;; mouse;; compare;; differences;; children;; experiences;; input;; evaluation;; questionnaire;; participants;; 60;; third;; fourth;; grade;; taiwan;; addressed;; issue;; experience;; gender;; personal;; preferences;; games;; data;; found;; attracts;; interest;; stimulates;; highlighted;; value;; interfac","10.3366/ijhac.2012.0047","vision based interface;; vision based;; multimedia;; learning environment;; human computer interaction;; game design;; game based learning;; educational game;; computer assisted instruction;; computer science"
";; ","taiwan;; learning;; digital;; archives;; program;; teldap;; long;; term;; multi;; generational;; cross;; divisional;; programme;; enhance;; cultural;; academic;; socio;; economic;; educational;; values;; nine;; national;; projects;; one;; focusing;; arts;; humanities;; unique;; combination;; information;; technology;; aims;; promote;; coordinate;; content;; digitisation;; preservation;; leading;; museums;; universities;; research;; institutes;; holders;; paper;; overview;; history;; achievements;; challenges","10.3366/ijhac.2012.0034","e science;; the arts;; sustainability;; multimedia;; information technology;; geography;; e learning;; digital archives"
"","realise;; promotion;; sustainable;; development;; digital;; archives;; programme;; national;; museum;; natural;; science;; nmns;; developed;; game;; learning;; website;; children;; knowledgeable;; storytelling;; explorative;; joyful;; personalised;; characteristics;; applied;; design;; principles;; interdisciplinary;; island;; maps;; exploration;; theme;; content;; games;; multi;; user;; interactive;; environments;; good;; knowledge;; repositories;; supporting;; school;; teaching;; membership;; service;; factors;; infused;; curiosity;; fantasy;; self;; value;; challenge;; sense;; control;; exploring;; experience;; achievement;; competitiveness;; interpersonal;; interaction;; virtual;; socialisation;; evaluation;; indicates;; inspire;; motivation;; enhance;; effectiveness;; future","10.3366/ijhac.2012.0048","storytelling;; socialization;; multimedia;; learning sciences;; interactive learning;; geography;; fantasy;; experiential learning;; educational technology;; curiosity"
";; ","explores;; possibility;; musicals;; teach;; english;; instructional;; vcd;; following;; practice;; investigates;; helps;; social;; economically;; disadvantaged;; aboriginal;; students;; overcome;; difficulties;; enhance;; learning;; motivation;; series;; surveys;; interviews;; conducted;; investigate;; influence;; intervention;; showed;; 90;; per;; cent;; responded;; group;; musical;; interesting;; helped;; more;; confident;; 80;; indicated;; actively;; ways;; imitating;; singers;; sing;; song;; 60;; felt;; comfortable;; speaking;; loudly;; less;; afraid;; talking;; others;; comparison;; show;; significant;; difference;; participated;; n;; 39;; didn;; t;; participate;; 15;; music","10.3366/ijhac.2012.0049","social science;; social psychology;; pedagogy;; musical;; geography;; e learning;; disadvantaged"
"","laser;; scanning;; stone;; sculpture;; creates;; accurate;; digital;; models;; may;; accessed;; interpreted;; wide;; range;; end;; users;; levels;; education;; experience;; article;; explores;; activity;; focusing;; process;; recording;; damaged;; early;; medieval;; inscribed;; high;; cross;; shaft;; toureen;; peacaun;; co;; tipperary;; ireland;; revisualising;; monument;; one;; aspect;; scholarly;; renewed;; interpretations;; cultural;; heritage;; objects;; media;; provide;; answers;; stimulate;; challenges;; humanities;; computing;; notably;; address;; machine;; readable;; elements;; data","10.3366/ijhac.2011.0010","social science;; sculpture;; inscribed figure;; humanities computing;; history;; end user;; digital media;; cultural heritage management;; cultural heritage"
"","salient;; features;; endangered;; language;; documentation;; diversity;; protocol;; languages;; archive;; soas;; creating;; take;; advantage;; web;; social;; networking;; address;; issues;; reconceived;; platform;; conducting;; relationships;; information;; providers;; depositors;; users;; now;; familiar;; idiom;; facebook;; rather;; continually;; broker;; complex;; access;; conditions;; requesters;; negotiate;; directly;; via;; achieve;; more;; flexible;; creative;; outcomes","10.3366/ijhac.2011.0011","world wide web;; social network;; salient;; negotiation;; multimedia;; internet privacy;; information providers;; geography;; endangered species;; endangered language;; documentation"
";; ","deploys;; acoustic;; theory;; digital;; investigate;; dynamics;; inter;; relationship;; architecture;; music;; assesses;; impact;; built;; environment;; composition;; performance;; drawing;; upon;; science;; underpins;; both;; informed;; qualitative;; artistic;; attributes;; reference;; specific;; case;; st;; patrick;; cathedral;; dublin;; describes;; design;; implementation;; methodology;; designed;; allow;; context;; era;; assessment;; research;; interdisciplinary;; bridging;; practice;; firmly;; technologies;; efficient;; accurate;; replicable;; procedure;; data;; capture;; mapping;; architectural;; site;; supplemented;; primary;; archived;; material;; preservation;; integral;; part;; project;; resulting;; record;; created;; more;; complete;; reposito","10.3366/ijhac.2011.0004","social science;; musical composition;; multimedia;; digital preservation;; digital analysis;; computer science;; built environment;; bridging;; automatic identification and data capture;; architecture"
"","educause;; horizon;; states;; web;; tools;; rapidly;; becoming;; standard;; education;; workplace;; technologically;; mediated;; communication;; norm;; fluency;; information;; visual;; technological;; literacy;; formally;; taught;; students;; light;; expanded;; definitions;; paradigms;; media;; iml;; promote;; mastering;; critical;; thinking;; technical;; proficiency;; forming;; part;; irish;; integrative;; learning;; project;; attempts;; test;; assumption;; entrants;; humanities;; literate;; educators;; higher;; largely;; goes;; unchallenged;; paper;; reflects;; strengths;; weaknesses;; series;; workshops;; facilitated;; conjunction;; undergraduate;; history;; art;; course;; university;; college;; cork;; republic;; ireland;; 2007;; 2009;; concludes;; example;; indirectly","10.3366/ijhac.2011.0014","strengths and weaknesses;; sociology;; social science;; multimedia;; mediated communication;; media literacy;; integrative learning;; information literacy;; higher education;; fluency;; critical thinking"
";; ","poster;; digital;; physical;; discusses;; humanities;; aspects;; holinshed;; project;; university;; oxford;; assist;; editors;; comparing;; two;; editions;; 1577;; 1587;; important;; work;; research;; technologies;; service;; built;; comparison;; engine;; tei;; comparator;; open;; source;; program;; incorporated;; bespoke;; fuzzy;; text;; algorithm;; n;; grams;; front;; end;; google;; web;; toolkit;; confirming;; automatic;; matches;; correcting;; mistaken;; ones;; providing;; annotations;; documents;; time;; drha;; 2009;; conference;; launched;; itself;; sourceforge;; documentation;; examples;; make;; easy;; others;; re;; purpose;; software;; similar;; uses;; submit;; bugs;; requests;; future;; development;; fact;; xml;; files;; vocabulary;; long;; elements;; sufficient;; unique","10.3366/ijhac.2011.0006","xml;; world wide web;; vocabulary;; software;; documentation;; computer science;; bespoke"
"","documents;; forms;; always;; centre;; research;; humanities;; arts;; more;; literature;; becomes;; electronically;; impact;; digital;; medium;; reading;; grows;; article;; review;; key;; limitations;; spanning;; twenty;; year;; period;; computer;; science;; field;; human;; interaction;; backdrop;; reports;; main;; series;; detailed;; studies;; investigated;; current;; difficulties;; document;; reader;; software;; conducted;; last;; four;; years;; major;; impede;; number;; simple;; interactions;; user;; problems;; overcome;; re;; design;; interface;; ultimately;; shortcomings;; reade","10.3366/ijhac.2011.0012","world wide web;; usability;; the arts;; software;; multimedia;; digital scholarship;; digital reading;; digital document;; computer science"
";; ","work;; scholars;; rapidly;; changing;; digital;; resources;; tools;; developed;; old;; reinvented;; world;; practice;; scholarship;; quickly;; adapting;; expectations;; content;; accessible;; anywhere;; raw;; material;; manipulated;; excess;; information;; major;; challenge;; facing;; despite;; current;; generation;; inadequate;; emerging;; scholarly;; practices;; jstor;; advanced;; technology;; research;; atr;; group;; built;; collaborated;; number;; software;; projects;; platforms;; attempt;; provide;; next;; overview","10.3366/ijhac.2011.0013","world wide web;; technology research;; software;; scholarship;; geography;; digital resources"
";; ;; ","digitisation;; museum;; collections;; great;; opportunities;; broad;; communication;; access;; currently;; majority;; online;; virtual;; museums;; information;; two;; dimensionally;; three;; dimensional;; data;; capture;; laser;; scanning;; potential;; generate;; 3d;; objects;; greater;; interactive;; experience;; paper;; jisc;; funded;; project;; aimed;; generation;; internationally;; important;; collection;; egyptological;; artefacts;; previously;; publicly;; value;; addition;; highlighting;; future;; possibilities;; interaction;; ways;; revolutionise;; education;; public;; interest;; stresses;; benefit;; scholars;; terms;; reference;; object;; interpretation;; question;; o","10.3366/ijhac.2011.0009","world wide web;; terms of reference;; public interest;; multimedia;; geography;; collections management;; automatic identification and data capture"
"","drawing;; upon;; previous;; theoretical;; practical;; work;; historical;; qualitative;; applications;; geographical;; information;; systems;; gis;; paper;; giles;; deleuze;; felix;; guattari;; terminology;; conceptualizes;; machine;; plays;; piloting;; role;; function;; represent;; something;; real;; rather;; constructs;; yet;; come;; illustrate;; digital;; humanities;; mapping;; methodology;; essay;; examines;; irish;; writer;; patrick;; kavanagh;; novel;; green;; fool;; 1938;; epic;; poem;; great;; hunger;; 1946;; respective;; contrasting;; topophilic;; topophobic;; renderings;; landscape;; identity;; sense;; place;; lens;; m;; bakhtin;; poetics;; chronotope;; illuminate;; ability;; engage;; spatio;; discursive;; visualization;; conceptualizations;; practices;; reconsider;; software;; hardware;; techniques;; means;; subjects;; concern;; literary;; cultural;; studies;; commensurate","10.3366/ijhac.2011.0005","terminology;; sociology;; social science;; sense of place;; poetics;; irish;; information system;; geographic information system;; cultural studies;; chronotope"
