AA.DAfN,AW,DOI,F.FN
"Los Alamos National Laboratory;; ;; ;; ","paper;; focuses;; niso;; openurl;; mpeg;; 21;; digital;; item;; processing;; dip;; disseminate;; complex;; objects;; contained;; assets;; repository;; architecture;; designed;; research;; library;; alamos;; national;; laboratory;; declaration;; language;; didl;; xml;; format;; represent;; ingestion;; process;; stored;; multitude;; autonomous;; oai;; pmh;; repositories;; compliant;; index;; keeps;; track;; creation;; location;; whereas;; identifier;; resolver;; individual;; engine;; facilitate;; delivery;; disseminations;; aspects;; context;; lanl;; briefly;; touch;; more;; general;; applicability","10.1045/february2004-bekaert","xml;; world wide web;; resolver;; openurl;; multimedia;; mpeg 21;; identifier;; dissemination;; digital library;; computer science;; architecture"
";; ;; ","","10.1045/february2004-shechtman","world wide web;; multimedia;; formative assessment;; computer science"
";; ","","10.1045/february2004-vanveen","world wide web;; metadata;; information retrieval;; human computer information retrieval;; full text search;; digital library;; concept search;; computer science"
"","","10.1045/march2004-lyons","world wide web;; the internet;; multimedia;; computer science"
";; ","","10.1045/march2004-ayre","world wide web;; multimedia;; digital preservation;; computer science"
"","","10.1045/march2004-fang","world wide web;; multimedia;; human computer information retrieval;; computer science"
"","","10.1045/july2004-ross","world wide web;; multimedia;; digital curation;; computer science"
";; ;; ","","10.1045/july2004-coleman","world wide web;; scholarly communication;; multimedia;; computer science"
";; ","","10.1045/july2004-lavoie","world wide web;; multimedia;; digital preservation;; computer science"
"","","10.1045/july2004-foo","world wide web;; digital library;; computer science"
"","","10.1045/july2004-beagrie","world wide web;; multimedia;; information system;; digital preservation;; computer science"
";; ;; ;; ;; ;; ;; ","","10.1045/july2004-giersch","world wide web;; multimedia;; digital library;; computer science"
";; ","article;; describes;; development;; modern;; search;; engine;; information;; retrieval;; setting;; envisioning;; technological;; realization;; author;; takes;; thread;; earlier;; subject;; zfbb;; 51;; 2004;; 5;; 6;; time;; technical;; viewpoint;; presenting;; conceptual;; considerations;; initial;; stages;; deals;; principally;; aspects;; project","10.1045/september2004-lossau","world wide web;; thread;; search engine technology;; search engine;; multimedia;; digital library;; computer science"
"","","10.1045/september2004-providenti","world wide web;; web accessibility;; computer science"
"","australian;; libraries;; shared;; resources;; records;; over;; two;; decades;; kinetica;; service;; national;; library;; australia;; broadly;; met;; needs;; users;; comprising;; 1000;; reengineering;; mods;; metadata;; object;; description;; schema;; coverage;; online;; publications;; specialist;; collections;; article;; describes;; transform;; digital;; marc;; resource;; discovery","10.1045/september2004-missingham","world wide web;; national library;; multimedia;; metadata object description schema;; digital resources;; computer science;; business process reengineering"
"","","10.1045/september2004-coyle","world wide web;; digital rights management;; computer science"
";; ;; ;; ;; ","","10.1045/september2004-vandesompel","world wide web;; scholarly communication;; computer science"
"","","10.1045/september2004-sugimoto","world wide web;; information society;; digital library;; computer science"
"University of Tennessee","nearly;; 200;; delegates;; represented;; institutions;; 18;; countries;; 6;; continents;; 26;; u;; states;; attended;; three;; days;; activities;; included;; five;; plenary;; sessions;; 27;; papers;; presented;; lively;; roundtable;; discussions;; interactive;; poster;; session;; 17;; presentations;; conference;; highlighted;; scholarly;; communication;; attendees;; offering;; opportunities;; meet;; socialize;; informal;; settings;; evening;; southern;; hospitality;; hosted;; kentucky;; horse;; park;; elegant;; reception;; networking;; lunch","10.1045/september2004-allard","world wide web;; scholarly communication;; library science;; hospitality;; computer science"
";; ","article;; overview;; work;; carried;; hilt;; project;; recommendations;; towards;; interoperable;; subject;; access;; cross;; searching;; browsing;; distributed;; services;; amongst;; archives;; libraries;; museums;; electronic;; sectors;; details;; consensus;; achieved;; 19;; june;; 2001;; workshop;; discusses;; stakeholder;; survey","10.1045/september2001-wake","world wide web;; subject access;; stakeholder;; library services;; interoperability;; distributed services;; computer science"
"","","10.1045/november2001-pearce","world wide web;; multimedia;; computer science"
";; ;; ","","10.1045/november2001-matylonek","world wide web;; reference desk;; multimedia;; computer science"
"","suggested;; institutional;; print;; services;; become;; important;; way;; achieving;; wide;; availability;; prints;; across;; broad;; range;; subject;; disciplines;; yet;; few;; exemplars;; sort;; service;; paper;; describes;; physicists;; make;; successful;; arxiv;; formerly;; alamos;; xxx;; discusses;; implications;; multidisciplinary;; archives;; number;; key;; points;; identified;; technical;; issues;; file;; formats;; user;; interface;; design;; management;; submission;; procedures;; administrative;; staff;; support;; economic;; installation;; costs;; quality;; peer;; review;; control;; criteria;; policy;; digital;; preservation;; collection;; development;; standards;; academic;; scholarly;; communication;; cultures;; publishing;; trends;; legal;; copyright;; intellectual;; property;; rights;; reference;; project;; set;; pilot;; university;; nottingham;; pragmatic;; investigating;; surrounding;; particularly;; seeing;; flexible;; model;; actually;; easily;; adapt;; itself;; physics","10.1045/december2001-pinfield","world wide web;; user interface design;; scholarly communication;; publishing;; multidisciplinary approach;; intellectual property;; file format;; digital preservation;; computer science;; collection development"
";; ;; ","","10.1045/october2001-kahle","world wide web;; public access;; multimedia;; digital material;; computer science"
";; ;; ;; ;; ;; ;; ","networked;; digital;; library;; theses;; dissertations;; ndltd;; collaborative;; effort;; universities;; around;; world;; promote;; creating;; archiving;; distributing;; accessing;; electronic;; etds;; inception;; 1996;; over;; hundred;; joined;; initiative;; underscoring;; importance;; institutions;; place;; training;; graduates;; emerging;; forms;; publishing;; information;; access;; outreach;; mission;; ongoing;; project;; so;; article;; current;; status;; membership;; support;; activities;; research;; focused;; union;; database;; provide;; means;; search;; retrieve;; combined;; collections;; member;; virtua;; system;; developed;; vtls;; serve;; heart;; order;; bridge;; gap;; existing;; distributed;; institutional;; archives;; unified;; collection;; metadata;; standard;; especially;; suited;; partner;; sites;; export;; freely;; harvesting;; protocol;; open;; link;; name;; authority;; records;; unique;; identification;; authors;; others;; works;; additional;; efforts;; include;; advanced;; mechanisms;; semantic;; interoperability;; design;; development;; multi;; cross;; lingual;; systems;; software;; modules;; higher;; level;; services;; aid;; researchers;; seeking;; relevant","10.1045/september2001-suleman-pt1","world wide web;; semantic interoperability;; outreach;; open archives initiative;; metadata standard;; metadata;; information access;; electronic publishing;; digital library;; computer science"
";; ;; ;; ","","10.1045/april2002-mcclelland","world wide web;; service provider;; service design;; service delivery framework;; multimedia;; metadata;; digital library;; computer science;; business service provider"
";; ;; ;; ","article;; overview;; evaluation;; studies;; libraries;; brief;; introduction;; capm;; project;; description;; theoretical;; background;; methodology;; finally;; discussion;; implementation","10.1045/july2002-choudhury","world wide web;; digital library;; computer science"
"","","10.1045/may2002-lefurgy","world wide web;; multimedia;; level of service;; computer science"
"","oclc;; online;; computer;; library;; center;; inc;; national;; supercomputing;; applications;; ncsa;; convened;; invitational;; metadata;; workshop;; march;; 1;; 3;; 1995;; dublin;; ohio;; attempt;; define;; simple;; record;; sufficiently;; describes;; wide;; range;; electronic;; objects;; fifty;; two;; librarians;; archivists;; humanities;; scholars;; geographers;; standards;; makers;; internet;; z39;; 50;; standard;; generalized;; markup;; language;; sgml;; communities;; attended;; sought;; identify;; scope;; problem;; achieve;; consensus;; list;; elements;; yield;; descriptions;; data;; subject;; areas;; lay;; groundwork;; progress;; defining;; describe;; information","10.1045/july95-weibel","world wide web;; the internet;; sgml;; metadata;; information technology;; information access;; geospatial metadata;; electronic document;; computer science;; cataloging"
"","","10.1045/march97-clews","world wide web;; transliteration;; scripting language;; multimedia;; computer science;; computer access"
";; ;; ","","10.1045/march97-letourneau","multimedia;; data warehouse;; computer science"
";; ","","10.1045/march97-pollock","world wide web;; the internet;; internet privacy;; computer science"
"","","10.1045/march97-jones","world wide web;; multimedia;; java applet;; java annotation;; java;; jar;; computer science"
"","","10.1045/april97-lynch","z39 50;; world wide web;; relevance;; information retrieval;; human computer information retrieval;; data retrieval;; computer science;; cognitive models of information retrieval"
";; ","","10.1045/april97-payette","z39 50;; world wide web;; user modeling;; user experience design;; multimedia;; computer user satisfaction;; computer science"
"","","10.1045/april97-goerwitz","world wide web;; the internet;; computer science"
"","","10.1045/april97-barber","world wide web;; multimedia;; digital library;; computer science"
";; ","","10.1045/may97-peters","world wide web;; multimedia;; computer science"
";; ","","10.1045/may97-gladney","world wide web;; safeguarding;; multimedia;; digital library;; data quality;; computer science"
";; ","","10.1045/may97-plotkin","world wide web;; information retrieval;; data modeling;; computer science"
";; ","","10.1045/june97-band","world wide web;; multimedia;; computer science"
"University of Virginia","","10.1045/july97-seaman","world wide web;; multimedia;; digital library;; computer science"
"","","10.1045/july97-guthrie","world wide web;; multimedia;; computer science"
"Brown University","","10.1045/july97-renear","world wide web;; multimedia;; digital library;; computer science"
"","","10.1045/july97-chesnutt","world wide web;; multimedia;; general partnership;; computer science"
"","","10.1045/june97-borgman","world wide web;; multimedia;; digital library;; computer science"
";; ","","10.1045/july97-powell","world wide web;; sgml;; multimedia;; computer science"
";; ","","10.1045/july97-shaw","world wide web;; multimedia;; making of;; computer science"
";; ","","10.1045/july97-hara","world wide web;; sgml;; markup language;; japanese literature;; computer science"
"","","10.1045/july97-green","world wide web;; multimedia;; computer science"
"","","10.1045/september97-collins","world wide web;; computer science"
";; ;; ","","10.1045/july97-gladney","world wide web;; safeguarding;; internet privacy;; digital library;; computer science"
";; ;; ","","10.1045/september97-lotspiech","world wide web;; safeguarding;; internet privacy;; digital library;; computer science;; channel"
";; ;; ;; ","","10.1045/september97-maamar","world wide web;; software system;; software framework;; software development;; software deployment;; software analytics;; software agent;; georeference;; computer science;; component based software engineering"
"","","10.1045/september96-tally","world wide web;; multimedia;; computer science"
"","","10.1045/july95-birmingham","world wide web;; multimedia;; digital library;; computer science;; architecture"
";; ;; ","paper;; describes;; commentor;; annotation;; architecture;; usages;; specific;; emphasis;; content;; rating;; application","10.1045/august95-sidl","world wide web;; third party;; multimedia;; digital library;; computer science;; architecture;; annotation"
"","","10.1045/august95-manjunath","world wide web;; multimedia;; digital library;; computer science"
"","","10.1045/august95-rand","world wide web;; information system;; global change;; computer science;; ask price"
";; ","","10.1045/august95-lucier-brantley","world wide web;; sage;; computer science"
";; ;; ;; ","netlib;; repository;; contains;; freely;; software;; documents;; databases;; interest;; numerical;; scientific;; computing;; research;; communities;; maintained;; t;; bell;; laboratories;; university;; tennessee;; oak;; ridge;; national;; laboratory;; colleagues;; world;; wide;; sites;; around;; mirror;; collection;; automatically;; synchronized;; provide;; reliable;; efficient;; service;; global;; community;; variety;; access;; mechanisms","10.1045/september95-browne","world wide web;; software;; oak ridge national laboratory;; netlib;; mathematical software;; computer science"
"","","10.1045/october95-bishop","world wide web;; user research;; multimedia;; digital library;; computer science"
"","","10.1045/october95-ackerman","world wide web;; visible human project;; multimedia;; computer science"
"","","10.1045/october95-lyons","telecommunications;; multimedia;; long haul communications;; computer science;; communications law"
";; ","scenario;; 1;; your;; local;; publishing;; company;; books;; r;; us;; decides;; publish;; internet;; latest;; book;; effort;; cut;; down;; printing;; costs;; distribution;; expenses;; customers;; pay;; digital;; sophisticated;; electronic;; payment;; mechanisms;; digicash;; first;; virtual;; interpay;; received;; server;; sends;; version;; electronically;; paying;; customer;; expects;; make;; higher;; profits;; lower;; production;; larger;; markets;; turns;; few;; sold;; copies;; widely;; circulated;; usenet;; newsgroups;; bulletin;; boards;; free;; alternate;; ftp;; sites;; web;; servers;; retract;; commitment;; blaming;; ease;; re;; transmission;; items;; return;; traditional;; paper;; 2;; sheng;; wants;; buy;; pentium;; portable;; hence;; read;; articles;; different;; brands;; reviews;; choosing;; brand;; she;; searches;; information;; services;; dialog;; lycos;; gloss;; webcrawler;; follows;; find;; portables;; finds;; nearly;; 1500;; starts;; reading;; really;; duplicates;; one;; another;; contribute;; her;; search;; realizes;; databases;; maintain;; own;; perhaps;; formats;; word;; postscript;; html;; mirror;; contain;; same;; set;; trudges;; wishing;; somebody;; build;; system;; remove;; exact;; automatically;; so;; needs;; distinct;; article;; around;; number;; 150;; certain;; learns;; problems;; color;; display;; release;; continue;; looking;; model;; already;; part;; adds;; wish;; list;; dynamic;; discard;; more;; overlap;; previously;; discarded;; give;; brief;; overview;; address;; illustrated;; above;; two;; scenarios","10.1045/november95-shivakumar","world wide web;; web server;; the internet;; result set;; publishing;; publication;; multimedia;; information system;; electronic publishing;; digital library;; computer science"
";; ","","10.1045/september96-christel","world wide web;; multimedia;; digital video;; computer science"
";; ","","10.1045/september96-edelson","world wide web;; multimedia;; digital library;; computer science"
"Administration, Leadership & Technology;; University of California, Berkeley","","10.1045/september96-hoadley","world wide web;; multimedia;; digital resources;; computer science"
"","","10.1045/october97-plante","world wide web;; multimedia;; digital library;; digital image;; data library;; computer science"
";; ","","10.1045/november97-spink","world wide web;; the internet;; multimedia;; computer science"
"","","10.1045/december97-oard","world wide web;; query language;; multimedia;; digital library;; computer science"
";; ","","10.1045/december97-watson","world wide web;; social welfare;; digital library;; computer science"
";; ;; ;; ;; ","","10.1045/january98-kirriemuir","world wide web;; web search query;; web query classification;; the internet;; search engine indexing;; routing protocol;; query language;; query expansion;; information retrieval;; human computer information retrieval;; computer science"
"","","10.1045/january98-crane","world wide web;; multimedia;; information technology;; digital humanities;; computer science;; access to information"
";; ;; ;; ","","10.1045/january98-dolin","world wide web;; the internet;; library of congress classification;; information retrieval;; information processing;; content analysis;; computer science;; automation"
"Telecommunications","","10.1045/march98-hoag","the internet;; telecommunications;; mobile broadband modem;; internet access;; digital cable;; computer science;; computer network;; cable modem termination system;; cable modem;; cable internet access;; broadband"
"","","10.1045/march98-wiseman","systems management;; risk management information systems;; multimedia;; management information systems;; knowledge management;; information technology management;; information system;; information management;; executive information system;; engineering management;; computer science;; access management"
"","","10.1045/april98-graves","world wide web;; the internet;; technological advance;; network packet;; multimedia;; international communication;; information management;; higher education;; computer mediated communication;; computer science;; access to information"
";; ;; ","","10.1045/april98-barker","world wide web;; safeguarding;; rights management;; management information systems;; library automation;; intellectual property;; information system;; digital library;; computer science"
"","","10.1045/may98-miller","world wide web;; software engineering;; semantics;; rdf;; metadata;; management information systems;; knowledge management;; information technology architecture;; information system;; information management;; human resource management system;; computer science"
";; ","","10.1045/june98-ross","world wide web;; public sector;; public relations;; management information systems;; knowledge management;; information technology management;; information technology;; information security management;; information policy;; information and communications technology;; information processes and technology;; computer science"
"","","10.1045/july98-griffin","world wide web;; program manager;; program development;; multimedia;; information system;; digital library;; computer science;; access to information"
"","","10.1045/july98-larsen","world wide web;; multimedia;; information system;; information science;; information networks;; information management;; digital library;; computer science;; access to information"
"","","10.1045/july98-hunter","world wide web;; publishing;; multimedia;; information dissemination;; electronic publishing;; electronic journal;; computer science"
";; ","","10.1045/july98-lyman","world wide web;; multimedia;; cultural artifact;; computer science"
"","","10.1045/july98-gladney","world wide web;; safeguarding;; multimedia;; interim;; digital library;; computer science"
";; ","","10.1045/september98-millman","world wide web;; web service;; web development;; web application security;; web api;; ws policy;; ws addressing;; multi factor authentication;; computer science;; computer access control"
"","","10.1045/october98-wattenberg","technology education;; science education;; library science;; information technology;; information science;; higher education;; digital library;; core plus mathematics project;; connected mathematics;; computer science"
";; ;; ;; ;; ;; ;; ;; ","dasher;; project;; usc;; isi;; focused;; upon;; helping;; organizations;; rapid;; response;; mission;; requirements;; able;; quickly;; stand;; tiger;; teams;; backed;; information;; materiel;; support;; services;; job;; so;; find;; assess;; sources;; potential;; participants;; team;; initial;; phase;; development;; developed;; tools;; help;; make;; sense;; sets;; data;; intranet;; internet;; characterizing;; partitioning;; sorting;; filtering;; focus;; three;; key;; issues;; forming;; collaborative;; individuals;; responsible;; understand;; structure;; categorize;; manner;; specifically;; suited;; task;; hand;; mappings;; organization;; others;; might;; participate;; space;; unique;; combining;; multiple;; methods;; assist;; makes;; suite;; particularly;; integrating;; additional;; technologies;; order;; create;; specialized;; systems","10.1045/october98-neches","world wide web;; tiger team;; the internet;; suite;; sorting;; knowledge management;; intranet;; information space;; computer science;; categorization;; analysis tools"
"","","10.1045/october98-spence","world wide web;; science technology and society;; resource description and access;; program development;; national library;; multimedia;; library services;; information system;; information science;; computer science;; access to information"
"","","10.1045/november98-halpern","world wide web;; multimedia;; computer science"
";; ;; ;; ;; ;; ","","10.1045/october98-pinfield","world wide web;; technological advance;; program development;; multimedia;; library services;; library materials;; library automation;; hybrid library;; digital library;; computer science;; access to information"
";; ;; ","","10.1045/november98-roes","world wide web;; publishing;; multimedia;; higher education;; electronic publishing;; electronic journal;; computer science"
";; ","","10.1045/november98-lagoze","world wide web;; resource description and access;; multimedia;; library services;; library materials;; library catalog;; library automation;; information networks;; digital library;; computer system design;; computer science"
"","","10.1045/november98-batty","world wide web;; the internet;; search engine indexing;; multimedia;; information management;; information access;; controlled vocabulary;; computer science;; access to information"
"","","10.1045/december98-baker","world wide web;; second generation programming language;; query language;; programming language;; ontology language;; metadata;; linguistics;; fourth generation programming language;; fifth generation programming language;; dublin core;; computer science;; comparison of multi paradigm programming languages"
"","","10.1045/december98-leiner","world wide web;; open architecture;; multimedia;; digital library;; computer science"
"","","10.1045/december98-beavers","world wide web;; the internet;; search engine;; search analytics;; multimedia;; metasearch engine;; information retrieval;; computer science"
"","","10.1045/march99-fink","world wide web;; computer science"
";; ","","10.1045/april99-van_de_sompel-pt1","world wide web;; multimedia;; hybrid library;; computer science"
"","","10.1045/april99-weibel","world wide web;; multimedia;; metadata;; dublin core;; computer science"
"Institute for Experimental Mathematics, Essen University, 45326 Essen, Germany, DE","","10.1045/may99-paskin","computer science"
"University of North Texas;; ","article;; looks;; state;; education;; digital;; libraries;; reports;; international;; survey;; library;; information;; science;; lis;; computer;; faculty;; websites;; regarding;; courses;; curriculum;; institutions;; show;; currently;; few;; schools;; offer;; specifically;; developed;; dl;; aware;; develop;; growing;; area;; research;; practice;; paper;; selected;; examples;; current;; course;; offerings;; illustrate;; variety;; web;; diglib;; collaboratory;; rutgers;; university;; example;; collaborative;; efforts;; amongst;; disparate;; locations;; experience;; teaching;; students;; enrolled;; mixed;; vague;; notions;; both;; nature;; dls;; content;; devoted","10.1045/may99-spink","world wide web;; multimedia;; international survey;; digital library;; curriculum;; computer science;; collaboratory"
"Massachusetts Institute of Technology;; ;; ;; ;; ;; ;; ;; ","nsf;; invitational;; workshop;; distributed;; information;; computation;; process;; management;; scientific;; engineering;; environments;; dicpm;; brought;; together;; domain;; specialists;; ocean;; atmospheric;; space;; sciences;; involved;; development;; simulations;; complex;; systems;; computer;; scientists;; working;; repositories;; visualization;; resource;; objective;; formulate;; directions;; research;; efforts;; facilitate;; effective;; collaboration;; help;; increase;; access;; sharing;; tools;; useful;; large;; scale;; multidisciplinary;; three;; broad;; problem;; areas;; inhibit;; activities;; 1;; computational;; g;; insufficient;; infrastructure;; amounts;; 2;; structural;; institutional;; barriers;; funding;; publication;; promotion;; policies;; 3;; social;; communication;; stemming;; narrow;; specialization;; participants;; supported;; specific;; steps;; address;; problems;; explicit;; support;; incentives;; digitial;; libraries;; enhance;; interdisciplinary;; understanding;; virtual;; marketplace;; disseminate;; expertise","10.1045/april99-abrams","visualization;; resource management;; multidisciplinary approach;; knowledge management;; incentive;; human resource management system;; dissemination;; computer science;; computation;; access to information"
";; ;; ;; ","","10.1045/may99-payette","world wide web;; multimedia;; interoperability;; computer science"
"University of Iowa;; University of Iowa;; Walter Reed Army Institute of Research;; Off. of the Chf. of the Med. Corps;; Lurie Cancer Center","","10.1045/may99-dalessandro","world wide web;; multimedia;; digital health;; computer science"
";; ;; ","","10.1045/june99-wiseman","world wide web;; digital library;; computer science"
";; ","","10.1045/june99-french","world wide web;; multimedia;; digital library;; computer science;; architecture"
";; ","","10.1045/october99-van_de_sompel","world wide web;; multimedia;; metadata;; library services;; hybrid library;; higher education;; computer science"
"Management Information Systems","era;; internet;; distributed;; multimedia;; computing;; emerging;; classes;; information;; systems;; applications;; swept;; lives;; office;; workers;; people;; general;; digital;; libraries;; geographic;; collaborative;; electronic;; commerce;; virtual;; reality;; video;; arts;; games;; created;; tremendous;; opportunities;; computer;; science;; researchers;; practitioners","10.1045/october99-chen","world wide web;; virtual reality;; the internet;; multimedia;; knowledge representation and reasoning;; information system;; information extraction;; information and computer science;; geographic information system;; digital library;; computer science"
";; ;; ;; ;; ;; ","","10.1045/october99-oard","world wide web;; metadata;; information retrieval;; information networks;; information discovery;; computer science;; access to information"
"Max Planck Society;; Max Planck Society","max;; planck;; society;; german;; basic;; research;; organization;; similar;; academy;; sciences;; survey;; researchers;; acceptance;; electronic;; journals;; carried;; april;; 15;; may;; 1999;; show;; significantly;; high;; unwillingness;; return;; print;; versions;; frequency;; four;; scholarly;; publishers;; rated;; advantages;; disadvantages;; aspects;; currency;; ease;; access;; timeliness;; uptodate;; information;; additional;; searching;; modi;; etc;; questionnaire;; allowed;; capture;; desired;; form;; services;; done;; without;; case;; budget;; restrictions;; might;; felt;; necessary;; assistance;; data;; publisher;; usage;; transaction;; statistics;; shed;; more;; light;; distribution;; inter;; cross;; disciplinary;; fields;; 84;; institutes;; working;; groups;; centers;; subject;; oriented;; comparisons;; biomedical;; section;; chemical;; physical;; technical;; humanities;; drawn;; review;; recommendations;; resulting;; suggestion;; expansion;; provision;; structures;; establishment;; center;; management;; close;; paper","10.1045/october99-rusch-feja","world wide web;; working group;; statistics;; planck;; information provision;; information management;; german;; ease of access;; database transaction;; currency;; computer science"
";; ","","10.1045/october99-prinsen","world wide web;; multimedia;; digital library;; computer science"
";; ;; ;; ;; ;; ","","10.1045/november99-kurtz","world wide web;; multimedia;; digital library;; computer science"
";; ","","10.1045/november99-jones","world wide web;; computer science"
"","","10.1045/november99-millman","world wide web;; multimedia;; digital library;; computer science;; computer access control;; authorization;; authentication;; architecture;; access management"
";; ;; ","","10.1045/november99-landgraf","world wide web;; visualization;; information retrieval;; computer science;; bibliographic ontology"
"","","10.1045/november99-pitti","world wide web;; multimedia;; encoded archival description;; computer science"
";; ;; ;; ","simplicity;; semantics;; sensitive;; integrated;; matching;; picture;; libraries;; image;; database;; retrieval;; system;; uses;; high;; level;; classification;; region;; upon;; segmentation;; represents;; set;; regions;; roughly;; corresponding;; objects;; characterized;; color;; texture;; shape;; location;; segmented;; classifies;; images;; categories;; intended;; distinguish;; semantically;; meaningful;; differences;; textured;; nontextured;; indoor;; outdoor;; objectionable;; benign;; graph;; photograph;; enhance;; narrowing;; down;; searching;; range;; permitting;; adaptive;; methods","10.1045/november99-wang","visual word;; semantics;; information retrieval;; image segmentation;; image database;; digital library;; computer science"
"","","10.1045/december99-gladney","world wide web;; traditional knowledge;; internet privacy;; intellectual property;; information infrastructure;; dilemma;; computer science"
";; ;; UKOLN;; ","","10.1045/december99-dempsey","world wide web;; multimedia;; metadata;; default gateway;; computer science"
";; ;; ;; ;; ;; ;; ;; ","","10.1045/december99-peters","world wide web;; digital library;; computer science"
"Stanford University;; California Department of Fish and Wildlife;; University of California, Santa Barbara;; University of California, Berkeley;; University of California, San Diego;; Stanford University;; Stanford University","describe;; simple;; digital;; library;; interoperability;; protocol;; sdlip;; allows;; clients;; query;; information;; sources;; uniform;; syntax;; developed;; collaboration;; stanford;; universities;; california;; berkeley;; santa;; barbara;; san;; diego;; supercomputer;; center;; addition;; introducing;; several;; design;; choices;; compare;; search;; middleware;; approaches;; both;; stateful;; stateless;; operation;; supports;; multiple;; languages;; defines;; xml;; return;; format;; default;; language;; included;; follows;; evolving;; ietf;; dasl;; basicsearch;; encoded;; reminiscent;; sql;; adjusted;; full;; text;; environments;; corba;; http","10.1045/march2000-paepcke","xml;; world wide web;; stateless protocol;; sql;; query language;; middleware;; interoperability;; digital library;; computer science;; common object request broker architecture"
";; ;; ","","10.1045/march2000-owen","world wide web;; multimedia;; information age;; film research;; computer science"
"","","10.1045/march2000-coyle","world wide web;; union catalog;; multimedia;; computer science"
"University of California, San Diego;; University of California, San Diego;; University of California, San Diego;; National Center for Supercomputing Applications;; University of California, San Diego;; University of California, San Diego;; University of California, San Diego;; University of California, San Diego","preservation;; digital;; information;; long;; periods;; time;; becoming;; feasible;; integration;; archival;; storage;; technology;; supercomputer;; centers;; data;; grid;; computer;; science;; community;; models;; library;; archivist;; provide;; needed;; store;; immense;; amounts;; created;; mechanisms;; define;; context;; interpret;; coordination;; technologies;; management;; policies;; defines;; infrastructure;; collection;; persistent;; archive;; 1;; paper;; approach;; maintaining;; hundreds;; years;; development;; environment;; supports;; migration;; collections;; onto;; software;; systems","10.1045/march2000-moore-pt1","world wide web;; supercomputer;; software system;; information model;; digital library;; digital data;; digital archives;; data grid;; computer science;; archivist"
"","","10.1045/april2000-birdsey","world wide web;; multimedia;; digital imagery;; computer science"
";; ;; ;; ;; ;; ","","10.1045/april2000-mistlebauer","world wide web;; multimedia;; computer science"
