AA.DAfN,AW,DOI,F.FN
"Stofnun Árna Magnússonar í íslenskum fræðum/The Árni Magnússon Institute for Icelandic Studies#R##N#Reykjavík, Iceland","project;; variance;; njals;; saga;; examines;; variation;; sixty;; three;; medieval;; post;; manuscripts;; linguistic;; philological;; literary;; perspective;; extensive;; icelandic;; family;; sagas;; thought;; composed;; around;; 1280;; following;; article;; describes;; methods;; identify;; synchronic;; level;; fourteenth;; century;; aspects;; stemmatic;; relationship;; both;; fields;; development;; computer;; approaches;; advanced;; notably;; last;; few;; years;; affordable;; solutions;; customised;; end;; users;; still;; lacking;; focuses;; easy;; tools;; applied;; short;; term;; limited;; financial;; human;; resources;; transcribed;; according;; conventions;; menota;; nordic;; text;; archive;; tei;; xml;; segmentation;; allowing;; identification;; corresponding;; contents;; added;; features;; relevant;; examination;; tagged;; structures;; comparison;; displayed;; help;; xslt;; style;; sheets;; discusses;; challenges;; lie;; peculiarities;; writing;; standardised;; orthography;; abbreviations;; tries;; outline;; practicable;; initial;; comparisons;; approach;; show;; semantic;; domain;; substitution;; words;; syntactic;; change;; word;; order;; usage;; different;; syntactical;; constructions","10.16995/dm.60","word order;; syntax;; semantic domain;; philology;; orthography;; linguistics;; icelandic;; art"
"University of Southampton","ways;; roman;; province;; baetica;; ideal;; subject;; exploring;; approaches;; historic;; transport;; geography;; completeness;; record;; remarkable;; breadth;; pertinent;; data;; paper;; loosely;; seminar;; hosted;; digital;; classicist;; king;; college;; london;; briefly;; discuss;; applying;; yet;; relatively;; uncommon;; techniques;; archaeology;; documentary;; area;; go;; tackle;; more;; general;; issues;; creating;; maps;; movement;; past;; concluding;; still;; theoretical;; work;; done;; potential;; discovering;; patterns;; old;; great;; indeed;; ever;; growing;; main;; concept;; explored;; node;; network;; model;; interactions;; spatially;; separate;; locations;; demonstrates;; standard;; relational;; database;; coupled;; gis;; software;; package;; make;; spatial;; argument;; relative;; importance;; key;; towns;; expose;; constituent;; elements;; formal;; visual;; manner","10.16995/dm.20","transport network;; software;; relational database;; node;; network analysis;; geography;; data science;; completeness;; cartography"
"Digital Humanities","caedmon;; hymn;; name;; poem;; recorded;; old;; english;; manuscripts;; bede;; historia;; ecclesiastica;; ecclesiastical;; history;; people;; written;; early;; eighth;; century;; wearmouth;; jarrow;; northumbria;; long;; received;; attention;; anglo;; saxonists;; reasons;; particularly;; perhaps;; oldest;; surviving;; record;; poetry;; one;; few;; poetic;; texts;; saxon;; england;; survives;; multiple;; copies;; transmission;; unusually;; complex;; even;; medieval;; text;; despite;; interest;; o;; donnell;; comprehensive;; date","10.16995/dm.21","poetry;; performance art;; old english;; literature;; hymn;; history;; classics;; cd rom"
"University of Palermo","textual;; tradition;; literary;; work;; sources;; manuscripts;; printed;; books;; etc;; commonly;; bear;; together;; main;; text;; different;; kinds;; paratexts;; commenting;; interlinear;; annotations;; glosses;; scholia;; footnotes;; modern;; scholarly;; introductions;; commentaries;; others;; article;; proposes;; unified;; model;; document;; digital;; critical;; edition;; both;; texts;; appear;; single;; problematic;; aspects;; enlarged;; relations;; refer;; source;; alignment","10.16995/dm.62","scholia;; paratext;; literature;; digital edition;; critical edition;; computer science"
"University of Illinois at Chicago","wikipedia;; popularity;; unquestioned;; perceived;; lack;; accuracy;; reliability;; articles;; historical;; topics;; prevents;; historians;; embracing;; more;; fully;; article;; argues;; may;; one;; component;; overall;; quality;; demonstrable;; shortcomings;; strengths;; areas;; completeness;; accessibility;; appear;; narratives;; sources;; information;; readily;; american;; undergraduates;; compares;; entry;; investiture;; controversy;; current;; scholarship;; textbook;; treatments;; theme;; broader;; view;; appears;; favorable;; light;; employ;; narrow;; focus;; specific;; dates;; events","10.16995/dm.50","western culture;; scholarship;; popularity;; narrative;; media studies;; library science;; investiture controversy;; information quality;; computer science"
"University of Minnesota","editors;; continue;; transition;; production;; scholarly;; print;; editions;; electronic;; must;; remember;; roots;; labors;; frame;; work;; looking;; behind;; us;; ahead;; position;; ourselves;; so;; see;; editorial;; past;; understand;; body;; knowledge;; informs;; ever;; expanding;; nexuses;; editing;; textual;; serves;; watershed;; collection;; essays;; asks;; important;; questions;; shift;; offers;; responses;; seasoned","10.16995/dm.22","performance art;; o keeffe;; modern language association;; library science;; history;; cd rom;; art history"
"King's College London","melissa;; terras;; monograph;; deals;; complex;; process;; reading;; ancient;; documents;; humanities;; computing;; perspective;; book;; focuses;; methodological;; technical;; issues;; behind;; implementation;; system;; helps;; historians;; read;; tablets;; written;; old;; roman;; cursive;; script;; found;; fort;; vindolanda;; dating;; ad;; 90;; 120","10.16995/dm.23","performance art;; intelligent decision support system;; humanities computing;; cursive;; classics;; art"
"University of Glasgow","editing;; exeter;; book;; poem;; descent;; hell;; john;; baptist;; prayer;; attempted;; digitally;; reconstruct;; damaged;; folia;; contain;; surviving;; copy;; old;; english;; process;; carrying;; digital;; reconstructive;; work;; technical;; aesthetic;; analytical;; issues;; raised;; paper;; examines;; techniques;; medieval;; photoshop;; assesses;; concerns;; completed;; article;; includes;; evaluation;; benefits;; pitfalls;; reconstruction;; carried;; ff;; 119v;; 121v;; offers;; practical;; resolutions;; might;; restorative;; performed;; ms","10.16995/dm.49","visual arts;; prayer;; poetry;; palaeography;; old english;; digital reconstruction;; art"
"Department of Classics#R##N#University of Reading;; Department of Computing#R##N#Imperial College, London;; Department of Computer Science#R##N#University of Southampton","virtual;; lightbox;; museums;; archives;; vlma;; tool;; collecting;; reusing;; structured;; fashion;; online;; contents;; archive;; datasets;; restricted;; visual;; components;; includes;; service;; enables;; comparison;; manipulation;; information;; one;; browse;; search;; collections;; construct;; personal;; annotate;; export;; xml;; impress;; open;; office;; presentation;; format;; share;; users;; piloted;; learning;; part;; jisc;; focus;; first;; phase;; 2004;; 2005;; second;; 2006;; incorporated;; partner;; improving;; expanding;; interfaces;; services;; paper;; concerns;; development;; research;; teaching;; especially;; teachers;; museum;; discusses","10.16995/dm.63","xml;; world wide web;; web syndication;; reuse;; rdf;; multimedia;; metadata;; computer science"
"Royal Irish Academy;; National University of Ireland, Galway","january;; 2006;; international;; conference;; organised;; arezzo;; italy;; discuss;; principles;; purposes;; critical;; edition;; support;; humanities;; computing;; tools;; methods;; digital;; philology;; medieval;; texts;; editors;; arianna;; ciula;; francesco;; stella;; published;; multi;; lingual;; selection;; proceedings;; bringing;; together;; ten;; papers;; italian;; four;; english;; one;; french","10.16995/dm.24","philology;; performance art;; papyrology;; humanities computing;; epigraphy;; critical edition;; classics;; cd rom;; art"
"University College London","so;; called;; web;; 2;; 0;; technologies;; bring;; opportunities;; challenges;; field;; scholarship;; social;; software;; set;; tools;; innovative;; possibilities;; community;; practitioners;; area;; intersection;; technology;; make;; effective;; paper;; part;; author;; continuing;; research;; blogs;; wikis;; amongst;; others;; education;; meaning;; teaching;; learning;; primary;; interest;; might;; facilitate;; cooperative;; help;; build;; communities;; both;; practice;; put;; simply;; encourage;; people;; working;; together;; medium;; open;; collaboration;; why;; necessary;; perceived;; problems;; addressed;; happen","10.16995/dm.26","world wide web;; web 2 0;; social software;; scholarship;; open collaboration;; learning community;; knowledge management;; cooperative research;; cooperative learning;; computer science"
"Julius-Maximilians-Universität Würzburg","september;; 2008;; colloquium;; held;; graz;; discuss;; future;; oriented;; creation;; distribution;; storage;; editions;; medieval;; texts;; volume;; reviewed;; wege;; zum;; text;; uberlegungen;; zur;; verfugbarkeit;; mediavistischer;; editionen;; product;; consists;; 19;; articles;; 16;; accessible;; podcasts;; homepage;; http;; www;; uni;; wernfried;; hofmeister;; wegezumtext;; option;; listen;; talks;; read;; papers;; might;; more;; nifty;; extra;; site;; shines;; providing;; access;; documents;; linking;; projects;; homepages;; exception;; podcast;; buffet;; work;; flawlessly","10.16995/dm.29","library science;; history;; art history"
"Julius-Maximilians-Universität Würzburg","volume;; focuses;; possibilities;; offered;; modern;; computer;; systems;; respect;; historical;; research;; papers;; included;; deal;; contemporary;; projects;; offer;; wider;; more;; theoretical;; view;; potentialities;; aided","10.16995/dm.27","virtual representation;; performance art;; media studies;; history;; comparative historical research;; art history"
"Oxford e-Research Centre","second;; series;; schriften;; instituts;; fur;; dokumentologie;; editorik;; volume;; entitled;; codicology;; palaeography;; digital;; age;; assembles;; twenty;; one;; papers;; subsequently;; presented;; international;; symposium;; munich;; july;; 2009;; context;; eponymous;; initiative;; led;; institute;; documentology;; scholarly;; editing;; institut;; ide;; koln;; quadrilingual;; edition;; contains;; article;; french;; three;; articles;; italian;; five;; german;; twelve;; english;; preface;; abstracts;; both;; articulated;; around;; two;; parts;; catalogue;; virtual;; research;; environment;; 8;; learning;; horizons;; 13;; additionally;; invited;; introduction;; offers;; overview;; contents;; appendix;; gives;; brief;; biographies;; authors","10.16995/dm.28","palaeography;; library science;; history;; german;; codicology;; art history"
"Vice-Provost for Library and Technology Services and Chief Information Officer#R##N#Brandeis University","elliptical;; history;; digital;; medievalism;; amply;; demonstrates;; medievalists;; early;; adopters;; technologies;; benefitted;; time;; again;; interactions;; fields;; essays;; 3rd;; international;; margot;; conference;; show;; continue;; interested;; exploring;; technology;; bring;; established;; scholarly;; practices;; genres;; paleography;; codicology;; translation;; dictionaries;; corpora;; studies;; manuscript;; equally;; example;; gis;; music;; information;; modeling;; image;; annotation;; preservation;; virtual;; reality","10.16995/dm.34","visual arts;; medievalism;; medieval studies;; library science;; information technology;; history of computing;; emerging technologies;; early adopter;; digital preservation;; computer science;; codicology"
"Aberystwyth University","paper;; summarizes;; anglo;; norman;; dictionary;; project;; developed;; originally;; print;; fully;; digital;; freely;; online;; resource;; comprising;; itself;; substantial;; text;; base;; same;; xml;; format;; reviews;; history;; principles;; structured;; encoding;; relationship;; citations;; attestations;; instances;; parole;; broader;; language;; langue;; detailed;; entries","10.16995/dm.35","xml;; natural language processing;; machine readable dictionary;; encoding;; data dictionary;; computer science;; byte;; artificial intelligence"
"Wilfrid Laurier University","article;; demonstrates;; search;; engine;; developed;; online;; edition;; serves;; research;; purposes;; users;; digital;; resource;; valuable;; tool;; refining;; improving;; aiding;; author;; construction;; text;; example;; utility;; project;; calls;; question;; previous;; theories;; regarding;; influence;; john;; wales;; may;; collection;; latin;; quotations","10.16995/dm.43","janus;; intertextuality;; engineering;; data science"
"Institute of Slavic Studies#R##N#University of Vienna;; Institute of Slavic Studies#R##N#University of Vienna;; Computer Vision Lab#R##N#Institute of Computer Aided Automation#R##N#Vienna University of Technology;; Computer Vision Lab#R##N#Institute of Computer Aided Automation#R##N#Vienna University of Technology","paper;; overview;; data;; acquisition;; processing;; procedures;; interdisciplinary;; project;; philologists;; image;; experts;; aiming;; decipherment;; reconstruction;; damaged;; manuscripts;; digital;; raw;; acquired;; via;; multi;; spectral;; imaging;; preparatory;; step;; developed;; foreground;; background;; separation;; binarisation;; especially;; designed;; images;; degraded;; documents;; basis;; binarised;; applications;; automatic;; character;; decomposition;; primitive;; extraction;; dissects;; scriptural;; elements;; analysable;; pieces;; necessary;; palaeographic;; graphemic;; analyses;; writing;; tool;; recognition;; text;; restoration;; optical;; relevant;; stored;; interrogated;; database;; application;; furthermore;; semi;; page;; layout;; codicological;; information;; latent;; contents;; script;; ruling;; decorations","10.16995/dm.25","page layout analysis;; optical character recognition;; natural language processing;; image processing;; decipherment;; database application;; data acquisition;; computer vision;; computer science;; codicology;; artificial intelligence"
"Fordham University;; Fordham University","online;; medieval;; sources;; bibliography;; omsb;; database;; modern;; editions;; primary;; paper;; discusses;; computing;; financing;; logistical;; challenges;; faced;; creating;; solutions;; aimed;; wide;; audience;; high;; school;; students;; professors;; so;; tailor;; data;; needs;; different;; types;; researcher;; keep;; mind;; ways;; someone;; might;; search;; working;; limited;; budget;; graduate;; undergraduate;; provide;; both;; programming;; entry;; solution;; excellent;; research;; experience;; needed;; funding;; involved","10.16995/dm.41","world wide web;; online database;; library science;; growing pains;; engineering;; data entry;; bibliography"
"University of Waterloo","cantus;; database;; established;; project;; devoted;; creation;; distribution;; electronic;; indices;; manuscript;; early;; printed;; sources;; latin;; chant;; liturgical;; office;; january;; 2011;; over;; 379;; 000;; records;; individual;; one;; 134;; manuscripts;; indexed;; date;; decade;; research;; tool;; growing;; adapting;; needs;; scholars;; musicologists;; hagiographers;; art;; historians;; researchers;; fields;; addition;; basic;; search;; functions;; downloading;; options;; now;; several;; analytical;; tools;; website;; textual;; concordance;; interactive;; dendrogram;; latter;; example;; data;; mining;; allows;; user;; select;; series;; chants;; form;; basis;; comparison;; numerous;; whose;; contents;; recorded;; similarities;; interpreted;; affinities;; so;; dendrograms;; created;; calculations;; similarity;; matrices;; assist;; identifying;; repertories;; studying;; origins;; dissemination;; saints;; feasts;; providing;; evidence;; provenance;; undoubtedly;; applications","10.16995/dm.42","musicology;; medieval studies;; engineering;; database"
"Society for Danish Language and Literature","article;; discusses;; reasons;; implementing;; tei;; p5;; danish;; publishing;; project;; argue;; standard;; performs;; sustainable;; storage;; interchange;; format;; generally;; too;; complicated;; operate;; efficiently;; show;; cope;; difficulty;; introducing;; template;; makes;; daily;; work;; easier","10.16995/dm.40","world wide web;; sustainability;; software engineering;; publishing;; pcdata;; computer science"
"George Mason University","technologies;; methodologies;; digital;; humanities;; help;; alleviate;; limitations;; inherent;; traditional;; methods;; creating;; publishing;; critical;; editions;; especially;; typical;; practices;; privilege;; major;; texts;; create;; artificial;; version;; text;; obscures;; textual;; history;; argue;; work;; manuscripts;; place;; greater;; emphasis;; noncritical;; capture;; traditionally;; lost;; transcription;; harness;; community;; expertise;; vast;; interdisciplinary;; archive;; article;; describes;; key;; benefits;; platonic;; web;; tool;; encourage;; large;; scale;; collaborative;; editing;; order;; make;; more;; visible;; accessible;; connectable;; correctable;; usable","10.16995/dm.39","world wide web;; usable;; textual criticism;; publishing;; emerging technologies;; digital humanities;; critical edition;; computer science"
"University of Barcelona;; University of Barcelona","aim;; paper;; first;; steps;; arquibanc;; project;; main;; objective;; recover;; archives;; private;; hands;; make;; scientific;; community;; fact;; access;; documents;; always;; so;; easy;; preservation;; records;; cannot;; assured;; focuses;; creating;; two;; online;; databases;; may;; allow;; consultation;; research;; purposes;; designed;; provide;; description;; document;; digital;; reproduction;; easier;; read;; screen","10.16995/dm.37","world wide web;; multimedia;; engineering;; digital reproduction;; delegation;; catalan"
"School of Humanities, University Library","paper;; examines;; work;; done;; australian;; network;; early;; european;; research;; neer;; build;; national;; digital;; community;; field;; funded;; council;; networks;; programme;; period;; 2005;; 2010;; overall;; goal;; enhance;; scale;; focus;; medieval;; modern;; studies;; developing;; implementing;; appropriate;; technologies;; one;; main;; methods;; address;; end;; three;; services;; service;; collaboration;; confluence;; publication;; storage;; outputs;; pioneer;; identifying;; engaging;; objects;; europa;; inventa;; evaluates;; effect;; australia;; considers;; future;; now;; government;; funding;; ended","10.16995/dm.36","medieval studies;; library science;; government;; engineering;; digital humanities"
